date,currency,valueInUSD
24/04/2015,AFN,15.9491
24/04/2015,ALL,1.7741
24/04/2015,DZD,5.5553
24/04/2015,AOA,6.4443
24/04/2015,ARS,16.8862
24/04/2015,AMD,9.8442
24/04/2015,AWG,5.9601
24/04/2015,AUD,62.5587
24/04/2015,AZN,6.9018
24/04/2015,BSD,7.4106
24/04/2015,BHD,4.2932
24/04/2015,BDT,6.2383
24/04/2015,BBD,72.0046
24/04/2015,BYR,6.7908
24/04/2015,BZD,8.0787
24/04/2015,BMD,0.9469
24/04/2015,BTN,6.5975
24/04/2015,BOB,37.7752
24/04/2015,BAM,0.3203
24/04/2015,BWP,2.8688
24/04/2015,BRL,12.9723
24/04/2015,GBP,11.4041
24/04/2015,BND,0.3187
24/04/2015,BGN,0.103
24/04/2015,BIF,1.176
24/04/2015,XOF,6.5799
24/04/2015,XAF,2.8395
24/04/2015,XPF,0.2771
24/04/2015,KHR,1.8921
24/04/2015,CAD,15.0453
24/04/2015,CVE,10.4478
24/04/2015,KYD,7.6651
24/04/2015,CLP,6.8577
24/04/2015,CNY,8.0011
24/04/2015,COP,62.1303
24/04/2015,KMF,4.8617
24/04/2015,CDF,0.2655
24/04/2015,CRC,0.9148
24/04/2015,HRK,133.018
24/04/2015,CUC,6.1559
24/04/2015,CUP,3.0078
24/04/2015,CZK,3.7598
24/04/2015,DKK,1.4116
24/04/2015,DJF,9.316
24/04/2015,DOP,7.876
24/04/2015,XCD,22.5342
24/04/2015,EGP,4.5875
24/04/2015,SVC,3.4157
24/04/2015,ETB,10.1509
24/04/2015,FKP,7.0962
24/04/2015,FJD,9.6042
24/04/2015,GMD,8.6321
24/04/2015,GEL,5.9166
24/04/2015,GHS,7.3876
24/04/2015,GIP,9.0343
24/04/2015,GTQ,0.5544
24/04/2015,GNF,115.8401
24/04/2015,GYD,4.1218
24/04/2015,HTG,15.1908
24/04/2015,HNL,2.0452
24/04/2015,HKD,5.0393
24/04/2015,HUF,3.8311
24/04/2015,ISK,2.6675
24/04/2015,INR,20.9615
24/04/2015,IDR,4.6798
24/04/2015,IRR,11.5
24/04/2015,IQD,13.8301
24/04/2015,ILS,8.2179
24/04/2015,JMD,0.8051
24/04/2015,JPY,0.0363
24/04/2015,JOD,2.5052
24/04/2015,KZT,2.7448
24/04/2015,KES,7.225
24/04/2015,KWD,5.7171
24/04/2015,KGS,6.4332
24/04/2015,LAK,2.2433
24/04/2015,LBP,9.3687
24/04/2015,LSL,2.3253
24/04/2015,LRD,4.6885
24/04/2015,LYD,15.4008
24/04/2015,MOP,0.9979
24/04/2015,MKD,4.0804
24/04/2015,MGA,5.8815
24/04/2015,MWK,4.6256
24/04/2015,MYR,39.4633
24/04/2015,MVR,6.1874
24/04/2015,MRO,3.3296
24/04/2015,MUR,55.3028
24/04/2015,MXN,6.7932
24/04/2015,MDL,7.3119
24/04/2015,MNT,0.1434
24/04/2015,MAD,2.7097
24/04/2015,MZN,5.2918
24/04/2015,MMK,3.0662
24/04/2015,ANG,8.9015
24/04/2015,NAD,1.5983
24/04/2015,NPR,0.6526
24/04/2015,NZD,2.3958
24/04/2015,NIO,1.7381
24/04/2015,NGN,0.1601
24/04/2015,KPW,1.8381
24/04/2015,NOK,0.9831
24/04/2015,OMR,5.347
24/04/2015,PKR,9.235
24/04/2015,PAB,10.2281
24/04/2015,PGK,2.8355
24/04/2015,PYG,6.0638
24/04/2015,PEN,0.2236
24/04/2015,PHP,84.6461
24/04/2015,PLN,0.2553
24/04/2015,QAR,2.4754
24/04/2015,RON,1.7224
24/04/2015,RUB,17.4516
24/04/2015,RWF,5.4913
24/04/2015,WST,2.454
24/04/2015,STD,3.6814
24/04/2015,SAR,6.2072
24/04/2015,RSD,0.8689
24/04/2015,SCR,4.0625
24/04/2015,SLL,3.0501
24/04/2015,SGD,6.8465
24/04/2015,SBD,9.7666
24/04/2015,SOS,2.9233
24/04/2015,ZAR,4.017
24/04/2015,KRW,0.2234
24/04/2015,LKR,1.3784
24/04/2015,SHP,3.3801
24/04/2015,SDG,6.9496
24/04/2015,SRD,3.8032
24/04/2015,SZL,4.6921
24/04/2015,SEK,4.2527
24/04/2015,CHF,10.5906
24/04/2015,SYP,4.8861
24/04/2015,TWD,662.3348
24/04/2015,TZS,9.8732
24/04/2015,THB,0.7039
24/04/2015,TOP,8.3329
24/04/2015,TTD,4.0964
24/04/2015,TND,4.5961
24/04/2015,TRY,0.5486
24/04/2015,TMM,4.0962
24/04/2015,USD,1
24/04/2015,UGX,8.7468
24/04/2015,UAH,37.6258
24/04/2015,UYU,34.4452
24/04/2015,AED,1.6435
24/04/2015,VUV,27.7091
24/04/2015,VEB,1.1838
24/04/2015,VND,6.7761
24/04/2015,YER,6.8771
24/04/2015,ZMK,3.9904
24/04/2015,ZWD,5.0582
