date,currency,valueInUSD
08/09/2017,AFN,14.1021
08/09/2017,ALL,1.9568
08/09/2017,DZD,4.8338
08/09/2017,AOA,6.0313
08/09/2017,ARS,16.0542
08/09/2017,AMD,7.9409
08/09/2017,AWG,4.3481
08/09/2017,AUD,54.8742
08/09/2017,AZN,4.1927
08/09/2017,BSD,5.2498
08/09/2017,BHD,3.3204
08/09/2017,BDT,6.1741
08/09/2017,BBD,58.618
08/09/2017,BYR,6.9637
08/09/2017,BZD,6.7761
08/09/2017,BMD,1.1786
08/09/2017,BTN,8.2765
08/09/2017,BOB,29.0782
08/09/2017,BAM,0.3012
08/09/2017,BWP,3.6165
08/09/2017,BRL,11.4063
08/09/2017,GBP,13.1339
08/09/2017,BND,0.3006
08/09/2017,BGN,0.0773
08/09/2017,BIF,1.0464
08/09/2017,XOF,5.5372
08/09/2017,XAF,2.9143
08/09/2017,XPF,0.2668
08/09/2017,KHR,1.6206
08/09/2017,CAD,17.9231
08/09/2017,CVE,8.8619
08/09/2017,KYD,8.3365
08/09/2017,CLP,7.2037
08/09/2017,CNY,7.6428
08/09/2017,COP,51.108
08/09/2017,KMF,3.6498
08/09/2017,CDF,0.1988
08/09/2017,CRC,0.7532
08/09/2017,HRK,196.5451
08/09/2017,CUC,6.2931
08/09/2017,CUP,1.8455
08/09/2017,CZK,2.8717
08/09/2017,DKK,1.0674
08/09/2017,DJF,7.7616
08/09/2017,DOP,6.8275
08/09/2017,XCD,25.2557
08/09/2017,EGP,3.8087
08/09/2017,SVC,3.2609
08/09/2017,ETB,11.0341
08/09/2017,FKP,5.6365
08/09/2017,FJD,8.0538
08/09/2017,GMD,10.9023
08/09/2017,GEL,5.2242
08/09/2017,GHS,7.1602
08/09/2017,GIP,9.538
08/09/2017,GTQ,0.5049
08/09/2017,GNF,127.2623
08/09/2017,GYD,4.0089
08/09/2017,HTG,18.624
08/09/2017,HNL,2.7049
08/09/2017,HKD,3.6104
08/09/2017,HUF,3.5316
08/09/2017,ISK,1.9103
08/09/2017,INR,33.5831
08/09/2017,IDR,4.4506
08/09/2017,IRR,13.377
08/09/2017,IQD,13.7223
08/09/2017,ILS,7.1323
08/09/2017,JMD,0.7932
08/09/2017,JPY,0.0381
08/09/2017,JOD,2.3868
08/09/2017,KZT,3.1938
08/09/2017,KES,6.3179
08/09/2017,KWD,5.0101
08/09/2017,KGS,5.4478
08/09/2017,LAK,2.2887
08/09/2017,LBP,10.0505
08/09/2017,LSL,3.0
08/09/2017,LRD,4.2142
08/09/2017,LYD,14.9067
08/09/2017,MOP,1.0974
08/09/2017,MKD,4.3776
08/09/2017,MGA,5.8127
08/09/2017,MWK,7.1406
08/09/2017,MYR,30.4925
08/09/2017,MVR,5.6761
08/09/2017,MRO,3.1634
08/09/2017,MUR,72.0203
08/09/2017,MXN,6.2669
08/09/2017,MDL,6.0701
08/09/2017,MNT,0.0945
08/09/2017,MAD,1.9321
08/09/2017,MZN,5.7332
08/09/2017,MMK,4.1649
08/09/2017,ANG,7.0247
08/09/2017,NAD,1.4603
08/09/2017,NPR,0.7303
08/09/2017,NZD,2.5551
08/09/2017,NIO,2.0631
08/09/2017,NGN,0.1682
08/09/2017,KPW,1.6528
08/09/2017,NOK,0.9139
08/09/2017,OMR,5.4216
08/09/2017,PKR,11.9635
08/09/2017,PAB,10.5583
08/09/2017,PGK,3.5969
08/09/2017,PYG,6.0704
08/09/2017,PEN,0.3283
08/09/2017,PHP,109.4514
08/09/2017,PLN,0.2722
08/09/2017,QAR,2.4166
08/09/2017,RON,1.6489
08/09/2017,RUB,12.2302
08/09/2017,RWF,4.6631
08/09/2017,WST,2.3696
08/09/2017,STD,4.1547
08/09/2017,SAR,5.9981
08/09/2017,RSD,0.7977
08/09/2017,SCR,3.787
08/09/2017,SLL,2.2913
08/09/2017,SGD,7.3241
08/09/2017,SBD,8.0861
08/09/2017,SOS,2.3197
08/09/2017,ZAR,5.3295
08/09/2017,KRW,0.178
08/09/2017,LKR,1.9633
08/09/2017,SHP,3.5378
08/09/2017,SDG,7.3993
08/09/2017,SRD,3.3335
08/09/2017,SZL,4.6424
08/09/2017,SEK,3.5249
08/09/2017,CHF,9.4221
08/09/2017,SYP,5.2684
08/09/2017,TWD,396.3124
08/09/2017,TZS,10.0897
08/09/2017,THB,1.01
08/09/2017,TOP,7.7957
08/09/2017,TTD,4.4436
08/09/2017,TND,3.8169
08/09/2017,TRY,0.4825
08/09/2017,TMM,4.3548
08/09/2017,USD,1
08/09/2017,UGX,6.6129
08/09/2017,UAH,36.9037
08/09/2017,UYU,32.1844
08/09/2017,AED,1.2068
08/09/2017,VUV,27.5421
08/09/2017,VEB,1.0634
08/09/2017,VND,5.7815
08/09/2017,YER,7.9354
08/09/2017,ZMK,5.134
08/09/2017,ZWD,3.9167
