date,currency,valueInUSD
29/09/2017,AFN,14.5924
29/09/2017,ALL,1.9635
29/09/2017,DZD,4.8538
29/09/2017,AOA,6.2361
29/09/2017,ARS,15.5006
29/09/2017,AMD,8.2038
29/09/2017,AWG,4.2929
29/09/2017,AUD,55.6169
29/09/2017,AZN,4.2881
29/09/2017,BSD,4.8778
29/09/2017,BHD,3.3203
29/09/2017,BDT,6.274
29/09/2017,BBD,55.9064
29/09/2017,BYR,6.9545
29/09/2017,BZD,6.7927
29/09/2017,BMD,1.1764
29/09/2017,BTN,8.126
29/09/2017,BOB,28.3067
29/09/2017,BAM,0.2892
29/09/2017,BWP,3.6936
29/09/2017,BRL,11.6023
29/09/2017,GBP,13.8898
29/09/2017,BND,0.3084
29/09/2017,BGN,0.0768
29/09/2017,BIF,1.0683
29/09/2017,XOF,5.7879
29/09/2017,XAF,2.8659
29/09/2017,XPF,0.2871
29/09/2017,KHR,1.5765
29/09/2017,CAD,17.6562
29/09/2017,CVE,8.6966
29/09/2017,KYD,9.1614
29/09/2017,CLP,7.3077
29/09/2017,CNY,7.964
29/09/2017,COP,53.2203
29/09/2017,KMF,3.8758
29/09/2017,CDF,0.1931
29/09/2017,CRC,0.7618
29/09/2017,HRK,177.2813
29/09/2017,CUC,6.5809
29/09/2017,CUP,1.9512
29/09/2017,CZK,2.7901
29/09/2017,DKK,1.0264
29/09/2017,DJF,7.3453
29/09/2017,DOP,6.9146
29/09/2017,XCD,25.8254
29/09/2017,EGP,3.5875
29/09/2017,SVC,3.3104
29/09/2017,ETB,10.8279
29/09/2017,FKP,5.7988
29/09/2017,FJD,7.8431
29/09/2017,GMD,10.6046
29/09/2017,GEL,5.4453
29/09/2017,GHS,6.9935
29/09/2017,GIP,9.0637
29/09/2017,GTQ,0.5128
29/09/2017,GNF,133.3443
29/09/2017,GYD,4.0106
29/09/2017,HTG,17.5961
29/09/2017,HNL,2.7178
29/09/2017,HKD,3.4408
29/09/2017,HUF,3.6535
29/09/2017,ISK,1.9523
29/09/2017,INR,35.2362
29/09/2017,IDR,4.3434
29/09/2017,IRR,13.5403
29/09/2017,IQD,13.4422
29/09/2017,ILS,7.0118
29/09/2017,JMD,0.8017
29/09/2017,JPY,0.0373
29/09/2017,JOD,2.2618
29/09/2017,KZT,3.1359
29/09/2017,KES,6.2147
29/09/2017,KWD,5.0644
29/09/2017,KGS,5.3069
29/09/2017,LAK,2.2888
29/09/2017,LBP,10.3564
29/09/2017,LSL,3.0654
29/09/2017,LRD,4.3017
29/09/2017,LYD,15.4112
29/09/2017,MOP,1.0264
29/09/2017,MKD,4.3177
29/09/2017,MGA,5.4313
29/09/2017,MWK,6.8927
29/09/2017,MYR,31.3897
29/09/2017,MVR,5.7171
29/09/2017,MRO,3.0249
29/09/2017,MUR,68.497
29/09/2017,MXN,6.241
29/09/2017,MDL,6.1715
29/09/2017,MNT,0.0911
29/09/2017,MAD,2.0305
29/09/2017,MZN,5.8626
29/09/2017,MMK,4.1787
29/09/2017,ANG,6.6236
29/09/2017,NAD,1.4668
29/09/2017,NPR,0.7693
29/09/2017,NZD,2.5519
29/09/2017,NIO,2.1133
29/09/2017,NGN,0.1718
29/09/2017,KPW,1.6517
29/09/2017,NOK,0.9212
29/09/2017,OMR,5.347
29/09/2017,PKR,11.9626
29/09/2017,PAB,10.5714
29/09/2017,PGK,3.5071
29/09/2017,PYG,5.9547
29/09/2017,PEN,0.354
29/09/2017,PHP,105.9896
29/09/2017,PLN,0.2574
29/09/2017,QAR,2.3218
29/09/2017,RON,1.7057
29/09/2017,RUB,12.2195
29/09/2017,RWF,4.8182
29/09/2017,WST,2.5151
29/09/2017,STD,4.1059
29/09/2017,SAR,5.7222
29/09/2017,RSD,0.806
29/09/2017,SCR,3.5656
29/09/2017,SLL,2.3133
29/09/2017,SGD,6.9292
29/09/2017,SBD,7.6939
29/09/2017,SOS,2.4489
29/09/2017,ZAR,4.9923
29/09/2017,KRW,0.1849
29/09/2017,LKR,2.001
29/09/2017,SHP,3.6592
29/09/2017,SDG,7.2454
29/09/2017,SRD,3.2245
29/09/2017,SZL,4.5557
29/09/2017,SEK,3.4584
29/09/2017,CHF,9.2334
29/09/2017,SYP,4.9995
29/09/2017,TWD,390.6529
29/09/2017,TZS,9.4523
29/09/2017,THB,1.075
29/09/2017,TOP,8.2528
29/09/2017,TTD,4.3218
29/09/2017,TND,3.6957
29/09/2017,TRY,0.4664
29/09/2017,TMM,4.5556
29/09/2017,USD,1
29/09/2017,UGX,6.7323
29/09/2017,UAH,38.3571
29/09/2017,UYU,32.0535
29/09/2017,AED,1.1597
29/09/2017,VUV,27.9066
29/09/2017,VEB,1.1048
29/09/2017,VND,5.7611
29/09/2017,YER,7.9081
29/09/2017,ZMK,5.2096
29/09/2017,ZWD,3.8941
