date,currency,valueInUSD
08/06/2011,AFN,10.2581
08/06/2011,ALL,2.0526
08/06/2011,DZD,3.7923
08/06/2011,AOA,6.359
08/06/2011,ARS,23.8132
08/06/2011,AMD,11.3051
08/06/2011,AWG,9.2596
08/06/2011,AUD,70.5115
08/06/2011,AZN,6.9129
08/06/2011,BSD,6.0495
08/06/2011,BHD,3.1798
08/06/2011,BDT,8.6518
08/06/2011,BBD,91.6561
08/06/2011,BYR,8.1067
08/06/2011,BZD,6.1536
08/06/2011,BMD,1.262
08/06/2011,BTN,8.6562
08/06/2011,BOB,33.0161
08/06/2011,BAM,0.345
08/06/2011,BWP,3.5366
08/06/2011,BRL,11.5736
08/06/2011,GBP,10.1448
08/06/2011,BND,0.3243
08/06/2011,BGN,0.1202
08/06/2011,BIF,1.4101
08/06/2011,XOF,5.1026
08/06/2011,XAF,4.0983
08/06/2011,XPF,0.3562
08/06/2011,KHR,3.3388
08/06/2011,CAD,24.2823
08/06/2011,CVE,9.6488
08/06/2011,KYD,7.2922
08/06/2011,CLP,7.7525
08/06/2011,CNY,7.3913
08/06/2011,COP,68.136
08/06/2011,KMF,4.8649
08/06/2011,CDF,0.232
08/06/2011,CRC,1.2966
08/06/2011,HRK,116.5838
08/06/2011,CUC,5.2962
08/06/2011,CUP,2.3916
08/06/2011,CZK,4.9593
08/06/2011,DKK,1.302
08/06/2011,DJF,8.9491
08/06/2011,DOP,7.5107
08/06/2011,XCD,43.8739
08/06/2011,EGP,6.0101
08/06/2011,SVC,4.2499
08/06/2011,ETB,10.9709
08/06/2011,FKP,7.8961
08/06/2011,FJD,9.5553
08/06/2011,GMD,8.0797
08/06/2011,GEL,4.5958
08/06/2011,GHS,9.6226
08/06/2011,GIP,7.4455
08/06/2011,GTQ,0.6847
08/06/2011,GNF,117.0516
08/06/2011,GYD,4.0427
08/06/2011,HTG,29.9645
08/06/2011,HNL,2.4632
08/06/2011,HKD,3.8796
08/06/2011,HUF,2.6922
08/06/2011,ISK,2.7354
08/06/2011,INR,33.5192
08/06/2011,IDR,4.7653
08/06/2011,IRR,10.0173
08/06/2011,IQD,10.1919
08/06/2011,ILS,8.4425
08/06/2011,JMD,0.7887
08/06/2011,JPY,0.041
08/06/2011,JOD,2.6399
08/06/2011,KZT,3.6548
08/06/2011,KES,6.1055
08/06/2011,KWD,6.5823
08/06/2011,KGS,8.4026
08/06/2011,LAK,5.9225
08/06/2011,LBP,8.7358
08/06/2011,LSL,2.1062
08/06/2011,LRD,4.5851
08/06/2011,LYD,11.5583
08/06/2011,MOP,0.9242
08/06/2011,MKD,5.4107
08/06/2011,MGA,4.8167
08/06/2011,MWK,7.6856
08/06/2011,MYR,53.9924
08/06/2011,MVR,8.3348
08/06/2011,MRO,2.8717
08/06/2011,MUR,86.4627
08/06/2011,MXN,5.9751
08/06/2011,MDL,6.6438
08/06/2011,MNT,0.1973
08/06/2011,MAD,2.3039
08/06/2011,MZN,5.8868
08/06/2011,MMK,3.3653
08/06/2011,ANG,7.042
08/06/2011,NAD,2.5875
08/06/2011,NPR,1.1882
08/06/2011,NZD,2.6838
08/06/2011,NIO,1.633
08/06/2011,NGN,0.1449
08/06/2011,KPW,2.5675
08/06/2011,NOK,1.1202
08/06/2011,OMR,4.1819
08/06/2011,PKR,9.2166
08/06/2011,PAB,12.919
08/06/2011,PGK,2.434
08/06/2011,PYG,8.6352
08/06/2011,PEN,0.2592
08/06/2011,PHP,63.6991
08/06/2011,PLN,0.2064
08/06/2011,QAR,3.035
08/06/2011,RON,1.4453
08/06/2011,RUB,15.5494
08/06/2011,RWF,6.3977
08/06/2011,WST,2.6236
08/06/2011,STD,5.7626
08/06/2011,SAR,7.8257
08/06/2011,RSD,1.1052
08/06/2011,SCR,3.6048
08/06/2011,SLL,3.0377
08/06/2011,SGD,5.8445
08/06/2011,SBD,8.2778
08/06/2011,SOS,3.0737
08/06/2011,ZAR,6.2437
08/06/2011,KRW,0.2753
08/06/2011,LKR,1.6876
08/06/2011,SHP,3.9289
08/06/2011,SDG,6.4308
08/06/2011,SRD,8.3664
08/06/2011,SZL,6.2077
08/06/2011,SEK,4.2361
08/06/2011,CHF,7.6082
08/06/2011,SYP,4.7287
08/06/2011,TWD,466.1743
08/06/2011,TZS,9.7467
08/06/2011,THB,0.9467
08/06/2011,TOP,8.6453
08/06/2011,TTD,4.6842
08/06/2011,TND,5.6011
08/06/2011,TRY,0.5892
08/06/2011,TMM,3.6916
08/06/2011,USD,1
08/06/2011,UGX,10.4098
08/06/2011,UAH,30.7352
08/06/2011,UYU,41.2952
08/06/2011,AED,1.4085
08/06/2011,VUV,28.0115
08/06/2011,VEB,1.4491
08/06/2011,VND,8.0294
08/06/2011,YER,8.4077
08/06/2011,ZMK,5.7282
08/06/2011,ZWD,5.302
