date,currency,valueInUSD
26/11/2019,AFN,19.5664
26/11/2019,ALL,1.2138
26/11/2019,DZD,5.6693
26/11/2019,AOA,5.9123
26/11/2019,ARS,11.3171
26/11/2019,AMD,8.3255
26/11/2019,AWG,3.9966
26/11/2019,AUD,62.8117
26/11/2019,AZN,5.4408
26/11/2019,BSD,5.3637
26/11/2019,BHD,5.8169
26/11/2019,BDT,5.8718
26/11/2019,BBD,45.2918
26/11/2019,BYR,5.8643
26/11/2019,BZD,8.798
26/11/2019,BMD,1.0235
26/11/2019,BTN,5.5246
26/11/2019,BOB,50.1706
26/11/2019,BAM,0.2129
26/11/2019,BWP,4.3555
26/11/2019,BRL,9.7219
26/11/2019,GBP,10.7363
26/11/2019,BND,0.3839
26/11/2019,BGN,0.095
26/11/2019,BIF,1.4283
26/11/2019,XOF,4.8068
26/11/2019,XAF,2.1913
26/11/2019,XPF,0.1548
26/11/2019,KHR,1.0839
26/11/2019,CAD,18.169
26/11/2019,CVE,9.2193
26/11/2019,KYD,6.5198
26/11/2019,CLP,8.0795
26/11/2019,CNY,8.3145
26/11/2019,COP,50.3672
26/11/2019,KMF,3.2429
26/11/2019,CDF,0.2424
26/11/2019,CRC,0.617
26/11/2019,HRK,208.8148
26/11/2019,CUC,5.618
26/11/2019,CUP,1.9886
26/11/2019,CZK,2.844
26/11/2019,DKK,0.858
26/11/2019,DJF,7.524
26/11/2019,DOP,8.487
26/11/2019,XCD,30.4624
26/11/2019,EGP,3.5388
26/11/2019,SVC,4.1858
26/11/2019,ETB,7.7176
26/11/2019,FKP,4.5915
26/11/2019,FJD,6.9001
26/11/2019,GMD,10.8402
26/11/2019,GEL,3.712
26/11/2019,GHS,6.9979
26/11/2019,GIP,8.1705
26/11/2019,GTQ,0.3722
26/11/2019,GNF,99.5857
26/11/2019,GYD,2.8449
26/11/2019,HTG,19.4843
26/11/2019,HNL,3.3152
26/11/2019,HKD,3.2399
26/11/2019,HUF,3.9698
26/11/2019,ISK,2.2413
26/11/2019,INR,45.6338
26/11/2019,IDR,4.6212
26/11/2019,IRR,10.6031
26/11/2019,IQD,13.287
26/11/2019,ILS,6.4844
26/11/2019,JMD,0.7029
26/11/2019,JPY,0.0464
26/11/2019,JOD,1.9855
26/11/2019,KZT,2.3575
26/11/2019,KES,6.2945
26/11/2019,KWD,3.4895
26/11/2019,KGS,4.8651
26/11/2019,LAK,3.1349
26/11/2019,LBP,12.1929
26/11/2019,LSL,3.5122
26/11/2019,LRD,5.2838
26/11/2019,LYD,19.6451
26/11/2019,MOP,1.3061
26/11/2019,MKD,3.5596
26/11/2019,MGA,6.0694
26/11/2019,MWK,5.6617
26/11/2019,MYR,36.1431
26/11/2019,MVR,5.6357
26/11/2019,MRO,3.0953
26/11/2019,MUR,74.3786
26/11/2019,MXN,8.2838
26/11/2019,MDL,6.367
26/11/2019,MNT,0.0574
26/11/2019,MAD,1.4143
26/11/2019,MZN,6.296
26/11/2019,MMK,3.9786
26/11/2019,ANG,6.612
26/11/2019,NAD,1.3787
26/11/2019,NPR,1.1446
26/11/2019,NZD,1.751
26/11/2019,NIO,2.2146
26/11/2019,NGN,0.1551
26/11/2019,KPW,1.7588
26/11/2019,NOK,1.0784
26/11/2019,OMR,4.4536
26/11/2019,PKR,12.6397
26/11/2019,PAB,13.0286
26/11/2019,PGK,3.3839
26/11/2019,PYG,6.8196
26/11/2019,PEN,0.335
26/11/2019,PHP,134.5584
26/11/2019,PLN,0.3628
26/11/2019,QAR,2.5175
26/11/2019,RON,1.9998
26/11/2019,RUB,7.8127
26/11/2019,RWF,5.3937
26/11/2019,WST,2.7366
26/11/2019,STD,3.8325
26/11/2019,SAR,4.366
26/11/2019,RSD,0.7595
26/11/2019,SCR,2.9788
26/11/2019,SLL,2.0953
26/11/2019,SGD,6.6395
26/11/2019,SBD,8.5226
26/11/2019,SOS,2.0005
26/11/2019,ZAR,5.8191
26/11/2019,KRW,0.1881
26/11/2019,LKR,1.5054
26/11/2019,SHP,4.259
26/11/2019,SDG,8.0708
26/11/2019,SRD,3.6961
26/11/2019,SZL,4.9914
26/11/2019,SEK,4.687
26/11/2019,CHF,9.7954
26/11/2019,SYP,4.5431
26/11/2019,TWD,316.0374
26/11/2019,TZS,12.4524
26/11/2019,THB,1.1233
26/11/2019,TOP,7.7329
26/11/2019,TTD,5.0031
26/11/2019,TND,3.9129
26/11/2019,TRY,0.4992
26/11/2019,TMM,5.173
26/11/2019,USD,1
26/11/2019,UGX,8.4418
26/11/2019,UAH,36.4247
26/11/2019,UYU,45.0246
26/11/2019,AED,0.9622
26/11/2019,VUV,34.7847
26/11/2019,VEB,0.7491
26/11/2019,VND,5.08
26/11/2019,YER,6.5783
26/11/2019,ZMK,6.139
26/11/2019,ZWD,4.3978
