dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
18/03/2010 00:00,BILEHELG21589969,Stocks,DJNE62,ZMLP81,89437.05,PYG,300,18/03/2011,34.95,USD,263.37
18/03/2010 00:01,QRENLAVC01430417,Namekian Spring Water,NCYN50,OPET16,5610.0,USD,300,11/06/2014,18.7,USD,18.77
18/03/2010 00:01,IWKNBIZW92281927,Cranium Inflolinks,TGZI54,ZVEN26,140675.0,USD,500,20/07/2015,281.35,USD,322.89
18/03/2010 00:01,PGAGEMIO44925111,Stocks,YCZA59,CBOX52,201564.0,USD,900,16/10/2014,948.96,SEK,198.12
18/03/2010 00:01,XRJFCMMC45732549,Grassy Seeds,MSHS03,XHYN07,1201200.0,USD,70000,29/10/2013,17.16,USD,16.54
18/03/2010 00:02,WGOHRLAY32838056,Stocks,KUWI70,PKBF70,445230.0,USD,3000,23/07/2014,148.41,USD,164.84
18/03/2010 00:02,FUUQERRO14192595,Centipedes,TKVF94,SUOX82,3166592.56,CAD,300,15/11/2013,744.19,WST,10333.45
18/03/2010 00:02,RZFBIJEO17560536,Stocks,AGBH66,WWNS72,1449534.64,CVE,800,07/08/2015,190.07,USD,1688.57
18/03/2010 00:03,JSOBZKZH97253051,Stocks,QLCE04,TRFG21,28080.0,USD,9000,16/01/2011,6.08,WST,2.86
18/03/2010 00:03,TIJKOJPO30749963,Choice Bands,PIFN94,AMRO66,865920.0,USD,8000,13/09/2015,108.24,USD,96.09
18/03/2010 00:03,GGPSPESR80760011,Potions of Sickness,UHOG52,DREA89,249072.0,USD,800,07/03/2013,311.34,USD,293.56
18/03/2010 00:04,SNOTKIAL84084733,Potora Earrings,ZDAI73,RQGG65,293100.0,USD,30000,01/12/2013,9.77,USD,8.49
18/03/2010 00:04,GMWNUZFP28951630,Stocks,BPLN25,VIMV38,297962.96,BSD,300,15/12/2015,173.93,USD,1071.62
18/03/2010 00:04,WXAKKMIN19771676,Levitators,DILF10,HWHS51,14468460.8,BIF,80000,13/03/2015,81.85,USD,141.02
18/03/2010 00:05,JKPSFZED98841532,White Fangs,WVEI17,OHKH76,205331.92,SRD,400,12/05/2011,79.34,USD,464.56
18/03/2010 00:06,AICVEHTB34668777,Stocks,HHFP66,QLCE04,4279500.0,USD,50000,16/08/2014,85.59,USD,75.59
18/03/2010 00:06,ZFWVNUER48093516,Stocks,IZLM67,GSTD71,546960.0,USD,4000,06/09/2013,136.74,USD,156.34
18/03/2010 00:06,NWSNEQDZ83465415,Stocks,VVBY18,NXTO39,5645400.0,USD,30000,28/04/2015,188.18,USD,221.93
18/03/2010 00:06,UUYMMMJF83006890,Treasure Mappers,IBLA29,EMNK67,115404.0,USD,400,10/09/2011,288.51,USD,311.73
18/03/2010 00:08,FJOVMDNH14738358,Stocks,SZRJ90,ZSXF19,7143000.0,USD,50000,28/04/2015,889.4,XOF,129.28
18/03/2010 00:08,UBRDIWRM76324478,Evangelions,ZBIO05,NGBA40,180229.0,USD,700,13/08/2013,257.47,USD,253.01
18/03/2010 00:08,EHNJTEEH29551384,Golems,VLJL11,QODV38,49600.0,USD,2000,02/11/2013,24.8,USD,30.86
18/03/2010 00:09,TKDXTEOR71764523,Stocks,ITTS26,DJNE62,357458136.0,INR,70000,01/02/2011,138.4,USD,5804.33
18/03/2010 00:09,UFWCIERA58810811,Stocks,XHYN07,FGVK43,80366636.8,CAD,40000,27/04/2013,72.68,USD,2126.54
18/03/2010 00:11,HKFLINNT52779175,Kicking Boots,BMRZ75,SHXQ48,44500.0,USD,400,24/06/2011,111.25,USD,97.23
18/03/2010 00:11,PTJHFVVU93853110,Rare Candies,SBUT62,PIFN94,6402000.0,USD,40000,22/02/2012,160.05,USD,177.31
18/03/2010 00:12,RPSJHOKB66722044,Stocks,ZELV96,EMNK67,35222.0,USD,200,19/10/2014,176.11,USD,153.44
18/03/2010 00:13,PORITMUJ48268531,Stocks,IBLA29,JXGF57,553320.0,USD,4000,05/02/2014,138.33,USD,168.65
18/03/2010 00:13,LILKTTLI44903110,Devil Fruits,MFJJ99,TGZI54,17336000.0,USD,80000,11/06/2012,216.7,USD,186.81
18/03/2010 00:14,OVVTPMLV14058442,Raritanium Ore,KEVJ11,GIWG34,255920.0,USD,500,13/08/2011,511.84,USD,448.78
18/03/2010 00:14,EHLYXOCM33649078,Stocks,SWGF93,KKGI60,44745.0,USD,300,17/05/2012,149.15,USD,120.83
18/03/2010 00:14,YBKVASLB07814997,Stocks,TGZI54,DNIL23,5359400.0,USD,20000,05/04/2011,267.97,USD,232.37
18/03/2010 00:15,UPHRBPPS67562074,War Gongs,CAVR54,ZSXF19,40405.0,USD,500,18/09/2011,80.81,USD,81.47
18/03/2010 00:15,PFXDUUSZ24035349,Stocks,OPET16,WVEI17,121462.69,NZD,400,20/10/2013,116.21,USD,341.27
18/03/2010 00:16,JGEAQGRE32808320,Inkfinity Stones,VVBY18,SXTM39,38658.0,USD,600,26/01/2012,64.43,USD,59.2
18/03/2010 00:16,DWCAQTCC83547391,Stocks,LKPN86,YLGZ72,44304.0,USD,600,13/08/2014,73.84,USD,82.16
18/03/2010 00:16,RKRWUYAO48312469,Fire Horns,NFAH30,ORQH73,2800980.0,USD,6000,20/08/2015,466.83,USD,482.44
18/03/2010 00:17,HODQFMBX12642623,Repulsor Beams,HPTP65,XRBV61,1426110.0,USD,3000,30/09/2014,475.37,USD,440.8
18/03/2010 00:17,EEKMUINL17382148,Stocks,EMNK67,SFZS08,124506.0,USD,600,14/07/2015,207.51,USD,196.79
18/03/2010 00:18,KXRUNQLL45910365,Stalkers,SMYT95,TKVF94,220986.0,USD,600,21/05/2013,368.31,USD,332.27
18/03/2010 00:18,XZKWRNBQ25366364,Touchstones,CMOI26,ZFHD93,218961.0,USD,900,08/11/2013,243.29,USD,286.63
18/03/2010 00:18,ZSYRIKBN81370440,Stocks,MDEQ10,XRBV61,1574200.0,USD,10000,13/03/2015,482.43,ISK,174.92
18/03/2010 00:18,JJQPKSWZ35800383,Stocks,WIZJ73,VXSM31,102468.0,USD,600,30/05/2014,170.78,USD,148.97
18/03/2010 00:18,XZMGGMBL41001574,Carpenters,CVMG22,FGVK43,782388.66,PYG,600,15/04/2014,152.87,USD,1590.33
18/03/2010 00:18,DKYWFJDD89457047,Saibamen Seeds,HSWX88,YCZA59,193784.0,USD,800,08/06/2015,242.23,USD,254.14
18/03/2010 00:19,KXRDGXIE66656484,Symbiotes,BBJG05,KKGI60,70146.0,USD,300,01/04/2015,1956.07,MDL,266.55
18/03/2010 00:19,QBEQKIWF17098033,Australium Bars,YTAI13,OUNH49,924610.84,BSD,700,07/10/2013,231.31,USD,1123.58
18/03/2010 00:19,HMBDMYAN86400288,Scouters,ESPL27,GGLV00,32796.74,HUF,200,27/04/2014,56.55,USD,186.08
18/03/2010 00:20,BPLXCMXK08891857,Blades of Chaos,MSHS03,VAHJ53,19283.0,USD,100,17/09/2015,192.83,USD,161.35
18/03/2010 00:21,LICYWXFV40558656,Black Materia Orbs,QBAP68,VCSF07,77940.0,USD,9000,21/08/2014,8.66,USD,8.45
18/03/2010 00:21,FJNZJCRG05129451,Quick Claws,BPLN25,INIL60,585200.0,USD,7000,15/08/2015,83.6,USD,77.08
18/03/2010 00:21,OCQWWNIL42318326,Wind Shurikens,NGBA40,CMOI26,11330.0,USD,100,08/07/2014,113.3,USD,118.79
18/03/2010 00:22,QVRGILZT89088792,Snowballs,TKVF94,YSSR29,40915.0,USD,700,05/04/2012,58.45,USD,52.92
18/03/2010 00:22,WTTTJKUW29442861,Stocks,DNIL23,AGBH66,15770984.44,MWK,10000,23/09/2014,167.78,USD,1386.1
18/03/2010 00:22,WQKRAQPK90982550,L-Viruses,RFZG50,MHFC34,12170000.0,USD,50000,31/03/2015,243.4,USD,284.5
18/03/2010 00:23,NJHEBQZL02410935,Stocks,FGVK43,DBCS17,195780.0,USD,2000,07/08/2014,97.89,USD,112.01
18/03/2010 00:23,PNAGZEAE54013859,Amulets of Restful Sleep,GZED20,VGYT30,2766.0,USD,200,01/07/2014,13.83,USD,13.04
