date,currency,valueInUSD
25/06/2015,AFN,17.0598
25/06/2015,ALL,1.7461
25/06/2015,DZD,5.3827
25/06/2015,AOA,6.6193
25/06/2015,ARS,16.2679
25/06/2015,AMD,9.7119
25/06/2015,AWG,5.6194
25/06/2015,AUD,57.0028
25/06/2015,AZN,6.1464
25/06/2015,BSD,6.7165
25/06/2015,BHD,3.9928
25/06/2015,BDT,6.0378
25/06/2015,BBD,74.1638
25/06/2015,BYR,6.7296
25/06/2015,BZD,7.1693
25/06/2015,BMD,1.0325
25/06/2015,BTN,6.6737
25/06/2015,BOB,37.8678
25/06/2015,BAM,0.3115
25/06/2015,BWP,2.9552
25/06/2015,BRL,12.8776
25/06/2015,GBP,10.8467
25/06/2015,BND,0.3239
25/06/2015,BGN,0.1069
25/06/2015,BIF,1.0769
25/06/2015,XOF,6.6577
25/06/2015,XAF,3.0142
25/06/2015,XPF,0.2879
25/06/2015,KHR,2.0345
25/06/2015,CAD,15.8585
25/06/2015,CVE,10.8677
25/06/2015,KYD,7.6196
25/06/2015,CLP,7.1079
25/06/2015,CNY,7.4271
25/06/2015,COP,62.048
25/06/2015,KMF,5.2006
25/06/2015,CDF,0.2523
25/06/2015,CRC,0.8164
25/06/2015,HRK,138.5425
25/06/2015,CUC,6.6151
25/06/2015,CUP,2.9664
25/06/2015,CZK,3.6727
25/06/2015,DKK,1.2883
25/06/2015,DJF,9.2065
25/06/2015,DOP,8.0182
25/06/2015,XCD,25.2149
25/06/2015,EGP,4.4184
25/06/2015,SVC,3.3629
25/06/2015,ETB,9.9474
25/06/2015,FKP,6.5043
25/06/2015,FJD,8.2733
25/06/2015,GMD,8.8011
25/06/2015,GEL,6.0195
25/06/2015,GHS,7.0714
25/06/2015,GIP,8.9179
25/06/2015,GTQ,0.5444
25/06/2015,GNF,112.8346
25/06/2015,GYD,4.4541
25/06/2015,HTG,15.0704
25/06/2015,HNL,2.1961
25/06/2015,HKD,4.7276
25/06/2015,HUF,4.0373
25/06/2015,ISK,2.2649
25/06/2015,INR,22.6943
25/06/2015,IDR,5.1348
25/06/2015,IRR,12.2027
25/06/2015,IQD,12.6869
25/06/2015,ILS,7.6242
25/06/2015,JMD,0.8138
25/06/2015,JPY,0.0314
25/06/2015,JOD,2.325
25/06/2015,KZT,2.5479
25/06/2015,KES,7.402
25/06/2015,KWD,5.2714
25/06/2015,KGS,6.9507
25/06/2015,LAK,2.1511
25/06/2015,LBP,9.8838
25/06/2015,LSL,2.3054
25/06/2015,LRD,4.7268
25/06/2015,LYD,15.8054
25/06/2015,MOP,1.0396
25/06/2015,MKD,4.0536
25/06/2015,MGA,6.0975
25/06/2015,MWK,5.1628
25/06/2015,MYR,38.7207
25/06/2015,MVR,6.03
25/06/2015,MRO,3.4526
25/06/2015,MUR,54.8157
25/06/2015,MXN,7.2179
25/06/2015,MDL,7.0806
25/06/2015,MNT,0.1435
25/06/2015,MAD,2.512
25/06/2015,MZN,5.7293
25/06/2015,MMK,3.2286
25/06/2015,ANG,8.2535
25/06/2015,NAD,1.5025
25/06/2015,NPR,0.6583
25/06/2015,NZD,2.2239
25/06/2015,NIO,1.6593
25/06/2015,NGN,0.1598
25/06/2015,KPW,1.7073
25/06/2015,NOK,0.9443
25/06/2015,OMR,5.4348
25/06/2015,PKR,10.1889
25/06/2015,PAB,10.0802
25/06/2015,PGK,2.8663
25/06/2015,PYG,6.3393
25/06/2015,PEN,0.2128
25/06/2015,PHP,81.1931
25/06/2015,PLN,0.2469
25/06/2015,QAR,2.4555
25/06/2015,RON,1.6086
25/06/2015,RUB,15.755
25/06/2015,RWF,5.1998
25/06/2015,WST,2.6197
25/06/2015,STD,3.7917
25/06/2015,SAR,5.9818
25/06/2015,RSD,0.7939
25/06/2015,SCR,3.9146
25/06/2015,SLL,3.1663
25/06/2015,SGD,6.8557
25/06/2015,SBD,10.1391
25/06/2015,SOS,2.7784
25/06/2015,ZAR,3.7558
25/06/2015,KRW,0.2127
25/06/2015,LKR,1.4527
25/06/2015,SHP,3.6344
25/06/2015,SDG,7.2578
25/06/2015,SRD,3.975
25/06/2015,SZL,4.9317
25/06/2015,SEK,4.111
25/06/2015,CHF,12.4057
25/06/2015,SYP,4.9789
25/06/2015,TWD,626.9969
25/06/2015,TZS,10.9731
25/06/2015,THB,0.7447
25/06/2015,TOP,8.101
25/06/2015,TTD,3.9347
25/06/2015,TND,4.452
25/06/2015,TRY,0.5273
25/06/2015,TMM,4.3598
25/06/2015,USD,1
25/06/2015,UGX,9.219
25/06/2015,UAH,40.7699
25/06/2015,UYU,34.4744
25/06/2015,AED,1.6667
25/06/2015,VUV,27.7034
25/06/2015,VEB,1.1395
25/06/2015,VND,6.9981
25/06/2015,YER,7.5204
25/06/2015,ZMK,3.9524
25/06/2015,ZWD,5.0525
