date,companyID,stockPrice
23/06/2016,QETH27,2.07
23/06/2016,DVVB31,134.0
23/06/2016,EMNK67,126.07
23/06/2016,KTLA69,110.26
23/06/2016,EIWJ22,31.72
23/06/2016,SFZS08,65.71
23/06/2016,YSSR29,46.96
23/06/2016,SWGF93,20.37
23/06/2016,YTAI13,265.03
23/06/2016,NGBA40,94.05
23/06/2016,CMZC67,56.17
23/06/2016,PJKH65,14.49
23/06/2016,HWHS51,245.64
23/06/2016,ZBIO05,9.31
23/06/2016,YWMD69,138.29
23/06/2016,EPZN28,52.65
23/06/2016,VAHJ53,75.14
23/06/2016,HWJF09,343.58
23/06/2016,AGBH66,112.38
23/06/2016,TFLS35,29.27
23/06/2016,VPTI00,71.97
23/06/2016,FORM54,10.49
23/06/2016,QLCE04,138.13
23/06/2016,WIZJ73,10.59
23/06/2016,UFAY59,98.38
23/06/2016,DJNE62,94.91
23/06/2016,GBEZ65,96.34
23/06/2016,SXHU74,87.64
23/06/2016,DOGG07,21.74
23/06/2016,HPTP65,105.66
23/06/2016,GIWG34,2.11
23/06/2016,QHXJ50,101.1
23/06/2016,ERHJ34,451.76
23/06/2016,ZEHM52,55.17
23/06/2016,TBVE46,153.9
23/06/2016,RJUD59,18.03
23/06/2016,PKBF70,163.85
23/06/2016,BPLN25,212.25
23/06/2016,WVEI17,68.11
23/06/2016,VESX21,240.74
23/06/2016,UWUK72,86.66
23/06/2016,SHXQ48,84.42
23/06/2016,TRFG21,3.12
23/06/2016,SEKK26,77.69
23/06/2016,EKXA24,43.25
23/06/2016,PNFK78,347.63
23/06/2016,HFLM11,166.9
23/06/2016,VIMV38,175.56
23/06/2016,DDIB11,16.19
23/06/2016,LBKT00,4.8
23/06/2016,WVHK10,121.2
23/06/2016,EWUY52,254.54
23/06/2016,UHOG52,56.72
23/06/2016,GYWU23,28.84
23/06/2016,THJF58,17.39
23/06/2016,QAZT26,324.38
23/06/2016,MEOQ86,5.23
23/06/2016,KKZA87,38.61
23/06/2016,CQPJ57,61.36
23/06/2016,SAAM06,140.34
23/06/2016,QOKP03,561.26
23/06/2016,LKPN86,47.47
23/06/2016,SFEO61,8.75
23/06/2016,OKYS51,16.47
23/06/2016,MHFC34,143.48
23/06/2016,UIKN63,160.02
23/06/2016,CIXF70,41.0
23/06/2016,WYFO79,123.31
23/06/2016,SBUT62,57.99
23/06/2016,DREA89,44.2
23/06/2016,RNZB01,9.95
23/06/2016,ZFHD93,106.95
23/06/2016,NFAH30,167.44
23/06/2016,KUWI70,12.51
23/06/2016,CVMG22,39.56
23/06/2016,HSWX88,25.34
23/06/2016,VLJL11,221.54
23/06/2016,VCSF07,40.35
23/06/2016,IIZF28,110.91
23/06/2016,VVXA11,294.28
23/06/2016,BDBU00,142.26
23/06/2016,FTFI87,307.56
23/06/2016,DNIL23,213.64
23/06/2016,ZVEN26,44.44
23/06/2016,CBOX52,466.41
23/06/2016,LIIS96,139.47
23/06/2016,FDWI64,20.78
23/06/2016,NCYN50,14.21
23/06/2016,MRAH32,115.18
23/06/2016,FGVK43,19.65
23/06/2016,IJPI82,55.24
23/06/2016,AHMZ79,149.21
23/06/2016,TVQQ54,76.32
23/06/2016,SUOX82,99.62
