date,product,marketPrice
14/03/2018,Moloko Plus,41.31
14/03/2018,Pan-Galactic Gargle Blaster,1350.05
14/03/2018,Victory Gin,37.71
14/03/2018,Vesper,186.3
14/03/2018,Duff,281.47
14/03/2018,Dark Planet Cola,98.71
14/03/2018,Slurm,89.05
14/03/2018,Nuka-cola,33.34
14/03/2018,Ent-draught,19.76
14/03/2018,Ambrosia,69.31
14/03/2018,Romulan Ale,93.2
14/03/2018,Astro Boys,1904.92
14/03/2018,Marvins,58.73
14/03/2018,K-9s,73.69
14/03/2018,Autobots,31.27
14/03/2018,Decepticons,42.71
14/03/2018,Golems,8.32
14/03/2018,Master Balls,44.93
14/03/2018,Ultra Balls,37.54
14/03/2018,T-800s,260.73
14/03/2018,T-1000s,31.84
14/03/2018,Flubbers,224.68
14/03/2018,Spyders,154.64
14/03/2018,B-4s,38.18
14/03/2018,Ultrons,162.56
14/03/2018,Ruby Slippers,41.34
14/03/2018,Catbuses,789.47
14/03/2018,Evangelions,610.78
14/03/2018,Behelits,550.06
14/03/2018,Lightsabres,7.56
14/03/2018,Devil Fruits,163.8
14/03/2018,SMILEs,207.34
14/03/2018,Cornballers,251.02
14/03/2018,Sabor de Soledad Chips,106.06
14/03/2018,Red Apple Cigarettes,454.27
14/03/2018,Wonka Bars,310.39
14/03/2018,Bags of Holding,171.8
14/03/2018,Sending Stones,877.49
14/03/2018,Elder Wands,143.59
14/03/2018,Dornish Red,120.0
14/03/2018,Valaryian Steel Bars,224.1
14/03/2018,Dragon Eggs,274.87
14/03/2018,Cranium Inflolinks,74.75
14/03/2018,LiDAR Mark-Trackers,161.28
14/03/2018,Arm Nanoblades,329.26
14/03/2018,Replicants,5.91
14/03/2018,Venom Canisters,113.31
14/03/2018,Atium Bars,166.82
14/03/2018,Otataral Bars,19.27
14/03/2018,Night Dust,151.76
14/03/2018,Dragon Scales,203.72
14/03/2018,Teeth of the Dragon,486.22
14/03/2018,Chunin Headband,217.16
14/03/2018,Djinns,193.17
14/03/2018,Flying Brooms,9.49
14/03/2018,Flying Carpets,90.8
14/03/2018,Mjolnirs,376.52
14/03/2018,Infinity Stones,107.93
14/03/2018,Infinity Gauntlets,13.6
14/03/2018,Repulsor Beams,617.64
14/03/2018,Super Soldier Serums,99.42
14/03/2018,Vibranium Bars,655.65
14/03/2018,Adamantium Bars,466.96
14/03/2018,Mithril Bars,3.54
14/03/2018,Rune Bars,251.34
14/03/2018,True Names,92.92
14/03/2018,Sigils,149.57
14/03/2018,Strongest Potions,78.89
14/03/2018,Knightmare Frames,713.56
14/03/2018,Mirrors of Erised,236.88
14/03/2018,Pensieves,86.65
14/03/2018,Veritaserums,276.96
14/03/2018,Felix Felicis,269.74
14/03/2018,Horcuxes,115.19
14/03/2018,Philosopher Stones,118.61
14/03/2018,Sorceror Stones,9.55
14/03/2018,Dragon Balls,56.59
14/03/2018,Wind Shurikens,159.94
14/03/2018,Time Turners,389.02
14/03/2018,Moranth Burners,319.74
14/03/2018,Moranth Crackers,110.28
14/03/2018,Moranth Cussers,166.91
14/03/2018,Moranth Flamers,142.61
14/03/2018,Moranth Melters,213.24
14/03/2018,Moranth Shapers,73.14
14/03/2018,Moranth Smokers,89.31
14/03/2018,Finnests,150.7
14/03/2018,Terondais,160.3
14/03/2018,White Gold Rings,86.63
14/03/2018,Hurtloam,275.88
14/03/2018,Rare Candies,139.02
14/03/2018,PP Ups,612.11
