date,product,marketPrice
19/07/2010,Moloko Plus,61.67
19/07/2010,Pan-Galactic Gargle Blaster,480.18
19/07/2010,Victory Gin,52.6
19/07/2010,Vesper,424.37
19/07/2010,Duff,434.46
19/07/2010,Dark Planet Cola,158.34
19/07/2010,Slurm,111.71
19/07/2010,Nuka-cola,32.21
19/07/2010,Ent-draught,29.89
19/07/2010,Ambrosia,39.87
19/07/2010,Romulan Ale,147.9
19/07/2010,Astro Boys,670.52
19/07/2010,Marvins,88.02
19/07/2010,K-9s,243.35
19/07/2010,Autobots,44.2
19/07/2010,Decepticons,81.57
19/07/2010,Golems,23.42
19/07/2010,Master Balls,139.29
19/07/2010,Ultra Balls,144.17
19/07/2010,T-800s,289.55
19/07/2010,T-1000s,113.24
19/07/2010,Flubbers,492.48
19/07/2010,Spyders,217.35
19/07/2010,B-4s,56.48
19/07/2010,Ultrons,214.54
19/07/2010,Ruby Slippers,61.2
19/07/2010,Catbuses,539.27
19/07/2010,Evangelions,262.58
19/07/2010,Behelits,510.79
19/07/2010,Lightsabres,12.05
19/07/2010,Devil Fruits,213.4
19/07/2010,SMILEs,391.43
19/07/2010,Cornballers,201.95
19/07/2010,Sabor de Soledad Chips,98.31
19/07/2010,Red Apple Cigarettes,320.22
19/07/2010,Wonka Bars,429.69
19/07/2010,Bags of Holding,285.45
19/07/2010,Sending Stones,483.06
19/07/2010,Elder Wands,268.87
19/07/2010,Dornish Red,419.62
19/07/2010,Valaryian Steel Bars,332.47
19/07/2010,Dragon Eggs,342.68
19/07/2010,Cranium Inflolinks,211.67
19/07/2010,LiDAR Mark-Trackers,392.53
19/07/2010,Arm Nanoblades,420.45
19/07/2010,Replicants,21.63
19/07/2010,Venom Canisters,131.04
19/07/2010,Atium Bars,149.08
19/07/2010,Otataral Bars,20.52
19/07/2010,Night Dust,395.52
19/07/2010,Dragon Scales,257.53
19/07/2010,Teeth of the Dragon,441.66
19/07/2010,Chunin Headband,234.36
19/07/2010,Djinns,318.13
19/07/2010,Flying Brooms,6.65
19/07/2010,Flying Carpets,182.23
19/07/2010,Mjolnirs,474.69
19/07/2010,Infinity Stones,224.29
19/07/2010,Infinity Gauntlets,6.85
19/07/2010,Repulsor Beams,466.81
19/07/2010,Super Soldier Serums,198.95
19/07/2010,Vibranium Bars,352.01
19/07/2010,Adamantium Bars,217.94
19/07/2010,Mithril Bars,2.6
19/07/2010,Rune Bars,355.24
19/07/2010,True Names,95.25
19/07/2010,Sigils,223.04
19/07/2010,Strongest Potions,99.77
19/07/2010,Knightmare Frames,438.4
19/07/2010,Mirrors of Erised,470.13
19/07/2010,Pensieves,70.82
19/07/2010,Veritaserums,463.07
19/07/2010,Felix Felicis,319.71
19/07/2010,Horcuxes,356.11
19/07/2010,Philosopher Stones,161.66
19/07/2010,Sorceror Stones,32.6
19/07/2010,Dragon Balls,152.08
19/07/2010,Wind Shurikens,105.68
19/07/2010,Time Turners,521.08
19/07/2010,Moranth Burners,402.79
19/07/2010,Moranth Crackers,163.0
19/07/2010,Moranth Cussers,282.85
19/07/2010,Moranth Flamers,407.87
