date,currency,valueInUSD
01/07/2016,AFN,14.3423
01/07/2016,ALL,1.999
01/07/2016,DZD,6.2197
01/07/2016,AOA,6.4469
01/07/2016,ARS,15.898
01/07/2016,AMD,7.5337
01/07/2016,AWG,4.9
01/07/2016,AUD,53.5357
01/07/2016,AZN,5.5734
01/07/2016,BSD,5.2315
01/07/2016,BHD,3.6134
01/07/2016,BDT,7.128
01/07/2016,BBD,58.1494
01/07/2016,BYR,6.2576
01/07/2016,BZD,5.6967
01/07/2016,BMD,1.0816
01/07/2016,BTN,6.5569
01/07/2016,BOB,32.7403
01/07/2016,BAM,0.3243
01/07/2016,BWP,3.811
01/07/2016,BRL,13.1847
01/07/2016,GBP,9.636
01/07/2016,BND,0.2761
01/07/2016,BGN,0.083
01/07/2016,BIF,1.1374
01/07/2016,XOF,6.8259
01/07/2016,XAF,2.882
01/07/2016,XPF,0.2805
01/07/2016,KHR,1.8713
01/07/2016,CAD,15.6577
01/07/2016,CVE,10.0853
01/07/2016,KYD,7.9708
01/07/2016,CLP,8.0565
01/07/2016,CNY,7.7727
01/07/2016,COP,59.4254
01/07/2016,KMF,4.4163
01/07/2016,CDF,0.2306
01/07/2016,CRC,1.0153
01/07/2016,HRK,207.0204
01/07/2016,CUC,6.8682
01/07/2016,CUP,2.2887
01/07/2016,CZK,3.4772
01/07/2016,DKK,1.2979
01/07/2016,DJF,6.9616
01/07/2016,DOP,6.3451
01/07/2016,XCD,23.8397
01/07/2016,EGP,3.9014
01/07/2016,SVC,3.1216
01/07/2016,ETB,8.9465
01/07/2016,FKP,6.4264
01/07/2016,FJD,9.8124
01/07/2016,GMD,8.5189
01/07/2016,GEL,5.9725
01/07/2016,GHS,6.1019
01/07/2016,GIP,9.4169
01/07/2016,GTQ,0.6201
01/07/2016,GNF,165.5064
01/07/2016,GYD,4.2503
01/07/2016,HTG,16.2603
01/07/2016,HNL,2.0742
01/07/2016,HKD,4.7334
01/07/2016,HUF,3.5104
01/07/2016,ISK,2.0524
01/07/2016,INR,28.4038
01/07/2016,IDR,5.0356
01/07/2016,IRR,10.7536
01/07/2016,IQD,12.8521
01/07/2016,ILS,8.0881
01/07/2016,JMD,0.823
01/07/2016,JPY,0.0396
01/07/2016,JOD,1.9095
01/07/2016,KZT,3.5007
01/07/2016,KES,7.6544
01/07/2016,KWD,4.6096
01/07/2016,KGS,5.6048
01/07/2016,LAK,2.4248
01/07/2016,LBP,11.369
01/07/2016,LSL,2.9619
01/07/2016,LRD,4.3627
01/07/2016,LYD,16.8654
01/07/2016,MOP,0.7481
01/07/2016,MKD,4.6777
01/07/2016,MGA,5.4645
01/07/2016,MWK,5.6307
01/07/2016,MYR,37.4041
01/07/2016,MVR,5.4448
01/07/2016,MRO,2.9688
01/07/2016,MUR,66.6169
01/07/2016,MXN,5.9758
01/07/2016,MDL,6.8959
01/07/2016,MNT,0.1178
01/07/2016,MAD,2.0638
01/07/2016,MZN,4.7648
01/07/2016,MMK,3.2157
01/07/2016,ANG,8.0406
01/07/2016,NAD,1.2531
01/07/2016,NPR,0.6908
01/07/2016,NZD,2.1412
01/07/2016,NIO,1.4819
01/07/2016,NGN,0.1907
01/07/2016,KPW,1.6367
01/07/2016,NOK,0.9531
01/07/2016,OMR,5.3312
01/07/2016,PKR,10.2664
01/07/2016,PAB,11.3495
01/07/2016,PGK,2.7927
01/07/2016,PYG,6.643
01/07/2016,PEN,0.2608
01/07/2016,PHP,98.9809
01/07/2016,PLN,0.3049
01/07/2016,QAR,2.5104
01/07/2016,RON,1.7909
01/07/2016,RUB,14.1563
01/07/2016,RWF,5.2132
01/07/2016,WST,2.4458
01/07/2016,STD,4.886
01/07/2016,SAR,6.9674
01/07/2016,RSD,0.9449
01/07/2016,SCR,4.1345
01/07/2016,SLL,3.0184
01/07/2016,SGD,6.1492
01/07/2016,SBD,9.9746
01/07/2016,SOS,2.5515
01/07/2016,ZAR,4.4077
01/07/2016,KRW,0.1983
01/07/2016,LKR,1.4692
01/07/2016,SHP,3.3455
01/07/2016,SDG,6.8213
01/07/2016,SRD,3.9204
01/07/2016,SZL,4.5909
01/07/2016,SEK,3.7711
01/07/2016,CHF,11.5965
01/07/2016,SYP,4.4488
01/07/2016,TWD,470.1784
01/07/2016,TZS,9.6959
01/07/2016,THB,0.8262
01/07/2016,TOP,8.4151
01/07/2016,TTD,4.5916
01/07/2016,TND,4.3771
01/07/2016,TRY,0.4641
01/07/2016,TMM,3.9455
01/07/2016,USD,1
01/07/2016,UGX,8.8841
01/07/2016,UAH,35.8624
01/07/2016,UYU,33.637
01/07/2016,AED,1.4815
01/07/2016,VUV,30.9311
01/07/2016,VEB,1.0673
01/07/2016,VND,5.8866
01/07/2016,YER,8.4157
01/07/2016,ZMK,4.3271
01/07/2016,ZWD,5.993
