date,product,marketPrice
05/11/2017,Moloko Plus,44.23
05/11/2017,Pan-Galactic Gargle Blaster,1387.82
05/11/2017,Victory Gin,37.66
05/11/2017,Vesper,199.86
05/11/2017,Duff,296.68
05/11/2017,Dark Planet Cola,88.41
05/11/2017,Slurm,99.29
05/11/2017,Nuka-cola,39.25
05/11/2017,Ent-draught,22.47
05/11/2017,Ambrosia,76.98
05/11/2017,Romulan Ale,93.16
05/11/2017,Astro Boys,1963.84
05/11/2017,Marvins,58.52
05/11/2017,K-9s,69.88
05/11/2017,Autobots,33.46
05/11/2017,Decepticons,37.24
05/11/2017,Golems,7.43
05/11/2017,Master Balls,46.6
05/11/2017,Ultra Balls,40.41
05/11/2017,T-800s,309.58
05/11/2017,T-1000s,30.84
05/11/2017,Flubbers,250.6
05/11/2017,Spyders,212.1
05/11/2017,B-4s,34.72
05/11/2017,Ultrons,172.93
05/11/2017,Ruby Slippers,43.28
05/11/2017,Catbuses,910.28
05/11/2017,Evangelions,451.02
05/11/2017,Behelits,590.85
05/11/2017,Lightsabres,8.39
05/11/2017,Devil Fruits,160.51
05/11/2017,SMILEs,215.08
05/11/2017,Cornballers,259.99
05/11/2017,Sabor de Soledad Chips,159.04
05/11/2017,Red Apple Cigarettes,388.76
05/11/2017,Wonka Bars,301.23
05/11/2017,Bags of Holding,173.2
05/11/2017,Sending Stones,917.16
05/11/2017,Elder Wands,146.15
05/11/2017,Dornish Red,116.48
05/11/2017,Valaryian Steel Bars,241.67
05/11/2017,Dragon Eggs,276.87
05/11/2017,Cranium Inflolinks,86.35
05/11/2017,LiDAR Mark-Trackers,167.06
05/11/2017,Arm Nanoblades,396.37
05/11/2017,Replicants,6.89
05/11/2017,Venom Canisters,149.36
05/11/2017,Atium Bars,157.37
05/11/2017,Otataral Bars,15.83
05/11/2017,Night Dust,146.82
05/11/2017,Dragon Scales,239.5
05/11/2017,Teeth of the Dragon,514.34
05/11/2017,Chunin Headband,215.02
05/11/2017,Djinns,172.21
05/11/2017,Flying Brooms,8.73
05/11/2017,Flying Carpets,94.35
05/11/2017,Mjolnirs,343.65
05/11/2017,Infinity Stones,120.05
05/11/2017,Infinity Gauntlets,13.25
05/11/2017,Repulsor Beams,644.47
05/11/2017,Super Soldier Serums,89.99
05/11/2017,Vibranium Bars,615.69
05/11/2017,Adamantium Bars,513.28
05/11/2017,Mithril Bars,3.7
05/11/2017,Rune Bars,266.86
05/11/2017,True Names,76.57
05/11/2017,Sigils,162.97
05/11/2017,Strongest Potions,72.65
05/11/2017,Knightmare Frames,781.96
05/11/2017,Mirrors of Erised,261.13
05/11/2017,Pensieves,89.16
05/11/2017,Veritaserums,322.88
05/11/2017,Felix Felicis,235.63
05/11/2017,Horcuxes,128.22
05/11/2017,Philosopher Stones,121.76
05/11/2017,Sorceror Stones,11.71
05/11/2017,Dragon Balls,69.36
05/11/2017,Wind Shurikens,153.43
05/11/2017,Time Turners,365.17
05/11/2017,Moranth Burners,327.57
05/11/2017,Moranth Crackers,111.22
05/11/2017,Moranth Cussers,202.03
05/11/2017,Moranth Flamers,136.65
05/11/2017,Moranth Melters,163.57
05/11/2017,Moranth Shapers,70.81
05/11/2017,Moranth Smokers,115.96
05/11/2017,Finnests,151.09
05/11/2017,Terondais,147.3
05/11/2017,White Gold Rings,81.99
05/11/2017,Hurtloam,296.08
05/11/2017,Rare Candies,139.15
05/11/2017,PP Ups,671.07
05/11/2017,Phoenix Downs,19.94
05/11/2017,Zanpakutos,18.17
05/11/2017,Sensu Beans,169.16
05/11/2017,Namekian Spring Water,15.29
05/11/2017,Australium Bars,52.26
05/11/2017,Aether Tanks,23.57
05/11/2017,Mana Ore,53.68
05/11/2017,Dilithium Crystals,157.99
05/11/2017,Dust Cannisters,395.79
05/11/2017,Energon Cubes,712.67
05/11/2017,Jumbonium Atoms,175.22
05/11/2017,Katchin Bars,10.6
05/11/2017,Krytonite Ore,290.82
05/11/2017,Nanomachines,223.83
05/11/2017,Octiron Bars,208.9
05/11/2017,Redstone Blocks,410.69
05/11/2017,Seastone Cuffs,91.33
05/11/2017,Z-crystals,166.01
05/11/2017,Digivices,90.1
05/11/2017,Pym Particles,14.76
05/11/2017,Wild Card Virus Vials,72.93
05/11/2017,Tachyons,153.45
05/11/2017,Hope,145.28
05/11/2017,Decks of Many Things,422.08
05/11/2017,Golden Fleeces,135.44
05/11/2017,Argonaughts,536.75
05/11/2017,Vestiges,649.13
05/11/2017,Tricorders,149.29
05/11/2017,Replicators,57.24
05/11/2017,Transporters,182.37
05/11/2017,Sonic Screwdrivers,537.79
05/11/2017,Holy Grails,687.83
05/11/2017,Nails of Helena,266.5
05/11/2017,Shrouds of Turin,257.03
05/11/2017,Hoverboards,27.4
05/11/2017,Holodecks,225.46
05/11/2017,Neuralizers,108.36
05/11/2017,Symbiotes,321.81
05/11/2017,Meow Meow Beans,427.56
05/11/2017,6IV Shiny Dittos,472.91
05/11/2017,Holy Hand Grenades,278.62
05/11/2017,Alpha-Omega Bombs,1106.3
05/11/2017,Fatmans,96.06
05/11/2017,BFG 9000s,67.12
05/11/2017,Noisy Crickets,102.54
05/11/2017,Lawgivers,54.51
05/11/2017,Phasers,152.74
05/11/2017,Pulse Rifles,12.79
05/11/2017,Vorpal Swords,351.66
05/11/2017,Sausages inna bun,15.19
05/11/2017,Gundams,276.93
05/11/2017,HALs,365.8
05/11/2017,Agents,176.61
05/11/2017,Pipboys,189.36
05/11/2017,Scouters,45.33
05/11/2017,Daemons,138.23
05/11/2017,Pacts,135.84
05/11/2017,Souls,71.1
05/11/2017,Key of Kings,160.88
05/11/2017,Horns of Gondor,553.53
05/11/2017,Excalibers,14.39
05/11/2017,Thousand Sunnys,171.46
05/11/2017,Ampules,153.26
05/11/2017,Badgers,649.06
05/11/2017,Blinds,144.26
05/11/2017,Butterflys,93.37
05/11/2017,Cancellers,151.74
05/11/2017,Carpenters,354.84
05/11/2017,Centipedes,129.26
05/11/2017,Chainsaws,60.2
05/11/2017,Cocoons,89.97
05/11/2017,Drops,309.35
05/11/2017,Diverseys,88.07
05/11/2017,Fridays,98.91
