dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
16/05/2017 00:00,LILFDGPE85684668,Valars,OKYS51,KKGY69,100352.0,USD,400,25/06/2018,250.88,USD,265.96
16/05/2017 00:00,TCIZMOGX19482581,Stocks,FDWI64,UHOG52,35124.0,USD,600,29/07/2021,58.54,USD,50.82
16/05/2017 00:00,TABFZIUS06160270,Stocks,CAVR54,BDBU00,78555.0,USD,500,08/12/2020,157.11,USD,174.27
16/05/2017 00:00,HSFFKXUI66931889,Monster Cells,EPZN28,AGBH66,31253049.9,BTN,30000,10/11/2021,133.62,USD,992.22
16/05/2017 00:00,MDJIGRPQ80752641,Amulets of Reflection,LIJW00,UHOG52,2377598.65,ZWD,4000,23/04/2021,148.03,USD,618.54
16/05/2017 00:00,XBCEXWTN23621291,Potions of Acid,MFZY76,RJCA92,4723218.75,LBP,2000,27/11/2021,218.09,USD,2222.37
16/05/2017 00:00,EOJIUKMK73054211,White Herbs,PKBF70,NCXS33,799553.35,LAK,1000,20/01/2018,314.76,USD,861.86
16/05/2017 00:00,IJCYSHKX27078653,Stocks,QCRG59,QWOA67,123486.0,USD,600,24/06/2022,205.81,USD,185.26
16/05/2017 00:01,UXYSVFUM66846057,Stocks,YFAM59,VVXA11,19744.0,USD,100,25/05/2020,197.44,USD,175.38
16/05/2017 00:01,RIPLPKQX42414132,Stocks,PKBF70,HWHS51,16495200.0,USD,90000,20/10/2022,183.28,USD,166.9
16/05/2017 00:01,OXLEGGXA51545395,Ent-draught,CAVR54,LIJW00,185990.0,USD,7000,17/10/2020,26.57,USD,27.77
16/05/2017 00:01,TJBNMUHM67524404,Stocks,CQPJ57,MFJJ99,23639.0,USD,700,11/02/2018,33.77,USD,38.2
16/05/2017 00:01,WKBUJNEO39452640,Stocks,INIL60,KKZA87,4339.0,USD,100,07/03/2019,43.39,USD,46.44
16/05/2017 00:02,SGLDZUWG95826382,Metronomes,ZELV96,YWMD69,8838900.0,USD,70000,11/11/2018,126.27,USD,115.85
16/05/2017 00:02,ALBQTIHD93061649,Pensieves,QHXJ50,OPZI26,452640.0,USD,4000,14/05/2020,30.9,BAM,136.05
16/05/2017 00:02,XVGGSZXP61500552,Stocks,QBVN33,OPET16,318993.53,YER,9000,01/09/2022,4.25,USD,34.45
