date,companyID,stockPrice
01/05/2010,QETH27,1.74
01/05/2010,DVVB31,179.49
01/05/2010,EMNK67,178.27
01/05/2010,KTLA69,156.76
01/05/2010,EIWJ22,91.49
01/05/2010,SFZS08,211.08
01/05/2010,YSSR29,60.46
01/05/2010,SWGF93,38.81
01/05/2010,YTAI13,143.34
01/05/2010,NGBA40,128.1
01/05/2010,CMZC67,54.95
01/05/2010,PJKH65,25.63
01/05/2010,HWHS51,163.75
01/05/2010,ZBIO05,20.92
01/05/2010,YWMD69,246.11
01/05/2010,EPZN28,87.5
01/05/2010,VAHJ53,67.24
01/05/2010,HWJF09,167.89
01/05/2010,AGBH66,174.9
01/05/2010,TFLS35,21.74
01/05/2010,VPTI00,77.31
01/05/2010,FORM54,34.57
01/05/2010,QLCE04,87.8
01/05/2010,WIZJ73,10.53
01/05/2010,UFAY59,109.98
01/05/2010,DJNE62,125.84
01/05/2010,GBEZ65,64.55
01/05/2010,SXHU74,132.94
01/05/2010,DOGG07,54.55
01/05/2010,HPTP65,226.14
01/05/2010,GIWG34,4.45
01/05/2010,QHXJ50,126.96
01/05/2010,ERHJ34,239.0
01/05/2010,ZEHM52,127.55
01/05/2010,TBVE46,174.64
01/05/2010,RJUD59,7.23
01/05/2010,PKBF70,132.37
01/05/2010,BPLN25,119.81
01/05/2010,WVEI17,123.62
01/05/2010,VESX21,203.15
01/05/2010,UWUK72,121.78
01/05/2010,SHXQ48,103.16
01/05/2010,TRFG21,3.12
01/05/2010,SEKK26,199.84
01/05/2010,EKXA24,133.31
01/05/2010,PNFK78,96.1
01/05/2010,HFLM11,141.84
01/05/2010,VIMV38,156.76
01/05/2010,DDIB11,7.65
01/05/2010,LBKT00,8.61
01/05/2010,WVHK10,110.94
01/05/2010,EWUY52,229.23
01/05/2010,UHOG52,40.76
01/05/2010,GYWU23,21.64
01/05/2010,THJF58,24.67
01/05/2010,QAZT26,192.24
01/05/2010,MEOQ86,5.1
01/05/2010,KKZA87,39.67
01/05/2010,CQPJ57,50.03
01/05/2010,SAAM06,212.36
01/05/2010,QOKP03,306.13
01/05/2010,LKPN86,75.26
01/05/2010,SFEO61,4.05
01/05/2010,OKYS51,16.58
01/05/2010,MHFC34,145.89
01/05/2010,UIKN63,155.69
01/05/2010,CIXF70,128.0
01/05/2010,WYFO79,42.65
01/05/2010,SBUT62,62.47
01/05/2010,DREA89,64.7
01/05/2010,RNZB01,10.93
01/05/2010,ZFHD93,82.42
01/05/2010,NFAH30,219.26
01/05/2010,KUWI70,6.51
01/05/2010,CVMG22,81.42
01/05/2010,HSWX88,19.39
01/05/2010,VLJL11,236.33
01/05/2010,VCSF07,27.67
01/05/2010,IIZF28,97.56
01/05/2010,VVXA11,220.47
01/05/2010,BDBU00,154.21
01/05/2010,FTFI87,258.71
01/05/2010,DNIL23,244.42
01/05/2010,ZVEN26,67.56
01/05/2010,CBOX52,246.13
01/05/2010,LIIS96,132.74
01/05/2010,FDWI64,41.36
01/05/2010,NCYN50,16.93
01/05/2010,MRAH32,87.48
01/05/2010,FGVK43,67.11
01/05/2010,IJPI82,174.08
01/05/2010,AHMZ79,174.81
01/05/2010,TVQQ54,100.28
01/05/2010,SUOX82,193.82
01/05/2010,QODV38,207.59
01/05/2010,TGZI54,274.26
01/05/2010,BMRZ75,217.59
01/05/2010,QWOA67,186.47
01/05/2010,UEVD88,182.08
01/05/2010,ITTS26,264.25
01/05/2010,ZELV96,32.22
01/05/2010,RFZG50,36.14
01/05/2010,PIFN94,277.93
01/05/2010,YLGZ72,77.29
01/05/2010,ZSXF19,117.32
01/05/2010,IZLM67,86.57
01/05/2010,ORQH73,232.98
01/05/2010,QLMY86,200.14
01/05/2010,VGYT30,116.05
01/05/2010,DGTY64,25.51
01/05/2010,RJCA92,13.81
01/05/2010,JXGF57,120.89
01/05/2010,ZDAI73,163.6
01/05/2010,TKVF94,24.71
01/05/2010,XRBV61,146.33
01/05/2010,QCRG59,138.78
01/05/2010,GZED20,171.02
01/05/2010,VTKE98,100.1
01/05/2010,TYAE14,106.8
01/05/2010,OPET16,9.36
01/05/2010,KEVJ11,14.57
01/05/2010,DBCS17,97.65
01/05/2010,IZTD25,111.06
01/05/2010,KKGI60,157.15
01/05/2010,XHYN07,28.37
01/05/2010,OPZI26,38.07
01/05/2010,HNLV68,122.35
01/05/2010,ZNQA84,70.93
01/05/2010,IBLA29,225.35
01/05/2010,SZRJ90,167.77
01/05/2010,HYSJ42,233.63
01/05/2010,RLZK87,237.3
01/05/2010,NCCX02,214.72
01/05/2010,PVAZ61,147.44
01/05/2010,QBVN33,60.25
01/05/2010,RDBE21,28.1
01/05/2010,FGQR22,26.6
01/05/2010,KKGY69,197.71
01/05/2010,NCXS33,175.62
01/05/2010,NQJL85,92.74
01/05/2010,BBAX06,55.87
01/05/2010,PQSW95,15.28
01/05/2010,VXSM31,177.0
01/05/2010,LAUA80,163.22
01/05/2010,QXFF29,46.03
01/05/2010,LWGE44,9.03
01/05/2010,AMBT33,27.64
01/05/2010,MFZY76,167.26
01/05/2010,BBJG05,220.55
01/05/2010,UACN81,9.06
01/05/2010,NXTO39,180.39
01/05/2010,INIL60,41.15
01/05/2010,MKHA46,231.2
