date,product,marketPrice
09/10/2019,Moloko Plus,26.95
09/10/2019,Pan-Galactic Gargle Blaster,1167.89
09/10/2019,Victory Gin,18.22
09/10/2019,Vesper,258.36
09/10/2019,Duff,266.63
09/10/2019,Dark Planet Cola,71.68
09/10/2019,Slurm,72.18
09/10/2019,Nuka-cola,39.56
09/10/2019,Ent-draught,18.55
09/10/2019,Ambrosia,83.36
09/10/2019,Romulan Ale,118.32
09/10/2019,Astro Boys,1941.47
09/10/2019,Marvins,93.17
09/10/2019,K-9s,92.6
09/10/2019,Autobots,38.98
09/10/2019,Decepticons,47.69
09/10/2019,Golems,7.73
09/10/2019,Master Balls,50.19
09/10/2019,Ultra Balls,46.08
09/10/2019,T-800s,232.14
09/10/2019,T-1000s,32.45
09/10/2019,Flubbers,150.41
09/10/2019,Spyders,328.63
09/10/2019,B-4s,43.18
09/10/2019,Ultrons,137.69
09/10/2019,Ruby Slippers,41.83
09/10/2019,Catbuses,691.69
09/10/2019,Evangelions,752.79
09/10/2019,Behelits,447.73
09/10/2019,Lightsabres,11.1
09/10/2019,Devil Fruits,191.49
09/10/2019,SMILEs,159.25
09/10/2019,Cornballers,183.02
09/10/2019,Sabor de Soledad Chips,127.75
09/10/2019,Red Apple Cigarettes,321.79
09/10/2019,Wonka Bars,233.88
09/10/2019,Bags of Holding,204.22
09/10/2019,Sending Stones,759.57
09/10/2019,Elder Wands,198.83
09/10/2019,Dornish Red,116.8
09/10/2019,Valaryian Steel Bars,297.11
09/10/2019,Dragon Eggs,571.55
09/10/2019,Cranium Inflolinks,68.78
09/10/2019,LiDAR Mark-Trackers,162.28
09/10/2019,Arm Nanoblades,249.28
09/10/2019,Replicants,4.86
09/10/2019,Venom Canisters,70.09
09/10/2019,Atium Bars,265.71
09/10/2019,Otataral Bars,23.04
09/10/2019,Night Dust,151.15
09/10/2019,Dragon Scales,237.38
09/10/2019,Teeth of the Dragon,427.82
09/10/2019,Chunin Headband,299.82
09/10/2019,Djinns,168.79
09/10/2019,Flying Brooms,6.7
09/10/2019,Flying Carpets,116.64
09/10/2019,Mjolnirs,775.37
09/10/2019,Infinity Stones,109.8
09/10/2019,Infinity Gauntlets,15.33
09/10/2019,Repulsor Beams,500.43
09/10/2019,Super Soldier Serums,76.48
09/10/2019,Vibranium Bars,482.12
09/10/2019,Adamantium Bars,542.86
09/10/2019,Mithril Bars,3.71
09/10/2019,Rune Bars,170.01
09/10/2019,True Names,71.9
09/10/2019,Sigils,169.94
09/10/2019,Strongest Potions,50.34
09/10/2019,Knightmare Frames,627.52
09/10/2019,Mirrors of Erised,244.72
09/10/2019,Pensieves,62.25
09/10/2019,Veritaserums,247.15
09/10/2019,Felix Felicis,280.7
09/10/2019,Horcuxes,119.49
09/10/2019,Philosopher Stones,108.58
09/10/2019,Sorceror Stones,7.01
09/10/2019,Dragon Balls,66.54
09/10/2019,Wind Shurikens,102.22
09/10/2019,Time Turners,320.54
09/10/2019,Moranth Burners,326.33
09/10/2019,Moranth Crackers,74.67
09/10/2019,Moranth Cussers,217.03
09/10/2019,Moranth Flamers,130.02
09/10/2019,Moranth Melters,243.98
09/10/2019,Moranth Shapers,62.56
09/10/2019,Moranth Smokers,78.72
09/10/2019,Finnests,184.28
09/10/2019,Terondais,125.05
09/10/2019,White Gold Rings,98.23
09/10/2019,Hurtloam,242.04
09/10/2019,Rare Candies,121.16
09/10/2019,PP Ups,488.05
09/10/2019,Phoenix Downs,18.71
09/10/2019,Zanpakutos,17.12
09/10/2019,Sensu Beans,198.41
09/10/2019,Namekian Spring Water,17.57
09/10/2019,Australium Bars,43.85
09/10/2019,Aether Tanks,37.96
09/10/2019,Mana Ore,66.58
09/10/2019,Dilithium Crystals,131.96
09/10/2019,Dust Cannisters,559.54
09/10/2019,Energon Cubes,1067.26
09/10/2019,Jumbonium Atoms,132.3
09/10/2019,Katchin Bars,9.21
09/10/2019,Krytonite Ore,393.89
09/10/2019,Nanomachines,182.87
09/10/2019,Octiron Bars,236.75
09/10/2019,Redstone Blocks,491.71
09/10/2019,Seastone Cuffs,143.0
09/10/2019,Z-crystals,171.34
09/10/2019,Digivices,84.36
09/10/2019,Pym Particles,14.94
09/10/2019,Wild Card Virus Vials,55.05
09/10/2019,Tachyons,101.96
