date,currency,valueInUSD
27/11/2018,AFN,19.1213
27/11/2018,ALL,1.3203
27/11/2018,DZD,5.2185
27/11/2018,AOA,5.5211
27/11/2018,ARS,12.3024
27/11/2018,AMD,9.3264
27/11/2018,AWG,5.4573
27/11/2018,AUD,60.8998
27/11/2018,AZN,4.0052
27/11/2018,BSD,5.4089
27/11/2018,BHD,4.6149
27/11/2018,BDT,7.5782
27/11/2018,BBD,42.4344
27/11/2018,BYR,6.4786
27/11/2018,BZD,7.709
27/11/2018,BMD,1.06
27/11/2018,BTN,7.0538
27/11/2018,BOB,41.3332
27/11/2018,BAM,0.2942
27/11/2018,BWP,4.5356
27/11/2018,BRL,11.6252
27/11/2018,GBP,12.2666
27/11/2018,BND,0.3468
27/11/2018,BGN,0.084
27/11/2018,BIF,1.2685
27/11/2018,XOF,5.5952
27/11/2018,XAF,2.1911
27/11/2018,XPF,0.1833
27/11/2018,KHR,1.8917
27/11/2018,CAD,20.1014
27/11/2018,CVE,8.2738
27/11/2018,KYD,5.6367
27/11/2018,CLP,7.2788
27/11/2018,CNY,7.7437
27/11/2018,COP,53.716
27/11/2018,KMF,3.9634
27/11/2018,CDF,0.2283
27/11/2018,CRC,0.8515
27/11/2018,HRK,178.7681
27/11/2018,CUC,5.9089
27/11/2018,CUP,2.1914
27/11/2018,CZK,2.9862
27/11/2018,DKK,1.0055
27/11/2018,DJF,7.6433
27/11/2018,DOP,8.8957
27/11/2018,XCD,29.8775
27/11/2018,EGP,3.6207
27/11/2018,SVC,4.3421
27/11/2018,ETB,8.8286
27/11/2018,FKP,4.9094
27/11/2018,FJD,7.3298
27/11/2018,GMD,11.0404
27/11/2018,GEL,4.6897
27/11/2018,GHS,7.1069
27/11/2018,GIP,9.1793
27/11/2018,GTQ,0.4465
27/11/2018,GNF,111.8171
27/11/2018,GYD,3.713
27/11/2018,HTG,18.7592
27/11/2018,HNL,2.6817
27/11/2018,HKD,3.4737
27/11/2018,HUF,3.1933
27/11/2018,ISK,2.2165
27/11/2018,INR,40.0038
27/11/2018,IDR,4.561
27/11/2018,IRR,12.0612
27/11/2018,IQD,14.2513
27/11/2018,ILS,7.3803
27/11/2018,JMD,0.8192
27/11/2018,JPY,0.0514
27/11/2018,JOD,2.2806
27/11/2018,KZT,2.8611
27/11/2018,KES,6.5315
27/11/2018,KWD,3.8882
27/11/2018,KGS,4.4264
27/11/2018,LAK,2.8287
27/11/2018,LBP,10.4669
27/11/2018,LSL,3.4387
27/11/2018,LRD,4.9288
27/11/2018,LYD,19.185
27/11/2018,MOP,0.9386
27/11/2018,MKD,4.1336
27/11/2018,MGA,5.7327
27/11/2018,MWK,6.1728
27/11/2018,MYR,33.4791
27/11/2018,MVR,5.6708
27/11/2018,MRO,2.9617
27/11/2018,MUR,82.2001
27/11/2018,MXN,7.8186
27/11/2018,MDL,6.1525
27/11/2018,MNT,0.0708
27/11/2018,MAD,1.832
27/11/2018,MZN,5.4589
27/11/2018,MMK,4.5018
27/11/2018,ANG,7.2272
27/11/2018,NAD,1.3231
27/11/2018,NPR,1.043
27/11/2018,NZD,1.5706
27/11/2018,NIO,2.6669
27/11/2018,NGN,0.1366
27/11/2018,KPW,1.5947
27/11/2018,NOK,0.8657
27/11/2018,OMR,4.5915
27/11/2018,PKR,13.1843
27/11/2018,PAB,11.8137
27/11/2018,PGK,4.2585
27/11/2018,PYG,5.7507
27/11/2018,PEN,0.365
27/11/2018,PHP,140.2164
27/11/2018,PLN,0.2738
27/11/2018,QAR,2.3024
27/11/2018,RON,2.0147
27/11/2018,RUB,9.8868
27/11/2018,RWF,5.4831
27/11/2018,WST,2.6633
27/11/2018,STD,4.5878
27/11/2018,SAR,5.1509
27/11/2018,RSD,0.7405
27/11/2018,SCR,3.1828
27/11/2018,SLL,2.0098
27/11/2018,SGD,6.1155
27/11/2018,SBD,7.9688
27/11/2018,SOS,2.2707
27/11/2018,ZAR,5.3446
27/11/2018,KRW,0.2059
27/11/2018,LKR,1.9757
27/11/2018,SHP,3.8477
27/11/2018,SDG,6.2846
27/11/2018,SRD,3.0644
27/11/2018,SZL,4.7776
27/11/2018,SEK,3.3692
27/11/2018,CHF,8.1295
27/11/2018,SYP,4.0917
27/11/2018,TWD,354.6874
27/11/2018,TZS,11.8588
27/11/2018,THB,1.2601
27/11/2018,TOP,8.5212
27/11/2018,TTD,4.5148
27/11/2018,TND,4.2597
27/11/2018,TRY,0.5739
27/11/2018,TMM,5.1983
27/11/2018,USD,1
27/11/2018,UGX,6.481
27/11/2018,UAH,32.0049
27/11/2018,UYU,37.3109
27/11/2018,AED,1.0202
27/11/2018,VUV,31.367
27/11/2018,VEB,0.8402
27/11/2018,VND,5.5058
27/11/2018,YER,8.295
27/11/2018,ZMK,5.6901
27/11/2018,ZWD,4.078
