date,product,marketPrice
23/02/2015,Moloko Plus,36.86
23/02/2015,Pan-Galactic Gargle Blaster,724.43
23/02/2015,Victory Gin,58.04
23/02/2015,Vesper,310.52
23/02/2015,Duff,344.0
23/02/2015,Dark Planet Cola,84.49
23/02/2015,Slurm,155.16
23/02/2015,Nuka-cola,28.58
23/02/2015,Ent-draught,26.79
23/02/2015,Ambrosia,49.23
23/02/2015,Romulan Ale,129.65
23/02/2015,Astro Boys,2419.64
23/02/2015,Marvins,51.14
23/02/2015,K-9s,86.27
23/02/2015,Autobots,49.82
23/02/2015,Decepticons,69.95
23/02/2015,Golems,16.33
23/02/2015,Master Balls,104.18
23/02/2015,Ultra Balls,62.24
23/02/2015,T-800s,186.4
23/02/2015,T-1000s,73.73
23/02/2015,Flubbers,379.17
23/02/2015,Spyders,135.45
23/02/2015,B-4s,44.92
23/02/2015,Ultrons,206.38
23/02/2015,Ruby Slippers,49.97
23/02/2015,Catbuses,1063.67
23/02/2015,Evangelions,504.0
23/02/2015,Behelits,990.32
23/02/2015,Lightsabres,13.43
23/02/2015,Devil Fruits,212.13
23/02/2015,SMILEs,227.51
23/02/2015,Cornballers,199.67
23/02/2015,Sabor de Soledad Chips,182.64
23/02/2015,Red Apple Cigarettes,261.98
23/02/2015,Wonka Bars,260.71
23/02/2015,Bags of Holding,347.25
23/02/2015,Sending Stones,940.76
23/02/2015,Elder Wands,192.28
23/02/2015,Dornish Red,276.89
23/02/2015,Valaryian Steel Bars,190.69
23/02/2015,Dragon Eggs,537.06
23/02/2015,Cranium Inflolinks,88.5
23/02/2015,LiDAR Mark-Trackers,322.47
23/02/2015,Arm Nanoblades,429.1
23/02/2015,Replicants,8.0
23/02/2015,Venom Canisters,136.61
23/02/2015,Atium Bars,172.16
23/02/2015,Otataral Bars,18.51
23/02/2015,Night Dust,250.74
23/02/2015,Dragon Scales,266.67
23/02/2015,Teeth of the Dragon,342.84
23/02/2015,Chunin Headband,179.25
23/02/2015,Djinns,212.28
23/02/2015,Flying Brooms,10.74
23/02/2015,Flying Carpets,137.92
23/02/2015,Mjolnirs,713.4
23/02/2015,Infinity Stones,124.44
23/02/2015,Infinity Gauntlets,10.96
23/02/2015,Repulsor Beams,458.28
23/02/2015,Super Soldier Serums,157.16
23/02/2015,Vibranium Bars,397.04
23/02/2015,Adamantium Bars,191.39
23/02/2015,Mithril Bars,2.57
23/02/2015,Rune Bars,270.72
23/02/2015,True Names,81.73
23/02/2015,Sigils,117.38
23/02/2015,Strongest Potions,78.8
23/02/2015,Knightmare Frames,581.45
23/02/2015,Mirrors of Erised,394.52
23/02/2015,Pensieves,74.37
23/02/2015,Veritaserums,405.95
23/02/2015,Felix Felicis,254.2
23/02/2015,Horcuxes,195.82
23/02/2015,Philosopher Stones,90.61
23/02/2015,Sorceror Stones,22.54
23/02/2015,Dragon Balls,65.99
23/02/2015,Wind Shurikens,89.96
23/02/2015,Time Turners,384.8
23/02/2015,Moranth Burners,447.06
23/02/2015,Moranth Crackers,120.09
23/02/2015,Moranth Cussers,239.9
23/02/2015,Moranth Flamers,244.17
23/02/2015,Moranth Melters,151.35
23/02/2015,Moranth Shapers,123.79
23/02/2015,Moranth Smokers,97.6
23/02/2015,Finnests,160.22
23/02/2015,Terondais,174.13
23/02/2015,White Gold Rings,85.34
23/02/2015,Hurtloam,270.29
23/02/2015,Rare Candies,96.24
23/02/2015,PP Ups,406.04
23/02/2015,Phoenix Downs,18.56
23/02/2015,Zanpakutos,12.01
23/02/2015,Sensu Beans,258.21
23/02/2015,Namekian Spring Water,13.35
23/02/2015,Australium Bars,96.72
23/02/2015,Aether Tanks,21.66
23/02/2015,Mana Ore,84.68
23/02/2015,Dilithium Crystals,290.82
23/02/2015,Dust Cannisters,419.95
23/02/2015,Energon Cubes,785.42
23/02/2015,Jumbonium Atoms,185.76
23/02/2015,Katchin Bars,18.86
23/02/2015,Krytonite Ore,264.43
23/02/2015,Nanomachines,193.82
23/02/2015,Octiron Bars,140.5
23/02/2015,Redstone Blocks,509.96
23/02/2015,Seastone Cuffs,90.42
23/02/2015,Z-crystals,201.58
23/02/2015,Digivices,90.17
23/02/2015,Pym Particles,17.98
23/02/2015,Wild Card Virus Vials,58.87
23/02/2015,Tachyons,252.85
23/02/2015,Hope,308.62
23/02/2015,Decks of Many Things,225.55
23/02/2015,Golden Fleeces,120.3
23/02/2015,Argonaughts,438.61
23/02/2015,Vestiges,553.41
23/02/2015,Tricorders,134.61
23/02/2015,Replicators,95.31
23/02/2015,Transporters,316.44
23/02/2015,Sonic Screwdrivers,225.59
23/02/2015,Holy Grails,396.8
23/02/2015,Nails of Helena,396.67
23/02/2015,Shrouds of Turin,327.81
23/02/2015,Hoverboards,28.51
23/02/2015,Holodecks,203.64
23/02/2015,Neuralizers,143.11
23/02/2015,Symbiotes,198.86
23/02/2015,Meow Meow Beans,301.87
23/02/2015,6IV Shiny Dittos,754.52
23/02/2015,Holy Hand Grenades,225.97
23/02/2015,Alpha-Omega Bombs,911.68
23/02/2015,Fatmans,70.09
23/02/2015,BFG 9000s,91.89
23/02/2015,Noisy Crickets,123.84
23/02/2015,Lawgivers,93.53
23/02/2015,Phasers,260.28
23/02/2015,Pulse Rifles,19.21
23/02/2015,Vorpal Swords,257.86
23/02/2015,Sausages inna bun,10.36
23/02/2015,Gundams,516.19
23/02/2015,HALs,414.85
23/02/2015,Agents,186.67
23/02/2015,Pipboys,189.28
23/02/2015,Scouters,43.32
23/02/2015,Daemons,201.15
23/02/2015,Pacts,106.14
23/02/2015,Souls,66.96
23/02/2015,Key of Kings,167.41
23/02/2015,Horns of Gondor,301.02
23/02/2015,Excalibers,34.84
23/02/2015,Thousand Sunnys,197.34
23/02/2015,Ampules,140.06
23/02/2015,Badgers,479.71
23/02/2015,Blinds,192.56
23/02/2015,Butterflys,176.71
23/02/2015,Cancellers,227.67
23/02/2015,Carpenters,220.46
23/02/2015,Centipedes,148.67
23/02/2015,Chainsaws,63.48
23/02/2015,Cocoons,209.18
23/02/2015,Drops,252.17
23/02/2015,Diverseys,110.39
23/02/2015,Fridays,116.69
23/02/2015,Full Faces,464.02
23/02/2015,Fumbles,248.03
23/02/2015,Gauntlets,325.97
23/02/2015,Javelins,269.06
23/02/2015,Lavenders,283.93
23/02/2015,Beams,15.83
23/02/2015,Pressures,504.27
23/02/2015,Rapids,136.82
23/02/2015,Reflectors,548.49
23/02/2015,Scripts,57.81
23/02/2015,Shooters,23.83
23/02/2015,Stalkers,182.37
23/02/2015,Stations,252.59
23/02/2015,Stickers,145.58
23/02/2015,Stoles,320.8
23/02/2015,Stringers,722.11
23/02/2015,Surfacers,61.27
23/02/2015,Surrounders,71.31
23/02/2015,Tasters,317.9
23/02/2015,Tortures,40.14
23/02/2015,3D Maneuver Gears,3.01
23/02/2015,Red Orbs,555.45
23/02/2015,Blue Orbs,272.06
23/02/2015,Choice Bands,107.12
23/02/2015,Choice Scarfs,34.8
23/02/2015,Choice Specs,170.84
23/02/2015,Binding Bands,201.93
23/02/2015,Damp Rocks,34.73
23/02/2015,Grip Claws,260.22
23/02/2015,Heat Rocks,11.0
23/02/2015,Icy Rocks,358.41
23/02/2015,Light Clays,49.36
23/02/2015,Smooth Rocks,479.87
23/02/2015,Terrain Extenders,242.21
23/02/2015,Mental Herbs,249.02
23/02/2015,Power Herbs,136.32
23/02/2015,White Herbs,321.87
23/02/2015,Big Roots,241.34
23/02/2015,Leftovers,273.06
23/02/2015,Shell Bells,658.25
23/02/2015,Absorb Bulbs,235.87
23/02/2015,Assault Vests,323.17
23/02/2015,Berserk Genes,75.97
23/02/2015,Cell Batteries,25.56
23/02/2015,Electric Seeds,284.71
23/02/2015,Expert Belts,366.62
23/02/2015,Grassy Seeds,10.77
23/02/2015,Life Orbs,14.08
23/02/2015,Metronomes,141.74
23/02/2015,Misty Seeds,269.67
23/02/2015,Muscle Bands,266.7
23/02/2015,Psychic Seeds,237.01
23/02/2015,Scope Lens,8.54
23/02/2015,Snowballs,65.41
23/02/2015,Weakness Policies,195.79
23/02/2015,Wide Lenses,47.18
23/02/2015,Wise Glasses,298.2
23/02/2015,Zoom Lens,175.39
23/02/2015,Lagging Tails,140.24
23/02/2015,Quick Claws,51.48
23/02/2015,Focus Bands,678.35
23/02/2015,Focus Sashes,29.77
23/02/2015,Flame Orbs,140.46
23/02/2015,Toxic Orbs,33.72
23/02/2015,Sticky Barbs,169.31
23/02/2015,Iron Balls,131.09
23/02/2015,Black Sludges,341.73
23/02/2015,Ring Targets,339.42
23/02/2015,Adrenaline Orbs,210.61
23/02/2015,Air Balloons,63.0
23/02/2015,Amulet Coins,306.58
23/02/2015,Bright Powders,195.85
23/02/2015,Destiny Knots,26.44
23/02/2015,Eject Buttons,53.33
23/02/2015,Float Stones,376.78
23/02/2015,King Rocks,196.57
23/02/2015,Protective Pads,184.2
23/02/2015,Razor Claws,32.0
23/02/2015,Razor Fangs,19.63
23/02/2015,Red Cards,316.48
23/02/2015,Rocky Helmets,244.52
23/02/2015,Safety Goggles,479.54
23/02/2015,Shed Shells,44.17
23/02/2015,Smoke Balls,471.93
23/02/2015,Cainhurst Badges,423.44
23/02/2015,Blood Dregs,174.27
23/02/2015,Blue Elixirs,445.36
23/02/2015,Bold Hunter's Marks,219.11
23/02/2015,Bolt Papers,166.25
23/02/2015,Bone Marrow Ashes,47.4
23/02/2015,Coldblood Dews,198.11
23/02/2015,Fire Papers,152.6
23/02/2015,Frenzied Coldbloods,397.59
23/02/2015,Gold Pendants,575.35
23/02/2015,Great One's Wisdoms,430.58
23/02/2015,Hand Lanterns,699.13
23/02/2015,Lead Elixirs,127.07
23/02/2015,Madman's Knowledges,327.47
23/02/2015,Quicksilver Bullets,166.85
23/02/2015,Red Jewelled Brooches,99.97
23/02/2015,Shaman Bone Blades,243.18
23/02/2015,Deck of Dragons,254.15
23/02/2015,Shining Coins,329.02
23/02/2015,Tear Stones,229.67
23/02/2015,Cainhurt Summons,338.39
23/02/2015,Celestial Dials,120.14
23/02/2015,Old Hunter Bells,309.69
23/02/2015,Tonsil Stones,264.02
23/02/2015,Gorgon Heads,140.53
23/02/2015,Niflheim Alloy Bars,19.52
23/02/2015,Pandora Boxes,156.17
23/02/2015,Wings of Icarus,115.32
23/02/2015,Flames of Apollo,183.1
23/02/2015,Keys of the Ram,297.68
23/02/2015,Owls of Athena,209.51
23/02/2015,Nemean Cestuses,607.14
23/02/2015,Nemesis Whips,36.74
23/02/2015,Primordial Flames,28.67
23/02/2015,Spears of Destiny,27.94
23/02/2015,Gauntlets of Zeus,143.76
23/02/2015,Titan Horns,95.13
23/02/2015,Hades Helms,456.1
23/02/2015,Urns of Power,194.39
23/02/2015,Unity Stones,174.15
23/02/2015,Cerebros,337.42
23/02/2015,Radioactive Spiders,270.29
23/02/2015,Potora Earrings,9.24
23/02/2015,Rejuvenation Tanks,517.69
23/02/2015,Death Notes,468.66
23/02/2015,Shinigami Eyes,171.87
23/02/2015,Protopacks,371.12
23/02/2015,Scooby Snacks,94.17
23/02/2015,Blasting Rods,190.94
23/02/2015,Millennium Puzzles,12.44
23/02/2015,Millennium Eyes,360.9
23/02/2015,Millennium Rings,23.8
23/02/2015,Millennium Keys,604.31
23/02/2015,Millennium Rods,311.74
23/02/2015,Millennium Necklaces,393.98
23/02/2015,Millennium Scales,61.11
23/02/2015,Bolts,408.59
23/02/2015,Gadgetrons,19.5
23/02/2015,Raritanium Ore,343.88
23/02/2015,Nanotech Crates,320.63
23/02/2015,Armour Magnetizers,245.12
23/02/2015,Zoni Vessels,189.57
23/02/2015,Box Basher 2000s,273.25
23/02/2015,Nefarious Security Cards,273.89
23/02/2015,Omnigaskets,513.04
23/02/2015,Treasure Mappers,106.32
23/02/2015,Gold Bolts,311.81
23/02/2015,Qwark Statuettes,50.17
23/02/2015,Electrolyzers,716.69
23/02/2015,Levitators,87.09
