date,currency,valueInUSD
02/08/2015,AFN,16.7937
02/08/2015,ALL,1.7664
02/08/2015,DZD,5.7472
02/08/2015,AOA,6.3708
02/08/2015,ARS,16.7741
02/08/2015,AMD,9.178
02/08/2015,AWG,5.2971
02/08/2015,AUD,59.3061
02/08/2015,AZN,6.5443
02/08/2015,BSD,6.6448
02/08/2015,BHD,4.1346
02/08/2015,BDT,5.9341
02/08/2015,BBD,76.6854
02/08/2015,BYR,6.3264
02/08/2015,BZD,7.5807
02/08/2015,BMD,1.1228
02/08/2015,BTN,6.9206
02/08/2015,BOB,36.2234
02/08/2015,BAM,0.3043
02/08/2015,BWP,2.9202
02/08/2015,BRL,12.3879
02/08/2015,GBP,10.5834
02/08/2015,BND,0.3354
02/08/2015,BGN,0.1012
02/08/2015,BIF,0.9629
02/08/2015,XOF,6.2965
02/08/2015,XAF,2.9009
02/08/2015,XPF,0.287
02/08/2015,KHR,2.1062
02/08/2015,CAD,14.6868
02/08/2015,CVE,10.5019
02/08/2015,KYD,7.4894
02/08/2015,CLP,7.7527
02/08/2015,CNY,7.1213
02/08/2015,COP,58.842
02/08/2015,KMF,4.9929
02/08/2015,CDF,0.2253
02/08/2015,CRC,0.8572
02/08/2015,HRK,150.0334
02/08/2015,CUC,6.8
02/08/2015,CUP,2.9828
02/08/2015,CZK,3.4475
02/08/2015,DKK,1.2204
02/08/2015,DJF,8.5038
02/08/2015,DOP,8.2134
02/08/2015,XCD,25.7073
02/08/2015,EGP,4.5149
02/08/2015,SVC,3.3398
02/08/2015,ETB,10.0701
02/08/2015,FKP,6.8914
02/08/2015,FJD,7.6034
02/08/2015,GMD,8.7124
02/08/2015,GEL,5.7376
02/08/2015,GHS,6.7531
02/08/2015,GIP,8.6712
02/08/2015,GTQ,0.5828
02/08/2015,GNF,117.4178
02/08/2015,GYD,4.2921
02/08/2015,HTG,13.952
02/08/2015,HNL,2.1758
02/08/2015,HKD,4.9057
02/08/2015,HUF,4.1205
02/08/2015,ISK,2.1346
02/08/2015,INR,21.5693
02/08/2015,IDR,4.971
02/08/2015,IRR,12.4471
02/08/2015,IQD,12.851
02/08/2015,ILS,8.0714
02/08/2015,JMD,0.8001
02/08/2015,JPY,0.033
02/08/2015,JOD,2.2205
02/08/2015,KZT,2.713
02/08/2015,KES,7.6493
02/08/2015,KWD,5.5975
02/08/2015,KGS,6.8864
02/08/2015,LAK,2.2072
02/08/2015,LBP,9.7453
02/08/2015,LSL,2.4042
02/08/2015,LRD,4.4603
02/08/2015,LYD,16.3369
02/08/2015,MOP,1.0782
02/08/2015,MKD,3.9121
02/08/2015,MGA,6.648
02/08/2015,MWK,5.1377
02/08/2015,MYR,38.6301
02/08/2015,MVR,5.8829
02/08/2015,MRO,3.7969
02/08/2015,MUR,54.7364
02/08/2015,MXN,6.7715
02/08/2015,MDL,7.2143
02/08/2015,MNT,0.134
02/08/2015,MAD,2.4117
02/08/2015,MZN,5.4976
02/08/2015,MMK,3.0224
02/08/2015,ANG,7.8138
02/08/2015,NAD,1.3881
02/08/2015,NPR,0.6499
02/08/2015,NZD,2.1406
02/08/2015,NIO,1.66
02/08/2015,NGN,0.1673
02/08/2015,KPW,1.7488
02/08/2015,NOK,0.9695
02/08/2015,OMR,5.549
02/08/2015,PKR,9.1727
02/08/2015,PAB,10.5928
02/08/2015,PGK,2.7796
02/08/2015,PYG,6.316
02/08/2015,PEN,0.2083
02/08/2015,PHP,75.1905
02/08/2015,PLN,0.2535
02/08/2015,QAR,2.4528
02/08/2015,RON,1.6807
02/08/2015,RUB,15.5005
02/08/2015,RWF,4.9124
02/08/2015,WST,2.4894
02/08/2015,STD,4.0973
02/08/2015,SAR,6.1701
02/08/2015,RSD,0.7619
02/08/2015,SCR,4.0121
02/08/2015,SLL,3.0895
02/08/2015,SGD,6.7046
02/08/2015,SBD,10.6512
02/08/2015,SOS,2.5861
02/08/2015,ZAR,3.7352
02/08/2015,KRW,0.218
02/08/2015,LKR,1.4708
02/08/2015,SHP,3.3536
02/08/2015,SDG,6.9288
02/08/2015,SRD,4.1306
02/08/2015,SZL,5.0052
02/08/2015,SEK,4.0427
02/08/2015,CHF,12.6953
02/08/2015,SYP,5.1035
02/08/2015,TWD,633.9177
02/08/2015,TZS,11.3579
02/08/2015,THB,0.7701
02/08/2015,TOP,7.9803
02/08/2015,TTD,3.7433
02/08/2015,TND,4.6243
02/08/2015,TRY,0.4922
02/08/2015,TMM,4.2442
02/08/2015,USD,1
02/08/2015,UGX,9.0062
02/08/2015,UAH,41.0386
02/08/2015,UYU,34.5818
02/08/2015,AED,1.6024
02/08/2015,VUV,28.2795
02/08/2015,VEB,1.0671
02/08/2015,VND,6.8331
02/08/2015,YER,7.896
02/08/2015,ZMK,4.1405
02/08/2015,ZWD,5.0459
