date,product,marketPrice
05/12/2014,Moloko Plus,41.0
05/12/2014,Pan-Galactic Gargle Blaster,739.46
05/12/2014,Victory Gin,62.62
05/12/2014,Vesper,331.35
05/12/2014,Duff,392.75
05/12/2014,Dark Planet Cola,90.08
05/12/2014,Slurm,154.71
05/12/2014,Nuka-cola,31.22
05/12/2014,Ent-draught,27.78
05/12/2014,Ambrosia,44.08
05/12/2014,Romulan Ale,122.77
05/12/2014,Astro Boys,2293.01
05/12/2014,Marvins,52.86
05/12/2014,K-9s,76.82
05/12/2014,Autobots,48.52
05/12/2014,Decepticons,64.77
05/12/2014,Golems,17.21
05/12/2014,Master Balls,110.97
05/12/2014,Ultra Balls,60.88
05/12/2014,T-800s,236.93
05/12/2014,T-1000s,75.01
05/12/2014,Flubbers,307.01
05/12/2014,Spyders,137.82
05/12/2014,B-4s,56.13
05/12/2014,Ultrons,206.92
05/12/2014,Ruby Slippers,49.94
05/12/2014,Catbuses,906.68
05/12/2014,Evangelions,432.51
05/12/2014,Behelits,738.48
05/12/2014,Lightsabres,16.43
05/12/2014,Devil Fruits,194.3
05/12/2014,SMILEs,258.96
05/12/2014,Cornballers,220.48
05/12/2014,Sabor de Soledad Chips,180.54
05/12/2014,Red Apple Cigarettes,266.9
05/12/2014,Wonka Bars,224.48
05/12/2014,Bags of Holding,368.23
05/12/2014,Sending Stones,1065.31
05/12/2014,Elder Wands,249.41
05/12/2014,Dornish Red,253.29
05/12/2014,Valaryian Steel Bars,192.7
05/12/2014,Dragon Eggs,593.8
05/12/2014,Cranium Inflolinks,83.47
05/12/2014,LiDAR Mark-Trackers,327.69
05/12/2014,Arm Nanoblades,498.95
05/12/2014,Replicants,8.23
05/12/2014,Venom Canisters,144.7
05/12/2014,Atium Bars,146.2
05/12/2014,Otataral Bars,17.65
05/12/2014,Night Dust,244.48
05/12/2014,Dragon Scales,259.46
05/12/2014,Teeth of the Dragon,372.29
05/12/2014,Chunin Headband,174.76
05/12/2014,Djinns,237.8
05/12/2014,Flying Brooms,12.16
05/12/2014,Flying Carpets,161.09
05/12/2014,Mjolnirs,714.73
05/12/2014,Infinity Stones,120.07
05/12/2014,Infinity Gauntlets,11.79
05/12/2014,Repulsor Beams,406.24
05/12/2014,Super Soldier Serums,150.11
05/12/2014,Vibranium Bars,433.87
