date,product,marketPrice
20/07/2013,Moloko Plus,61.16
20/07/2013,Pan-Galactic Gargle Blaster,481.61
20/07/2013,Victory Gin,41.97
20/07/2013,Vesper,351.51
20/07/2013,Duff,294.06
20/07/2013,Dark Planet Cola,82.75
20/07/2013,Slurm,190.05
20/07/2013,Nuka-cola,35.1
20/07/2013,Ent-draught,27.94
20/07/2013,Ambrosia,56.74
20/07/2013,Romulan Ale,107.21
20/07/2013,Astro Boys,1179.83
20/07/2013,Marvins,57.01
20/07/2013,K-9s,122.72
20/07/2013,Autobots,41.81
20/07/2013,Decepticons,60.08
20/07/2013,Golems,16.54
20/07/2013,Master Balls,100.9
20/07/2013,Ultra Balls,63.88
20/07/2013,T-800s,314.43
20/07/2013,T-1000s,67.84
20/07/2013,Flubbers,477.95
20/07/2013,Spyders,177.38
20/07/2013,B-4s,38.99
20/07/2013,Ultrons,240.19
20/07/2013,Ruby Slippers,35.36
20/07/2013,Catbuses,862.65
20/07/2013,Evangelions,530.44
20/07/2013,Behelits,1023.72
20/07/2013,Lightsabres,11.5
20/07/2013,Devil Fruits,196.15
20/07/2013,SMILEs,231.57
20/07/2013,Cornballers,299.69
20/07/2013,Sabor de Soledad Chips,173.33
20/07/2013,Red Apple Cigarettes,348.92
20/07/2013,Wonka Bars,269.4
20/07/2013,Bags of Holding,267.09
20/07/2013,Sending Stones,668.04
20/07/2013,Elder Wands,312.16
20/07/2013,Dornish Red,198.86
20/07/2013,Valaryian Steel Bars,205.64
20/07/2013,Dragon Eggs,495.7
20/07/2013,Cranium Inflolinks,139.91
20/07/2013,LiDAR Mark-Trackers,370.12
20/07/2013,Arm Nanoblades,449.69
20/07/2013,Replicants,11.43
20/07/2013,Venom Canisters,116.12
20/07/2013,Atium Bars,151.73
20/07/2013,Otataral Bars,17.15
20/07/2013,Night Dust,238.89
20/07/2013,Dragon Scales,238.64
20/07/2013,Teeth of the Dragon,504.26
20/07/2013,Chunin Headband,183.49
20/07/2013,Djinns,185.99
20/07/2013,Flying Brooms,14.05
20/07/2013,Flying Carpets,225.62
20/07/2013,Mjolnirs,646.01
20/07/2013,Infinity Stones,94.36
20/07/2013,Infinity Gauntlets,14.28
20/07/2013,Repulsor Beams,426.03
20/07/2013,Super Soldier Serums,127.99
20/07/2013,Vibranium Bars,520.65
20/07/2013,Adamantium Bars,149.01
20/07/2013,Mithril Bars,2.56
20/07/2013,Rune Bars,321.77
20/07/2013,True Names,97.68
20/07/2013,Sigils,122.41
20/07/2013,Strongest Potions,84.72
20/07/2013,Knightmare Frames,345.04
20/07/2013,Mirrors of Erised,426.19
20/07/2013,Pensieves,75.39
20/07/2013,Veritaserums,455.27
20/07/2013,Felix Felicis,383.11
20/07/2013,Horcuxes,194.56
20/07/2013,Philosopher Stones,108.94
20/07/2013,Sorceror Stones,19.95
20/07/2013,Dragon Balls,88.68
20/07/2013,Wind Shurikens,118.68
20/07/2013,Time Turners,466.95
20/07/2013,Moranth Burners,375.65
20/07/2013,Moranth Crackers,142.81
20/07/2013,Moranth Cussers,194.71
20/07/2013,Moranth Flamers,361.24
20/07/2013,Moranth Melters,223.89
20/07/2013,Moranth Shapers,100.09
20/07/2013,Moranth Smokers,91.25
20/07/2013,Finnests,187.1
20/07/2013,Terondais,159.15
20/07/2013,White Gold Rings,102.13
20/07/2013,Hurtloam,251.86
20/07/2013,Rare Candies,114.54
20/07/2013,PP Ups,349.88
20/07/2013,Phoenix Downs,15.01
20/07/2013,Zanpakutos,9.44
20/07/2013,Sensu Beans,302.55
20/07/2013,Namekian Spring Water,15.62
20/07/2013,Australium Bars,116.03
20/07/2013,Aether Tanks,27.45
20/07/2013,Mana Ore,82.88
20/07/2013,Dilithium Crystals,334.45
20/07/2013,Dust Cannisters,493.03
20/07/2013,Energon Cubes,684.78
20/07/2013,Jumbonium Atoms,251.62
20/07/2013,Katchin Bars,17.56
20/07/2013,Krytonite Ore,332.7
20/07/2013,Nanomachines,262.47
20/07/2013,Octiron Bars,209.98
20/07/2013,Redstone Blocks,409.98
20/07/2013,Seastone Cuffs,102.37
20/07/2013,Z-crystals,202.08
20/07/2013,Digivices,86.5
20/07/2013,Pym Particles,14.94
20/07/2013,Wild Card Virus Vials,52.23
20/07/2013,Tachyons,217.82
20/07/2013,Hope,212.95
20/07/2013,Decks of Many Things,218.04
20/07/2013,Golden Fleeces,138.96
20/07/2013,Argonaughts,343.34
20/07/2013,Vestiges,612.72
20/07/2013,Tricorders,133.31
20/07/2013,Replicators,83.79
20/07/2013,Transporters,371.48
20/07/2013,Sonic Screwdrivers,202.98
20/07/2013,Holy Grails,479.8
20/07/2013,Nails of Helena,428.86
20/07/2013,Shrouds of Turin,324.28
20/07/2013,Hoverboards,29.17
20/07/2013,Holodecks,178.13
20/07/2013,Neuralizers,177.16
20/07/2013,Symbiotes,190.95
20/07/2013,Meow Meow Beans,316.3
20/07/2013,6IV Shiny Dittos,391.84
20/07/2013,Holy Hand Grenades,218.26
20/07/2013,Alpha-Omega Bombs,641.55
20/07/2013,Fatmans,86.95
20/07/2013,BFG 9000s,123.05
20/07/2013,Noisy Crickets,119.77
20/07/2013,Lawgivers,109.32
20/07/2013,Phasers,178.83
20/07/2013,Pulse Rifles,23.24
20/07/2013,Vorpal Swords,270.27
20/07/2013,Sausages inna bun,12.57
20/07/2013,Gundams,332.12
20/07/2013,HALs,603.72
20/07/2013,Agents,175.3
20/07/2013,Pipboys,163.43
20/07/2013,Scouters,66.78
20/07/2013,Daemons,293.74
20/07/2013,Pacts,97.02
20/07/2013,Souls,87.68
20/07/2013,Key of Kings,139.84
