date,companyID,stockPrice
25/07/2017,QETH27,1.51
25/07/2017,DVVB31,131.94
25/07/2017,EMNK67,116.67
25/07/2017,KTLA69,112.47
25/07/2017,EIWJ22,25.44
25/07/2017,SFZS08,69.16
25/07/2017,YSSR29,31.98
25/07/2017,SWGF93,24.25
25/07/2017,YTAI13,240.87
25/07/2017,NGBA40,140.41
25/07/2017,CMZC67,60.54
25/07/2017,PJKH65,15.69
25/07/2017,HWHS51,192.78
25/07/2017,ZBIO05,10.61
25/07/2017,YWMD69,146.09
25/07/2017,EPZN28,59.55
25/07/2017,VAHJ53,47.95
25/07/2017,HWJF09,398.95
25/07/2017,AGBH66,102.12
25/07/2017,TFLS35,19.62
25/07/2017,VPTI00,56.39
25/07/2017,FORM54,9.15
25/07/2017,QLCE04,115.36
25/07/2017,WIZJ73,9.74
25/07/2017,UFAY59,53.71
25/07/2017,DJNE62,97.42
25/07/2017,GBEZ65,82.45
25/07/2017,SXHU74,68.01
25/07/2017,DOGG07,19.24
25/07/2017,HPTP65,108.03
25/07/2017,GIWG34,2.46
25/07/2017,QHXJ50,134.59
25/07/2017,ERHJ34,486.8
25/07/2017,ZEHM52,53.28
25/07/2017,TBVE46,152.32
25/07/2017,RJUD59,18.05
25/07/2017,PKBF70,239.28
25/07/2017,BPLN25,182.33
25/07/2017,WVEI17,100.09
25/07/2017,VESX21,297.01
25/07/2017,UWUK72,76.03
25/07/2017,SHXQ48,120.45
25/07/2017,TRFG21,3.12
25/07/2017,SEKK26,60.08
25/07/2017,EKXA24,42.41
25/07/2017,PNFK78,275.1
25/07/2017,HFLM11,155.57
25/07/2017,VIMV38,321.31
25/07/2017,DDIB11,22.3
25/07/2017,LBKT00,4.89
25/07/2017,WVHK10,131.94
25/07/2017,EWUY52,354.5
25/07/2017,UHOG52,48.57
25/07/2017,GYWU23,31.55
25/07/2017,THJF58,20.48
25/07/2017,QAZT26,383.78
25/07/2017,MEOQ86,7.03
25/07/2017,KKZA87,44.59
25/07/2017,CQPJ57,41.06
25/07/2017,SAAM06,106.51
25/07/2017,QOKP03,671.63
25/07/2017,LKPN86,58.14
25/07/2017,SFEO61,14.92
25/07/2017,OKYS51,9.54
25/07/2017,MHFC34,123.86
25/07/2017,UIKN63,141.66
25/07/2017,CIXF70,51.89
25/07/2017,WYFO79,166.2
25/07/2017,SBUT62,91.56
25/07/2017,DREA89,43.13
25/07/2017,RNZB01,7.54
