date,currency,valueInUSD
08/05/2016,AFN,13.7166
08/05/2016,ALL,1.985
08/05/2016,DZD,5.9968
08/05/2016,AOA,6.6644
08/05/2016,ARS,16.0881
08/05/2016,AMD,7.598
08/05/2016,AWG,4.9858
08/05/2016,AUD,55.7351
08/05/2016,AZN,5.7996
08/05/2016,BSD,5.7371
08/05/2016,BHD,3.8772
08/05/2016,BDT,7.302
08/05/2016,BBD,60.6386
08/05/2016,BYR,5.6679
08/05/2016,BZD,6.2354
08/05/2016,BMD,1.1407
08/05/2016,BTN,6.6283
08/05/2016,BOB,33.1116
08/05/2016,BAM,0.3274
08/05/2016,BWP,3.5769
08/05/2016,BRL,14.3414
08/05/2016,GBP,10.3359
08/05/2016,BND,0.2835
08/05/2016,BGN,0.0823
08/05/2016,BIF,1.0865
08/05/2016,XOF,6.6755
08/05/2016,XAF,2.8926
08/05/2016,XPF,0.2918
08/05/2016,KHR,2.0715
08/05/2016,CAD,14.5762
08/05/2016,CVE,9.6294
08/05/2016,KYD,8.5344
08/05/2016,CLP,7.5112
08/05/2016,CNY,7.6576
08/05/2016,COP,57.4705
08/05/2016,KMF,4.2627
08/05/2016,CDF,0.2097
08/05/2016,CRC,1.0062
08/05/2016,HRK,206.2521
08/05/2016,CUC,6.9231
08/05/2016,CUP,2.263
08/05/2016,CZK,3.5744
08/05/2016,DKK,1.293
08/05/2016,DJF,7.2078
08/05/2016,DOP,6.3703
08/05/2016,XCD,24.0415
08/05/2016,EGP,3.9192
08/05/2016,SVC,2.9381
08/05/2016,ETB,8.4745
08/05/2016,FKP,6.0756
08/05/2016,FJD,9.5421
08/05/2016,GMD,8.6125
08/05/2016,GEL,5.5734
08/05/2016,GHS,6.4215
08/05/2016,GIP,9.0881
08/05/2016,GTQ,0.6168
08/05/2016,GNF,153.0101
08/05/2016,GYD,4.2282
08/05/2016,HTG,15.0946
08/05/2016,HNL,1.9578
08/05/2016,HKD,4.9155
08/05/2016,HUF,3.7179
08/05/2016,ISK,2.1601
08/05/2016,INR,27.1479
08/05/2016,IDR,4.7938
08/05/2016,IRR,10.1657
08/05/2016,IQD,11.7857
08/05/2016,ILS,8.4999
08/05/2016,JMD,0.8136
08/05/2016,JPY,0.0368
08/05/2016,JOD,1.9758
08/05/2016,KZT,3.0618
08/05/2016,KES,7.7764
08/05/2016,KWD,4.6141
08/05/2016,KGS,5.2872
08/05/2016,LAK,2.3959
08/05/2016,LBP,10.8356
08/05/2016,LSL,2.8994
08/05/2016,LRD,4.5179
08/05/2016,LYD,17.1519
08/05/2016,MOP,0.8203
08/05/2016,MKD,4.9661
08/05/2016,MGA,5.4419
08/05/2016,MWK,5.2931
08/05/2016,MYR,38.7658
08/05/2016,MVR,5.6383
08/05/2016,MRO,3.2963
08/05/2016,MUR,61.4717
08/05/2016,MXN,5.8517
08/05/2016,MDL,7.0884
08/05/2016,MNT,0.1277
08/05/2016,MAD,2.2561
08/05/2016,MZN,5.3385
08/05/2016,MMK,3.4981
08/05/2016,ANG,8.5509
08/05/2016,NAD,1.2759
08/05/2016,NPR,0.6729
08/05/2016,NZD,2.1127
08/05/2016,NIO,1.5975
08/05/2016,NGN,0.1846
08/05/2016,KPW,1.7569
08/05/2016,NOK,0.9569
08/05/2016,OMR,5.3621
08/05/2016,PKR,10.4464
08/05/2016,PAB,10.5604
08/05/2016,PGK,2.9319
08/05/2016,PYG,6.8594
08/05/2016,PEN,0.241
08/05/2016,PHP,90.6364
08/05/2016,PLN,0.3062
08/05/2016,QAR,2.4626
08/05/2016,RON,1.8677
08/05/2016,RUB,14.4088
08/05/2016,RWF,5.722
08/05/2016,WST,2.5529
08/05/2016,STD,4.7597
08/05/2016,SAR,6.4422
08/05/2016,RSD,0.947
08/05/2016,SCR,3.7514
08/05/2016,SLL,3.1312
08/05/2016,SGD,6.5554
08/05/2016,SBD,10.1516
08/05/2016,SOS,2.4143
08/05/2016,ZAR,4.2567
08/05/2016,KRW,0.216
08/05/2016,LKR,1.4482
08/05/2016,SHP,3.4002
08/05/2016,SDG,6.8394
08/05/2016,SRD,3.9967
08/05/2016,SZL,5.2746
08/05/2016,SEK,3.8774
08/05/2016,CHF,11.619
08/05/2016,SYP,4.1456
08/05/2016,TWD,513.1291
08/05/2016,TZS,9.5725
08/05/2016,THB,0.7825
08/05/2016,TOP,8.1835
08/05/2016,TTD,4.7879
08/05/2016,TND,3.8966
08/05/2016,TRY,0.4512
08/05/2016,TMM,3.7918
08/05/2016,USD,1
08/05/2016,UGX,8.9446
08/05/2016,UAH,37.3971
08/05/2016,UYU,34.353
08/05/2016,AED,1.3942
08/05/2016,VUV,31.966
08/05/2016,VEB,1.1238
08/05/2016,VND,6.4841
08/05/2016,YER,7.8289
08/05/2016,ZMK,4.6698
08/05/2016,ZWD,5.5854
