date,product,marketPrice
25/08/2014,Moloko Plus,43.37
25/08/2014,Pan-Galactic Gargle Blaster,661.16
25/08/2014,Victory Gin,51.87
25/08/2014,Vesper,354.09
25/08/2014,Duff,335.65
25/08/2014,Dark Planet Cola,73.95
25/08/2014,Slurm,172.84
25/08/2014,Nuka-cola,37.96
25/08/2014,Ent-draught,27.03
25/08/2014,Ambrosia,53.71
25/08/2014,Romulan Ale,117.26
25/08/2014,Astro Boys,1852.9
25/08/2014,Marvins,51.1
25/08/2014,K-9s,77.22
25/08/2014,Autobots,39.53
25/08/2014,Decepticons,65.48
25/08/2014,Golems,15.78
25/08/2014,Master Balls,108.3
25/08/2014,Ultra Balls,60.87
25/08/2014,T-800s,284.33
25/08/2014,T-1000s,68.73
25/08/2014,Flubbers,420.31
25/08/2014,Spyders,136.59
25/08/2014,B-4s,48.23
25/08/2014,Ultrons,184.89
25/08/2014,Ruby Slippers,49.31
25/08/2014,Catbuses,810.19
25/08/2014,Evangelions,461.63
25/08/2014,Behelits,715.0
25/08/2014,Lightsabres,14.09
25/08/2014,Devil Fruits,190.55
25/08/2014,SMILEs,210.84
25/08/2014,Cornballers,225.4
25/08/2014,Sabor de Soledad Chips,181.61
25/08/2014,Red Apple Cigarettes,286.99
25/08/2014,Wonka Bars,234.34
25/08/2014,Bags of Holding,338.97
25/08/2014,Sending Stones,954.35
25/08/2014,Elder Wands,280.28
25/08/2014,Dornish Red,186.21
25/08/2014,Valaryian Steel Bars,178.12
25/08/2014,Dragon Eggs,541.41
25/08/2014,Cranium Inflolinks,102.86
25/08/2014,LiDAR Mark-Trackers,308.65
25/08/2014,Arm Nanoblades,494.07
25/08/2014,Replicants,8.07
25/08/2014,Venom Canisters,153.63
25/08/2014,Atium Bars,162.07
25/08/2014,Otataral Bars,17.76
25/08/2014,Night Dust,233.81
25/08/2014,Dragon Scales,268.7
25/08/2014,Teeth of the Dragon,395.45
25/08/2014,Chunin Headband,168.47
25/08/2014,Djinns,227.25
25/08/2014,Flying Brooms,11.26
25/08/2014,Flying Carpets,176.95
25/08/2014,Mjolnirs,698.05
25/08/2014,Infinity Stones,114.91
25/08/2014,Infinity Gauntlets,12.27
25/08/2014,Repulsor Beams,405.78
25/08/2014,Super Soldier Serums,156.15
25/08/2014,Vibranium Bars,545.81
25/08/2014,Adamantium Bars,183.94
25/08/2014,Mithril Bars,2.12
25/08/2014,Rune Bars,308.93
25/08/2014,True Names,64.28
25/08/2014,Sigils,107.84
25/08/2014,Strongest Potions,67.57
25/08/2014,Knightmare Frames,514.77
25/08/2014,Mirrors of Erised,481.49
25/08/2014,Pensieves,74.36
25/08/2014,Veritaserums,420.82
25/08/2014,Felix Felicis,309.57
25/08/2014,Horcuxes,202.5
25/08/2014,Philosopher Stones,85.03
25/08/2014,Sorceror Stones,22.07
25/08/2014,Dragon Balls,52.71
25/08/2014,Wind Shurikens,95.45
25/08/2014,Time Turners,416.68
25/08/2014,Moranth Burners,419.01
25/08/2014,Moranth Crackers,143.32
25/08/2014,Moranth Cussers,285.32
25/08/2014,Moranth Flamers,245.27
25/08/2014,Moranth Melters,154.36
25/08/2014,Moranth Shapers,106.89
25/08/2014,Moranth Smokers,96.82
25/08/2014,Finnests,160.48
25/08/2014,Terondais,223.8
25/08/2014,White Gold Rings,108.96
25/08/2014,Hurtloam,240.74
25/08/2014,Rare Candies,102.43
25/08/2014,PP Ups,415.04
25/08/2014,Phoenix Downs,13.72
25/08/2014,Zanpakutos,8.43
25/08/2014,Sensu Beans,270.47
25/08/2014,Namekian Spring Water,14.26
25/08/2014,Australium Bars,88.99
25/08/2014,Aether Tanks,17.74
25/08/2014,Mana Ore,97.46
25/08/2014,Dilithium Crystals,278.58
25/08/2014,Dust Cannisters,418.79
25/08/2014,Energon Cubes,749.13
25/08/2014,Jumbonium Atoms,215.29
25/08/2014,Katchin Bars,19.06
25/08/2014,Krytonite Ore,256.87
25/08/2014,Nanomachines,221.47
25/08/2014,Octiron Bars,204.3
25/08/2014,Redstone Blocks,487.16
25/08/2014,Seastone Cuffs,95.19
25/08/2014,Z-crystals,233.7
25/08/2014,Digivices,103.28
25/08/2014,Pym Particles,16.78
25/08/2014,Wild Card Virus Vials,54.43
25/08/2014,Tachyons,261.33
25/08/2014,Hope,227.25
25/08/2014,Decks of Many Things,166.27
25/08/2014,Golden Fleeces,108.51
25/08/2014,Argonaughts,419.77
25/08/2014,Vestiges,642.94
25/08/2014,Tricorders,146.24
25/08/2014,Replicators,82.46
25/08/2014,Transporters,287.25
25/08/2014,Sonic Screwdrivers,251.97
25/08/2014,Holy Grails,453.7
25/08/2014,Nails of Helena,318.8
25/08/2014,Shrouds of Turin,352.01
25/08/2014,Hoverboards,25.38
25/08/2014,Holodecks,207.64
25/08/2014,Neuralizers,157.89
25/08/2014,Symbiotes,235.3
25/08/2014,Meow Meow Beans,370.58
25/08/2014,6IV Shiny Dittos,509.85
25/08/2014,Holy Hand Grenades,225.88
25/08/2014,Alpha-Omega Bombs,882.08
25/08/2014,Fatmans,67.14
25/08/2014,BFG 9000s,111.96
25/08/2014,Noisy Crickets,107.89
25/08/2014,Lawgivers,103.8
25/08/2014,Phasers,223.44
25/08/2014,Pulse Rifles,26.21
25/08/2014,Vorpal Swords,232.39
