date,currency,valueInUSD
23/02/2017,AFN,12.1408
23/02/2017,ALL,2.04
23/02/2017,DZD,5.9083
23/02/2017,AOA,5.9344
23/02/2017,ARS,15.1662
23/02/2017,AMD,7.9742
23/02/2017,AWG,4.9718
23/02/2017,AUD,50.7384
23/02/2017,AZN,4.4842
23/02/2017,BSD,5.2267
23/02/2017,BHD,3.3279
23/02/2017,BDT,7.0627
23/02/2017,BBD,54.9585
23/02/2017,BYR,6.2296
23/02/2017,BZD,6.8648
23/02/2017,BMD,1.2215
23/02/2017,BTN,7.107
23/02/2017,BOB,32.9126
23/02/2017,BAM,0.275
23/02/2017,BWP,4.1661
23/02/2017,BRL,12.6095
23/02/2017,GBP,11.9871
23/02/2017,BND,0.2794
23/02/2017,BGN,0.0869
23/02/2017,BIF,1.0426
23/02/2017,XOF,6.1622
23/02/2017,XAF,2.6669
23/02/2017,XPF,0.2418
23/02/2017,KHR,1.7187
23/02/2017,CAD,15.7174
23/02/2017,CVE,9.8666
23/02/2017,KYD,8.6475
23/02/2017,CLP,7.7237
23/02/2017,CNY,7.1709
23/02/2017,COP,53.0427
23/02/2017,KMF,3.7226
23/02/2017,CDF,0.2118
23/02/2017,CRC,0.7904
23/02/2017,HRK,186.795
23/02/2017,CUC,6.5057
23/02/2017,CUP,2.0457
23/02/2017,CZK,3.0774
23/02/2017,DKK,1.1078
23/02/2017,DJF,7.2193
23/02/2017,DOP,6.3397
23/02/2017,XCD,24.0159
23/02/2017,EGP,4.1347
23/02/2017,SVC,2.8811
23/02/2017,ETB,9.9348
23/02/2017,FKP,5.3152
23/02/2017,FJD,9.763
23/02/2017,GMD,10.8364
23/02/2017,GEL,5.3847
23/02/2017,GHS,7.3874
23/02/2017,GIP,9.4654
23/02/2017,GTQ,0.5375
23/02/2017,GNF,144.4661
23/02/2017,GYD,4.0286
23/02/2017,HTG,19.4051
23/02/2017,HNL,2.5524
23/02/2017,HKD,3.7224
23/02/2017,HUF,3.4645
23/02/2017,ISK,2.0014
23/02/2017,INR,27.7982
23/02/2017,IDR,5.3972
23/02/2017,IRR,10.7497
23/02/2017,IQD,13.285
23/02/2017,ILS,7.3558
23/02/2017,JMD,0.7636
23/02/2017,JPY,0.0398
23/02/2017,JOD,2.1601
23/02/2017,KZT,3.4406
23/02/2017,KES,6.6424
23/02/2017,KWD,4.716
23/02/2017,KGS,6.2598
23/02/2017,LAK,2.805
23/02/2017,LBP,11.4726
23/02/2017,LSL,3.0125
23/02/2017,LRD,3.5041
23/02/2017,LYD,13.6672
23/02/2017,MOP,0.9837
23/02/2017,MKD,4.2651
23/02/2017,MGA,5.3657
23/02/2017,MWK,6.0017
23/02/2017,MYR,32.944
23/02/2017,MVR,5.9058
23/02/2017,MRO,3.0391
23/02/2017,MUR,66.3086
23/02/2017,MXN,5.7146
23/02/2017,MDL,6.7413
23/02/2017,MNT,0.1084
23/02/2017,MAD,2.0322
23/02/2017,MZN,5.7929
23/02/2017,MMK,3.8006
23/02/2017,ANG,7.3729
23/02/2017,NAD,1.5988
23/02/2017,NPR,0.666
23/02/2017,NZD,2.4132
23/02/2017,NIO,1.9198
23/02/2017,NGN,0.1557
23/02/2017,KPW,1.7231
23/02/2017,NOK,1.0493
23/02/2017,OMR,5.399
23/02/2017,PKR,10.8425
23/02/2017,PAB,10.8682
23/02/2017,PGK,3.3364
23/02/2017,PYG,6.2137
23/02/2017,PEN,0.269
23/02/2017,PHP,99.004
23/02/2017,PLN,0.2901
23/02/2017,QAR,2.2403
23/02/2017,RON,1.7242
23/02/2017,RUB,12.8292
23/02/2017,RWF,4.6079
23/02/2017,WST,2.3644
23/02/2017,STD,4.0778
23/02/2017,SAR,6.2012
23/02/2017,RSD,0.8909
23/02/2017,SCR,4.3546
23/02/2017,SLL,2.7437
23/02/2017,SGD,7.2115
23/02/2017,SBD,8.2901
23/02/2017,SOS,1.9669
23/02/2017,ZAR,5.2999
23/02/2017,KRW,0.1938
23/02/2017,LKR,1.7518
23/02/2017,SHP,3.1419
23/02/2017,SDG,6.8919
23/02/2017,SRD,3.3726
23/02/2017,SZL,4.5285
23/02/2017,SEK,3.9137
23/02/2017,CHF,11.178
23/02/2017,SYP,5.1148
23/02/2017,TWD,420.0862
23/02/2017,TZS,10.1938
23/02/2017,THB,0.8283
23/02/2017,TOP,8.0052
23/02/2017,TTD,4.0801
23/02/2017,TND,4.471
23/02/2017,TRY,0.4414
23/02/2017,TMM,3.5602
23/02/2017,USD,1
23/02/2017,UGX,6.9593
23/02/2017,UAH,34.0225
23/02/2017,UYU,30.9925
23/02/2017,AED,1.2349
23/02/2017,VUV,29.739
23/02/2017,VEB,1.1787
23/02/2017,VND,6.3106
23/02/2017,YER,7.9983
23/02/2017,ZMK,4.5559
23/02/2017,ZWD,5.1237
