date,product,marketPrice
01/03/2013,Moloko Plus,52.46
01/03/2013,Pan-Galactic Gargle Blaster,586.53
01/03/2013,Victory Gin,33.76
01/03/2013,Vesper,342.1
01/03/2013,Duff,293.2
01/03/2013,Dark Planet Cola,68.0
01/03/2013,Slurm,154.11
01/03/2013,Nuka-cola,37.7
01/03/2013,Ent-draught,31.01
01/03/2013,Ambrosia,57.84
01/03/2013,Romulan Ale,107.06
01/03/2013,Astro Boys,1014.52
01/03/2013,Marvins,62.63
01/03/2013,K-9s,128.67
01/03/2013,Autobots,43.77
01/03/2013,Decepticons,61.37
01/03/2013,Golems,13.94
01/03/2013,Master Balls,108.78
01/03/2013,Ultra Balls,69.63
01/03/2013,T-800s,299.3
01/03/2013,T-1000s,85.58
01/03/2013,Flubbers,431.25
01/03/2013,Spyders,176.55
01/03/2013,B-4s,35.89
01/03/2013,Ultrons,236.78
01/03/2013,Ruby Slippers,46.58
01/03/2013,Catbuses,743.74
01/03/2013,Evangelions,460.22
01/03/2013,Behelits,952.76
01/03/2013,Lightsabres,13.83
01/03/2013,Devil Fruits,196.62
01/03/2013,SMILEs,233.12
01/03/2013,Cornballers,268.96
01/03/2013,Sabor de Soledad Chips,146.94
01/03/2013,Red Apple Cigarettes,424.08
01/03/2013,Wonka Bars,213.15
01/03/2013,Bags of Holding,337.85
01/03/2013,Sending Stones,619.77
01/03/2013,Elder Wands,323.29
01/03/2013,Dornish Red,218.59
01/03/2013,Valaryian Steel Bars,233.48
01/03/2013,Dragon Eggs,584.19
01/03/2013,Cranium Inflolinks,163.18
01/03/2013,LiDAR Mark-Trackers,321.8
01/03/2013,Arm Nanoblades,444.31
01/03/2013,Replicants,12.54
01/03/2013,Venom Canisters,120.02
01/03/2013,Atium Bars,116.7
01/03/2013,Otataral Bars,17.85
01/03/2013,Night Dust,256.34
01/03/2013,Dragon Scales,262.13
01/03/2013,Teeth of the Dragon,502.16
01/03/2013,Chunin Headband,150.23
01/03/2013,Djinns,172.19
01/03/2013,Flying Brooms,12.0
01/03/2013,Flying Carpets,210.18
01/03/2013,Mjolnirs,662.43
01/03/2013,Infinity Stones,125.52
01/03/2013,Infinity Gauntlets,16.39
01/03/2013,Repulsor Beams,409.64
01/03/2013,Super Soldier Serums,120.54
01/03/2013,Vibranium Bars,400.72
01/03/2013,Adamantium Bars,161.15
01/03/2013,Mithril Bars,2.95
01/03/2013,Rune Bars,363.82
01/03/2013,True Names,100.08
01/03/2013,Sigils,125.03
01/03/2013,Strongest Potions,80.43
01/03/2013,Knightmare Frames,301.46
01/03/2013,Mirrors of Erised,369.51
01/03/2013,Pensieves,73.2
01/03/2013,Veritaserums,442.34
01/03/2013,Felix Felicis,418.78
01/03/2013,Horcuxes,181.75
01/03/2013,Philosopher Stones,106.52
01/03/2013,Sorceror Stones,21.49
01/03/2013,Dragon Balls,72.36
01/03/2013,Wind Shurikens,117.99
01/03/2013,Time Turners,382.84
01/03/2013,Moranth Burners,313.5
01/03/2013,Moranth Crackers,131.2
01/03/2013,Moranth Cussers,153.72
01/03/2013,Moranth Flamers,375.37
01/03/2013,Moranth Melters,208.04
01/03/2013,Moranth Shapers,94.27
01/03/2013,Moranth Smokers,95.22
01/03/2013,Finnests,150.99
01/03/2013,Terondais,184.85
01/03/2013,White Gold Rings,102.54
01/03/2013,Hurtloam,303.13
01/03/2013,Rare Candies,113.52
01/03/2013,PP Ups,355.68
01/03/2013,Phoenix Downs,14.84
01/03/2013,Zanpakutos,10.15
01/03/2013,Sensu Beans,410.37
01/03/2013,Namekian Spring Water,16.17
01/03/2013,Australium Bars,121.84
01/03/2013,Aether Tanks,27.18
01/03/2013,Mana Ore,99.69
01/03/2013,Dilithium Crystals,346.54
01/03/2013,Dust Cannisters,534.16
01/03/2013,Energon Cubes,545.63
01/03/2013,Jumbonium Atoms,223.38
01/03/2013,Katchin Bars,21.7
01/03/2013,Krytonite Ore,341.38
01/03/2013,Nanomachines,269.62
01/03/2013,Octiron Bars,207.85
01/03/2013,Redstone Blocks,410.81
01/03/2013,Seastone Cuffs,77.69
01/03/2013,Z-crystals,224.25
01/03/2013,Digivices,98.73
01/03/2013,Pym Particles,13.42
01/03/2013,Wild Card Virus Vials,48.35
01/03/2013,Tachyons,233.36
01/03/2013,Hope,207.22
01/03/2013,Decks of Many Things,232.29
01/03/2013,Golden Fleeces,149.14
01/03/2013,Argonaughts,356.76
01/03/2013,Vestiges,475.06
01/03/2013,Tricorders,143.36
01/03/2013,Replicators,84.72
01/03/2013,Transporters,276.68
01/03/2013,Sonic Screwdrivers,239.86
01/03/2013,Holy Grails,367.06
