date,companyID,stockPrice
31/10/2014,QETH27,2.61
31/10/2014,DVVB31,184.71
31/10/2014,EMNK67,131.7
31/10/2014,KTLA69,113.19
31/10/2014,EIWJ22,45.79
31/10/2014,SFZS08,91.78
31/10/2014,YSSR29,50.23
31/10/2014,SWGF93,25.52
31/10/2014,YTAI13,158.27
31/10/2014,NGBA40,99.04
31/10/2014,CMZC67,61.55
31/10/2014,PJKH65,16.78
31/10/2014,HWHS51,310.82
31/10/2014,ZBIO05,16.27
31/10/2014,YWMD69,163.7
31/10/2014,EPZN28,54.72
31/10/2014,VAHJ53,90.1
31/10/2014,HWJF09,228.25
31/10/2014,AGBH66,127.05
31/10/2014,TFLS35,29.9
31/10/2014,VPTI00,51.06
31/10/2014,FORM54,15.43
31/10/2014,QLCE04,104.85
31/10/2014,WIZJ73,8.88
31/10/2014,UFAY59,113.74
31/10/2014,DJNE62,110.0
31/10/2014,GBEZ65,121.16
31/10/2014,SXHU74,85.04
31/10/2014,DOGG07,28.84
31/10/2014,HPTP65,202.69
31/10/2014,GIWG34,3.44
31/10/2014,QHXJ50,113.11
31/10/2014,ERHJ34,290.41
31/10/2014,ZEHM52,49.99
31/10/2014,TBVE46,160.13
31/10/2014,RJUD59,11.3
31/10/2014,PKBF70,188.72
31/10/2014,BPLN25,136.99
31/10/2014,WVEI17,83.59
31/10/2014,VESX21,160.25
31/10/2014,UWUK72,77.26
31/10/2014,SHXQ48,88.88
31/10/2014,TRFG21,3.12
31/10/2014,SEKK26,73.67
31/10/2014,EKXA24,64.03
31/10/2014,PNFK78,273.85
31/10/2014,HFLM11,138.72
31/10/2014,VIMV38,328.03
31/10/2014,DDIB11,16.98
31/10/2014,LBKT00,6.55
31/10/2014,WVHK10,137.54
31/10/2014,EWUY52,249.65
31/10/2014,UHOG52,40.77
31/10/2014,GYWU23,27.72
31/10/2014,THJF58,20.3
31/10/2014,QAZT26,258.66
31/10/2014,MEOQ86,5.05
31/10/2014,KKZA87,29.71
31/10/2014,CQPJ57,50.0
31/10/2014,SAAM06,135.06
31/10/2014,QOKP03,646.39
31/10/2014,LKPN86,45.29
31/10/2014,SFEO61,4.49
31/10/2014,OKYS51,12.7
31/10/2014,MHFC34,97.35
31/10/2014,UIKN63,150.44
31/10/2014,CIXF70,45.98
31/10/2014,WYFO79,93.42
31/10/2014,SBUT62,67.49
31/10/2014,DREA89,47.02
31/10/2014,RNZB01,7.11
31/10/2014,ZFHD93,82.63
31/10/2014,NFAH30,263.99
31/10/2014,KUWI70,13.96
31/10/2014,CVMG22,45.92
31/10/2014,HSWX88,25.89
31/10/2014,VLJL11,266.4
31/10/2014,VCSF07,41.35
31/10/2014,IIZF28,98.56
31/10/2014,VVXA11,212.94
31/10/2014,BDBU00,82.91
31/10/2014,FTFI87,179.91
31/10/2014,DNIL23,180.79
31/10/2014,ZVEN26,34.44
31/10/2014,CBOX52,273.71
31/10/2014,LIIS96,114.75
31/10/2014,FDWI64,15.38
31/10/2014,NCYN50,10.44
31/10/2014,MRAH32,123.69
31/10/2014,FGVK43,24.05
31/10/2014,IJPI82,69.87
31/10/2014,AHMZ79,176.63
31/10/2014,TVQQ54,61.2
31/10/2014,SUOX82,132.36
31/10/2014,QODV38,99.73
31/10/2014,TGZI54,357.93
31/10/2014,BMRZ75,249.96
31/10/2014,QWOA67,147.05
31/10/2014,UEVD88,381.88
31/10/2014,ITTS26,219.24
