date,product,marketPrice
27/05/2011,Moloko Plus,60.25
27/05/2011,Pan-Galactic Gargle Blaster,518.91
27/05/2011,Victory Gin,45.2
27/05/2011,Vesper,452.85
27/05/2011,Duff,325.32
27/05/2011,Dark Planet Cola,127.09
27/05/2011,Slurm,161.57
27/05/2011,Nuka-cola,37.43
27/05/2011,Ent-draught,35.94
27/05/2011,Ambrosia,43.24
27/05/2011,Romulan Ale,116.03
27/05/2011,Astro Boys,772.06
27/05/2011,Marvins,69.15
27/05/2011,K-9s,252.99
27/05/2011,Autobots,66.73
27/05/2011,Decepticons,58.34
27/05/2011,Golems,16.22
27/05/2011,Master Balls,162.23
27/05/2011,Ultra Balls,120.43
27/05/2011,T-800s,293.73
27/05/2011,T-1000s,119.94
27/05/2011,Flubbers,351.74
27/05/2011,Spyders,148.38
27/05/2011,B-4s,37.71
27/05/2011,Ultrons,206.08
27/05/2011,Ruby Slippers,64.43
27/05/2011,Catbuses,565.21
27/05/2011,Evangelions,316.84
27/05/2011,Behelits,522.14
27/05/2011,Lightsabres,9.99
27/05/2011,Devil Fruits,224.87
27/05/2011,SMILEs,282.93
27/05/2011,Cornballers,212.76
27/05/2011,Sabor de Soledad Chips,84.55
27/05/2011,Red Apple Cigarettes,351.15
27/05/2011,Wonka Bars,306.36
27/05/2011,Bags of Holding,302.51
27/05/2011,Sending Stones,569.64
27/05/2011,Elder Wands,331.19
27/05/2011,Dornish Red,265.16
27/05/2011,Valaryian Steel Bars,372.63
27/05/2011,Dragon Eggs,473.44
27/05/2011,Cranium Inflolinks,196.81
27/05/2011,LiDAR Mark-Trackers,514.91
27/05/2011,Arm Nanoblades,445.17
27/05/2011,Replicants,22.44
27/05/2011,Venom Canisters,115.58
27/05/2011,Atium Bars,141.3
27/05/2011,Otataral Bars,15.65
27/05/2011,Night Dust,316.89
27/05/2011,Dragon Scales,346.64
27/05/2011,Teeth of the Dragon,614.38
27/05/2011,Chunin Headband,175.45
27/05/2011,Djinns,301.07
27/05/2011,Flying Brooms,8.56
27/05/2011,Flying Carpets,186.37
27/05/2011,Mjolnirs,624.28
27/05/2011,Infinity Stones,206.98
27/05/2011,Infinity Gauntlets,9.97
27/05/2011,Repulsor Beams,526.07
27/05/2011,Super Soldier Serums,173.81
27/05/2011,Vibranium Bars,362.08
27/05/2011,Adamantium Bars,207.07
27/05/2011,Mithril Bars,2.37
27/05/2011,Rune Bars,280.79
27/05/2011,True Names,103.26
27/05/2011,Sigils,183.01
27/05/2011,Strongest Potions,97.34
27/05/2011,Knightmare Frames,346.92
27/05/2011,Mirrors of Erised,387.64
27/05/2011,Pensieves,77.57
27/05/2011,Veritaserums,508.91
27/05/2011,Felix Felicis,376.2
27/05/2011,Horcuxes,360.25
27/05/2011,Philosopher Stones,137.01
27/05/2011,Sorceror Stones,27.08
27/05/2011,Dragon Balls,99.32
27/05/2011,Wind Shurikens,109.76
27/05/2011,Time Turners,508.37
27/05/2011,Moranth Burners,337.71
27/05/2011,Moranth Crackers,155.32
27/05/2011,Moranth Cussers,218.16
27/05/2011,Moranth Flamers,329.62
27/05/2011,Moranth Melters,344.14
27/05/2011,Moranth Shapers,109.31
27/05/2011,Moranth Smokers,132.13
27/05/2011,Finnests,126.34
27/05/2011,Terondais,279.83
27/05/2011,White Gold Rings,118.96
27/05/2011,Hurtloam,304.06
27/05/2011,Rare Candies,193.71
27/05/2011,PP Ups,500.34
27/05/2011,Phoenix Downs,24.69
27/05/2011,Zanpakutos,11.61
27/05/2011,Sensu Beans,242.52
27/05/2011,Namekian Spring Water,10.55
27/05/2011,Australium Bars,215.82
27/05/2011,Aether Tanks,22.8
27/05/2011,Mana Ore,132.23
27/05/2011,Dilithium Crystals,539.06
27/05/2011,Dust Cannisters,381.11
27/05/2011,Energon Cubes,424.1
27/05/2011,Jumbonium Atoms,165.3
27/05/2011,Katchin Bars,16.49
27/05/2011,Krytonite Ore,283.1
27/05/2011,Nanomachines,262.4
27/05/2011,Octiron Bars,264.96
27/05/2011,Redstone Blocks,390.78
27/05/2011,Seastone Cuffs,78.07
27/05/2011,Z-crystals,176.67
27/05/2011,Digivices,67.81
27/05/2011,Pym Particles,9.24
27/05/2011,Wild Card Virus Vials,47.16
27/05/2011,Tachyons,221.46
27/05/2011,Hope,239.67
27/05/2011,Decks of Many Things,258.82
27/05/2011,Golden Fleeces,216.17
27/05/2011,Argonaughts,222.33
27/05/2011,Vestiges,367.92
27/05/2011,Tricorders,136.43
27/05/2011,Replicators,89.79
27/05/2011,Transporters,474.56
27/05/2011,Sonic Screwdrivers,195.47
27/05/2011,Holy Grails,235.13
27/05/2011,Nails of Helena,391.07
27/05/2011,Shrouds of Turin,265.45
27/05/2011,Hoverboards,43.75
27/05/2011,Holodecks,140.45
27/05/2011,Neuralizers,299.95
27/05/2011,Symbiotes,167.85
27/05/2011,Meow Meow Beans,469.85
27/05/2011,6IV Shiny Dittos,469.33
27/05/2011,Holy Hand Grenades,127.19
27/05/2011,Alpha-Omega Bombs,394.26
27/05/2011,Fatmans,109.11
27/05/2011,BFG 9000s,116.85
27/05/2011,Noisy Crickets,232.1
27/05/2011,Lawgivers,77.07
27/05/2011,Phasers,204.19
27/05/2011,Pulse Rifles,29.32
27/05/2011,Vorpal Swords,232.81
27/05/2011,Sausages inna bun,8.21
27/05/2011,Gundams,426.06
27/05/2011,HALs,475.94
27/05/2011,Agents,115.45
27/05/2011,Pipboys,135.61
27/05/2011,Scouters,63.6
27/05/2011,Daemons,405.38
27/05/2011,Pacts,83.61
27/05/2011,Souls,119.33
27/05/2011,Key of Kings,190.48
27/05/2011,Horns of Gondor,363.86
27/05/2011,Excalibers,39.83
27/05/2011,Thousand Sunnys,283.93
27/05/2011,Ampules,366.45
27/05/2011,Badgers,492.52
27/05/2011,Blinds,130.29
27/05/2011,Butterflys,237.02
27/05/2011,Cancellers,378.95
27/05/2011,Carpenters,129.23
27/05/2011,Centipedes,337.03
27/05/2011,Chainsaws,63.8
27/05/2011,Cocoons,236.69
27/05/2011,Drops,384.95
27/05/2011,Diverseys,212.16
27/05/2011,Fridays,156.59
27/05/2011,Full Faces,572.02
27/05/2011,Fumbles,242.02
27/05/2011,Gauntlets,264.25
27/05/2011,Javelins,281.86
27/05/2011,Lavenders,367.62
27/05/2011,Beams,30.66
