dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
01/01/2010 00:00,XIUIJKCS30132829,Stocks,JCWS17,OCQF34,1887840.0,USD,9000,09/01/2013,209.76,USD,188.91
01/01/2010 00:00,ATJJYBUN16731439,Evangelions,FYYD57,NGBA40,99160.0,USD,400,02/08/2011,247.9,USD,266.27
01/01/2010 00:00,PAJGRLAP14547188,Hearts of Onaga,THJF58,RJUD59,201845.0,USD,500,15/11/2015,403.69,USD,328.11
01/01/2010 00:00,SGOHGMUH72640160,Blue Fire Powder,EDYH00,CIXF70,109430.0,USD,1000,11/02/2011,109.43,USD,114.1
01/01/2010 00:00,UTCJBJMT46237586,Fire Flowers,IBLA29,TQSJ85,3969800.0,USD,10000,12/06/2014,396.98,USD,418.93
01/01/2010 00:00,XKSFYGDS84061024,Stocks,FYYD57,NCCX02,185814.0,USD,900,23/03/2015,206.46,USD,208.32
01/01/2010 00:00,EYDQOSSZ49385302,Elven Mithril Coats,VCSF07,SWGF93,274635.0,USD,900,26/01/2013,305.15,USD,253.5
01/01/2010 00:00,VBNPNIYF56081937,Focus Sashes,SXTM39,SZRJ90,14276.0,USD,200,27/10/2012,71.38,USD,81.45
01/01/2010 00:00,ZLWNORBE76529913,Samehadas,QLMY86,ZMLP81,61728.0,USD,200,06/12/2012,308.64,USD,282.6
01/01/2010 00:01,KQZDBVZC30861511,Falco Disks,TBVE46,CBOX52,14756776.65,GBP,10000,07/06/2013,162.55,USD,1637.69
01/01/2010 00:01,MXITQEES00953696,Cainhurst Badges,OPZI26,UIKN63,3408650.0,USD,7000,23/07/2011,486.95,USD,604.62
01/01/2010 00:01,IGRDRQOL31538236,Digi-eggs,DDIB11,BBAX06,10722934.44,CNY,10000,19/09/2014,150.51,USD,985.75
01/01/2010 00:01,CQJMZGRX44075274,Red Shells,CMZC67,THJF58,8995.54,BGN,1000,08/08/2015,75.72,USD,9.79
01/01/2010 00:01,YTPBVJPZ78936411,Wind Shurikens,YTAI13,CMOI26,1095210.0,USD,9000,18/10/2015,1174.16,FJD,106.44
01/01/2010 00:02,TGXQTSYN06439388,Stocks,SFEO61,RJUD59,4590.0,USD,600,06/08/2013,7.65,USD,7.37
01/01/2010 00:02,RCYEYGCH57259587,Magic Markers,MHFC34,WWNS72,207425.6,NIO,500,29/05/2013,225.88,USD,455.61
01/01/2010 00:02,YDHYECMP25553270,Gadgebot Upgrade Chips,SAAM06,SEKK26,87453.0,USD,900,07/06/2014,97.17,USD,81.7
