date,currency,valueInUSD
24/01/2010,AFN,10.2274
24/01/2010,ALL,2.0579
24/01/2010,DZD,3.7965
24/01/2010,AOA,5.8764
24/01/2010,ARS,27.5205
24/01/2010,AMD,8.4643
24/01/2010,AWG,8.8357
24/01/2010,AUD,70.4429
24/01/2010,AZN,5.3618
24/01/2010,BSD,5.8479
24/01/2010,BHD,2.8887
24/01/2010,BDT,7.0488
24/01/2010,BBD,80.5402
24/01/2010,BYR,6.8892
24/01/2010,BZD,5.1458
24/01/2010,BMD,1.04
24/01/2010,BTN,7.4592
24/01/2010,BOB,33.5856
24/01/2010,BAM,0.344
24/01/2010,BWP,2.696
24/01/2010,BRL,9.5816
24/01/2010,GBP,9.1047
24/01/2010,BND,0.2983
24/01/2010,BGN,0.1166
24/01/2010,BIF,2.1793
24/01/2010,XOF,6.4495
24/01/2010,XAF,5.0881
24/01/2010,XPF,0.4007
24/01/2010,KHR,4.3267
24/01/2010,CAD,28.1244
24/01/2010,CVE,9.342
24/01/2010,KYD,8.4248
24/01/2010,CLP,9.0833
24/01/2010,CNY,7.5469
24/01/2010,COP,60.8884
24/01/2010,KMF,5.9683
24/01/2010,CDF,0.2109
24/01/2010,CRC,1.4257
24/01/2010,HRK,91.2469
24/01/2010,CUC,5.7364
24/01/2010,CUP,2.6187
24/01/2010,CZK,4.7655
24/01/2010,DKK,1.3672
24/01/2010,DJF,8.2168
24/01/2010,DOP,7.5046
24/01/2010,XCD,48.0262
24/01/2010,EGP,6.2457
24/01/2010,SVC,4.2419
24/01/2010,ETB,13.5118
24/01/2010,FKP,9.3745
24/01/2010,FJD,9.6137
24/01/2010,GMD,9.6777
24/01/2010,GEL,4.8759
24/01/2010,GHS,8.9375
24/01/2010,GIP,7.3542
24/01/2010,GTQ,0.707
24/01/2010,GNF,95.0812
24/01/2010,GYD,3.8731
24/01/2010,HTG,26.0878
24/01/2010,HNL,3.4535
24/01/2010,HKD,3.7685
24/01/2010,HUF,2.9793
24/01/2010,ISK,3.291
24/01/2010,INR,36.8211
24/01/2010,IDR,6.3174
24/01/2010,IRR,9.2865
24/01/2010,IQD,9.7832
24/01/2010,ILS,8.7189
24/01/2010,JMD,0.8904
24/01/2010,JPY,0.0517
24/01/2010,JOD,2.6958
24/01/2010,KZT,3.8245
24/01/2010,KES,5.3648
24/01/2010,KWD,8.0045
24/01/2010,KGS,7.4525
24/01/2010,LAK,8.405
24/01/2010,LBP,8.7771
24/01/2010,LSL,2.0761
24/01/2010,LRD,6.1763
24/01/2010,LYD,12.9003
24/01/2010,MOP,1.1584
24/01/2010,MKD,6.0573
24/01/2010,MGA,5.7227
24/01/2010,MWK,9.8038
24/01/2010,MYR,52.4081
24/01/2010,MVR,7.1429
24/01/2010,MRO,2.1849
24/01/2010,MUR,95.1178
24/01/2010,MXN,4.7034
24/01/2010,MDL,8.3486
24/01/2010,MNT,0.2108
24/01/2010,MAD,2.1918
24/01/2010,MZN,9.0493
24/01/2010,MMK,2.6047
24/01/2010,ANG,7.5469
24/01/2010,NAD,3.6654
24/01/2010,NPR,1.4225
24/01/2010,NZD,2.7546
24/01/2010,NIO,1.7597
24/01/2010,NGN,0.1518
24/01/2010,KPW,2.8575
24/01/2010,NOK,1.2499
24/01/2010,OMR,4.0553
24/01/2010,PKR,8.4238
24/01/2010,PAB,12.1973
24/01/2010,PGK,2.3954
24/01/2010,PYG,8.8559
24/01/2010,PEN,0.3265
24/01/2010,PHP,71.521
24/01/2010,PLN,0.2185
24/01/2010,QAR,2.9415
24/01/2010,RON,1.3404
24/01/2010,RUB,9.7705
24/01/2010,RWF,6.8247
24/01/2010,WST,2.0324
24/01/2010,STD,4.939
24/01/2010,SAR,6.6568
24/01/2010,RSD,1.2306
24/01/2010,SCR,3.5607
24/01/2010,SLL,3.7009
24/01/2010,SGD,4.2148
24/01/2010,SBD,8.3007
24/01/2010,SOS,3.0498
24/01/2010,ZAR,5.9915
24/01/2010,KRW,0.4112
24/01/2010,LKR,1.7851
24/01/2010,SHP,5.5832
24/01/2010,SDG,6.6724
24/01/2010,SRD,6.9266
24/01/2010,SZL,5.2749
24/01/2010,SEK,4.3565
24/01/2010,CHF,8.5654
24/01/2010,SYP,5.4177
24/01/2010,TWD,433.4414
24/01/2010,TZS,8.5834
24/01/2010,THB,0.9926
24/01/2010,TOP,6.6053
24/01/2010,TTD,4.4775
24/01/2010,TND,7.6125
24/01/2010,TRY,1.0361
24/01/2010,TMM,4.2001
24/01/2010,USD,1
24/01/2010,UGX,9.7929
24/01/2010,UAH,32.9207
24/01/2010,UYU,46.3202
24/01/2010,AED,1.1948
24/01/2010,VUV,27.4693
24/01/2010,VEB,1.7094
24/01/2010,VND,8.9821
24/01/2010,YER,6.8374
24/01/2010,ZMK,6.8143
24/01/2010,ZWD,6.1808
