date,currency,valueInUSD
15/12/2017,AFN,16.1873
15/12/2017,ALL,1.6601
15/12/2017,DZD,4.5312
15/12/2017,AOA,5.6694
15/12/2017,ARS,16.0083
15/12/2017,AMD,8.4516
15/12/2017,AWG,4.5609
15/12/2017,AUD,55.8961
15/12/2017,AZN,4.9239
15/12/2017,BSD,4.9458
15/12/2017,BHD,3.5641
15/12/2017,BDT,5.9565
15/12/2017,BBD,55.1368
15/12/2017,BYR,6.8328
15/12/2017,BZD,6.9273
15/12/2017,BMD,1.1427
15/12/2017,BTN,8.0985
15/12/2017,BOB,29.819
15/12/2017,BAM,0.3206
15/12/2017,BWP,3.6571
15/12/2017,BRL,11.6865
15/12/2017,GBP,14.0283
15/12/2017,BND,0.3114
15/12/2017,BGN,0.0724
15/12/2017,BIF,1.0898
15/12/2017,XOF,5.8195
15/12/2017,XAF,2.8759
15/12/2017,XPF,0.2482
15/12/2017,KHR,1.531
15/12/2017,CAD,19.3326
15/12/2017,CVE,8.7418
15/12/2017,KYD,8.1129
15/12/2017,CLP,6.7937
15/12/2017,CNY,7.4494
15/12/2017,COP,51.5954
15/12/2017,KMF,4.1199
15/12/2017,CDF,0.1998
15/12/2017,CRC,0.7308
15/12/2017,HRK,170.3236
15/12/2017,CUC,6.3334
15/12/2017,CUP,1.879
15/12/2017,CZK,2.6139
15/12/2017,DKK,1.0822
15/12/2017,DJF,7.5762
15/12/2017,DOP,7.7912
15/12/2017,XCD,25.2456
15/12/2017,EGP,3.2858
15/12/2017,SVC,3.6475
15/12/2017,ETB,8.2906
15/12/2017,FKP,5.645
15/12/2017,FJD,7.9982
15/12/2017,GMD,9.771
15/12/2017,GEL,5.1625
15/12/2017,GHS,7.4216
15/12/2017,GIP,9.6927
15/12/2017,GTQ,0.5139
15/12/2017,GNF,126.6219
15/12/2017,GYD,4.1038
15/12/2017,HTG,18.9742
15/12/2017,HNL,2.4535
15/12/2017,HKD,3.219
15/12/2017,HUF,3.5879
15/12/2017,ISK,2.1509
15/12/2017,INR,32.5934
15/12/2017,IDR,4.451
15/12/2017,IRR,14.8714
15/12/2017,IQD,13.5324
15/12/2017,ILS,7.3674
15/12/2017,JMD,0.8195
15/12/2017,JPY,0.0423
15/12/2017,JOD,2.3266
15/12/2017,KZT,2.9509
15/12/2017,KES,6.6421
15/12/2017,KWD,4.9506
15/12/2017,KGS,5.3821
15/12/2017,LAK,2.3971
15/12/2017,LBP,11.3409
15/12/2017,LSL,3.1378
15/12/2017,LRD,3.9902
15/12/2017,LYD,16.1514
15/12/2017,MOP,0.9849
15/12/2017,MKD,4.6577
15/12/2017,MGA,5.5828
15/12/2017,MWK,6.468
15/12/2017,MYR,31.8008
15/12/2017,MVR,5.4975
15/12/2017,MRO,2.9592
15/12/2017,MUR,68.8307
15/12/2017,MXN,6.705
15/12/2017,MDL,5.8781
15/12/2017,MNT,0.0971
15/12/2017,MAD,2.0031
15/12/2017,MZN,6.1624
15/12/2017,MMK,4.0928
15/12/2017,ANG,6.8635
15/12/2017,NAD,1.3055
15/12/2017,NPR,0.7984
15/12/2017,NZD,2.0606
15/12/2017,NIO,2.1508
15/12/2017,NGN,0.1483
15/12/2017,KPW,1.7514
15/12/2017,NOK,0.9293
15/12/2017,OMR,5.2141
15/12/2017,PKR,10.6118
15/12/2017,PAB,10.3548
15/12/2017,PGK,3.6143
15/12/2017,PYG,6.3947
15/12/2017,PEN,0.3799
15/12/2017,PHP,114.1392
15/12/2017,PLN,0.2434
15/12/2017,QAR,2.2381
15/12/2017,RON,1.7884
15/12/2017,RUB,11.4185
15/12/2017,RWF,5.5193
15/12/2017,WST,2.5191
15/12/2017,STD,4.1979
15/12/2017,SAR,5.6514
15/12/2017,RSD,0.7538
15/12/2017,SCR,3.6068
15/12/2017,SLL,2.0953
15/12/2017,SGD,6.9275
15/12/2017,SBD,8.3467
15/12/2017,SOS,2.6514
15/12/2017,ZAR,5.044
15/12/2017,KRW,0.1904
15/12/2017,LKR,2.1066
15/12/2017,SHP,3.9111
15/12/2017,SDG,7.2576
15/12/2017,SRD,3.0608
15/12/2017,SZL,4.249
15/12/2017,SEK,3.786
15/12/2017,CHF,8.7752
15/12/2017,SYP,5.082
15/12/2017,TWD,400.0451
15/12/2017,TZS,9.7698
15/12/2017,THB,1.0578
15/12/2017,TOP,8.3117
15/12/2017,TTD,4.3971
15/12/2017,TND,3.4625
15/12/2017,TRY,0.5057
15/12/2017,TMM,4.2125
15/12/2017,USD,1
15/12/2017,UGX,6.3888
15/12/2017,UAH,38.1344
15/12/2017,UYU,34.6799
15/12/2017,AED,1.2486
15/12/2017,VUV,27.6338
15/12/2017,VEB,1.0671
15/12/2017,VND,5.4681
15/12/2017,YER,8.4526
15/12/2017,ZMK,4.8505
15/12/2017,ZWD,4.1283
