date,companyID,stockPrice
03/01/2018,QETH27,1.79
03/01/2018,DVVB31,113.68
03/01/2018,EMNK67,119.75
03/01/2018,KTLA69,128.15
03/01/2018,EIWJ22,28.28
03/01/2018,SFZS08,59.82
03/01/2018,YSSR29,31.53
03/01/2018,SWGF93,20.04
03/01/2018,YTAI13,184.32
03/01/2018,NGBA40,148.07
03/01/2018,CMZC67,53.74
03/01/2018,PJKH65,14.28
03/01/2018,HWHS51,218.75
03/01/2018,ZBIO05,10.3
03/01/2018,YWMD69,142.06
03/01/2018,EPZN28,61.85
03/01/2018,VAHJ53,50.45
03/01/2018,HWJF09,471.45
03/01/2018,AGBH66,91.71
03/01/2018,TFLS35,17.15
03/01/2018,VPTI00,60.24
03/01/2018,FORM54,9.87
03/01/2018,QLCE04,120.76
03/01/2018,WIZJ73,9.76
03/01/2018,UFAY59,63.5
03/01/2018,DJNE62,88.13
03/01/2018,GBEZ65,61.12
03/01/2018,SXHU74,63.84
03/01/2018,DOGG07,24.06
03/01/2018,HPTP65,121.33
03/01/2018,GIWG34,2.06
03/01/2018,QHXJ50,135.95
03/01/2018,ERHJ34,496.38
03/01/2018,ZEHM52,44.98
03/01/2018,TBVE46,154.7
03/01/2018,RJUD59,17.44
03/01/2018,PKBF70,188.09
03/01/2018,BPLN25,187.87
03/01/2018,WVEI17,88.93
03/01/2018,VESX21,345.1
03/01/2018,UWUK72,61.36
03/01/2018,SHXQ48,121.8
03/01/2018,TRFG21,3.12
03/01/2018,SEKK26,50.73
03/01/2018,EKXA24,31.53
03/01/2018,PNFK78,274.85
03/01/2018,HFLM11,131.79
03/01/2018,VIMV38,327.04
03/01/2018,DDIB11,26.16
03/01/2018,LBKT00,5.05
03/01/2018,WVHK10,122.51
03/01/2018,EWUY52,306.42
03/01/2018,UHOG52,46.0
03/01/2018,GYWU23,31.28
03/01/2018,THJF58,21.0
03/01/2018,QAZT26,424.85
03/01/2018,MEOQ86,7.02
03/01/2018,KKZA87,40.21
03/01/2018,CQPJ57,49.98
03/01/2018,SAAM06,125.21
03/01/2018,QOKP03,637.54
03/01/2018,LKPN86,66.57
03/01/2018,SFEO61,14.81
03/01/2018,OKYS51,9.76
03/01/2018,MHFC34,129.27
03/01/2018,UIKN63,130.57
03/01/2018,CIXF70,63.85
03/01/2018,WYFO79,165.93
03/01/2018,SBUT62,76.81
03/01/2018,DREA89,41.96
03/01/2018,RNZB01,6.45
03/01/2018,ZFHD93,144.75
03/01/2018,NFAH30,158.85
03/01/2018,KUWI70,11.16
03/01/2018,CVMG22,34.24
03/01/2018,HSWX88,40.41
03/01/2018,VLJL11,176.56
03/01/2018,VCSF07,42.91
03/01/2018,IIZF28,78.34
03/01/2018,VVXA11,200.79
03/01/2018,BDBU00,158.94
03/01/2018,FTFI87,564.98
03/01/2018,DNIL23,229.05
03/01/2018,ZVEN26,31.41
03/01/2018,CBOX52,411.29
03/01/2018,LIIS96,129.97
03/01/2018,FDWI64,14.3
03/01/2018,NCYN50,16.38
03/01/2018,MRAH32,108.41
03/01/2018,FGVK43,10.84
03/01/2018,IJPI82,35.07
03/01/2018,AHMZ79,144.7
03/01/2018,TVQQ54,72.02
03/01/2018,SUOX82,116.21
03/01/2018,QODV38,116.57
03/01/2018,TGZI54,165.39
03/01/2018,BMRZ75,282.25
03/01/2018,QWOA67,164.34
03/01/2018,UEVD88,283.25
03/01/2018,ITTS26,118.94
03/01/2018,ZELV96,13.89
03/01/2018,RFZG50,53.64
03/01/2018,PIFN94,416.12
03/01/2018,YLGZ72,73.16
03/01/2018,ZSXF19,47.05
03/01/2018,IZLM67,85.2
03/01/2018,ORQH73,299.27
03/01/2018,QLMY86,394.07
03/01/2018,VGYT30,257.69
03/01/2018,DGTY64,16.14
03/01/2018,RJCA92,27.79
03/01/2018,JXGF57,188.14
03/01/2018,ZDAI73,183.18
03/01/2018,TKVF94,52.88
03/01/2018,XRBV61,485.91
03/01/2018,QCRG59,253.2
03/01/2018,GZED20,201.76
03/01/2018,VTKE98,83.46
03/01/2018,TYAE14,57.43
03/01/2018,OPET16,4.54
03/01/2018,KEVJ11,23.51
03/01/2018,DBCS17,133.86
03/01/2018,IZTD25,28.72
03/01/2018,KKGI60,96.98
03/01/2018,XHYN07,20.36
03/01/2018,OPZI26,15.85
03/01/2018,HNLV68,52.27
03/01/2018,ZNQA84,155.68
03/01/2018,IBLA29,274.87
03/01/2018,SZRJ90,208.98
03/01/2018,HYSJ42,87.61
03/01/2018,RLZK87,125.12
03/01/2018,NCCX02,627.84
03/01/2018,PVAZ61,139.42
03/01/2018,QBVN33,31.68
03/01/2018,RDBE21,15.8
03/01/2018,FGQR22,7.34
03/01/2018,KKGY69,108.81
03/01/2018,NCXS33,96.91
03/01/2018,NQJL85,35.38
03/01/2018,BBAX06,41.24
03/01/2018,PQSW95,25.69
03/01/2018,VXSM31,111.99
03/01/2018,LAUA80,307.75
03/01/2018,QXFF29,10.13
03/01/2018,LWGE44,5.53
03/01/2018,AMBT33,15.91
03/01/2018,MFZY76,178.88
03/01/2018,BBJG05,163.24
03/01/2018,UACN81,19.88
03/01/2018,NXTO39,117.46
03/01/2018,INIL60,31.94
03/01/2018,MKHA46,292.36
03/01/2018,OUNH49,85.63
03/01/2018,MYXF05,8.6
03/01/2018,GSTD71,72.26
03/01/2018,TQSJ85,525.19
03/01/2018,GGLV00,20.33
03/01/2018,AYIH50,242.06
03/01/2018,RQGG65,46.9
03/01/2018,OHKH76,23.8
03/01/2018,WWNS72,351.86
03/01/2018,SRYE59,2.18
03/01/2018,MFJJ99,35.31
03/01/2018,VVBY18,29.8
03/01/2018,KRRO64,631.66
03/01/2018,JZTC69,162.63
03/01/2018,KRXZ15,183.43
03/01/2018,QMZU44,117.93
03/01/2018,OQXV70,11.68
03/01/2018,FYYD57,121.23
03/01/2018,OCQF34,56.02
03/01/2018,EDYH00,123.37
03/01/2018,ISWT83,161.63
03/01/2018,QBAP68,20.59
03/01/2018,AMRO66,44.26
03/01/2018,YOQG45,56.32
03/01/2018,ESPL27,73.57
03/01/2018,VKMV12,60.72
03/01/2018,FAWI50,152.22
03/01/2018,SMYT95,93.48
03/01/2018,YCZA59,74.45
03/01/2018,ZMLP81,30.1
03/01/2018,MDEQ10,29.17
03/01/2018,JVHD93,11.98
03/01/2018,SXTM39,106.36
03/01/2018,HHFP66,218.85
03/01/2018,JCWS17,117.9
03/01/2018,HHOA99,6.45
03/01/2018,MSHS03,186.9
03/01/2018,YFAM59,76.71
03/01/2018,CAVR54,89.18
03/01/2018,HXDA52,199.82
03/01/2018,PBFW95,97.81
03/01/2018,CMOI26,186.67
03/01/2018,FJOI82,110.56
03/01/2018,WHPS18,47.57
03/01/2018,CUVZ50,110.06
03/01/2018,ZXVX98,46.57
03/01/2018,LIJW00,287.98
03/01/2018,AWYB85,156.88
03/01/2018,DILF10,440.77
