date,companyID,stockPrice
23/04/2011,QETH27,2.84
23/04/2011,DVVB31,217.46
23/04/2011,EMNK67,178.18
23/04/2011,KTLA69,152.29
23/04/2011,EIWJ22,128.54
23/04/2011,SFZS08,210.08
23/04/2011,YSSR29,58.19
23/04/2011,SWGF93,40.27
23/04/2011,YTAI13,102.06
23/04/2011,NGBA40,134.92
23/04/2011,CMZC67,70.44
23/04/2011,PJKH65,22.1
23/04/2011,HWHS51,203.52
23/04/2011,ZBIO05,23.83
23/04/2011,YWMD69,255.76
23/04/2011,EPZN28,66.23
23/04/2011,VAHJ53,62.88
23/04/2011,HWJF09,170.04
23/04/2011,AGBH66,181.73
23/04/2011,TFLS35,18.73
23/04/2011,VPTI00,62.24
23/04/2011,FORM54,35.12
23/04/2011,QLCE04,74.47
23/04/2011,WIZJ73,9.07
23/04/2011,UFAY59,123.48
23/04/2011,DJNE62,129.92
23/04/2011,GBEZ65,67.24
23/04/2011,SXHU74,150.93
23/04/2011,DOGG07,39.56
23/04/2011,HPTP65,225.02
23/04/2011,GIWG34,3.3
23/04/2011,QHXJ50,110.6
23/04/2011,ERHJ34,230.38
23/04/2011,ZEHM52,138.56
23/04/2011,TBVE46,152.74
23/04/2011,RJUD59,8.84
23/04/2011,PKBF70,134.17
23/04/2011,BPLN25,104.06
23/04/2011,WVEI17,108.44
23/04/2011,VESX21,179.97
23/04/2011,UWUK72,154.53
23/04/2011,SHXQ48,125.58
23/04/2011,TRFG21,3.12
23/04/2011,SEKK26,117.85
23/04/2011,EKXA24,103.53
23/04/2011,PNFK78,131.55
23/04/2011,HFLM11,155.21
23/04/2011,VIMV38,147.13
23/04/2011,DDIB11,10.25
23/04/2011,LBKT00,9.13
23/04/2011,WVHK10,101.01
23/04/2011,EWUY52,231.14
23/04/2011,UHOG52,36.66
23/04/2011,GYWU23,27.11
23/04/2011,THJF58,19.72
23/04/2011,QAZT26,248.59
23/04/2011,MEOQ86,5.06
23/04/2011,KKZA87,36.77
23/04/2011,CQPJ57,49.63
23/04/2011,SAAM06,156.87
23/04/2011,QOKP03,428.49
23/04/2011,LKPN86,79.87
23/04/2011,SFEO61,4.06
23/04/2011,OKYS51,15.67
23/04/2011,MHFC34,126.87
23/04/2011,UIKN63,146.96
23/04/2011,CIXF70,102.68
23/04/2011,WYFO79,49.96
23/04/2011,SBUT62,82.54
23/04/2011,DREA89,61.36
23/04/2011,RNZB01,9.51
23/04/2011,ZFHD93,93.31
23/04/2011,NFAH30,201.81
23/04/2011,KUWI70,5.11
23/04/2011,CVMG22,72.07
23/04/2011,HSWX88,17.18
23/04/2011,VLJL11,226.24
23/04/2011,VCSF07,30.54
23/04/2011,IIZF28,101.02
23/04/2011,VVXA11,253.92
23/04/2011,BDBU00,131.27
23/04/2011,FTFI87,225.57
23/04/2011,DNIL23,247.1
23/04/2011,ZVEN26,51.22
23/04/2011,CBOX52,251.12
23/04/2011,LIIS96,137.09
23/04/2011,FDWI64,35.5
23/04/2011,NCYN50,15.16
