date,product,marketPrice
02/09/2019,Moloko Plus,26.89
02/09/2019,Pan-Galactic Gargle Blaster,1120.66
02/09/2019,Victory Gin,16.18
02/09/2019,Vesper,261.84
02/09/2019,Duff,264.68
02/09/2019,Dark Planet Cola,66.2
02/09/2019,Slurm,68.45
02/09/2019,Nuka-cola,38.31
02/09/2019,Ent-draught,18.02
02/09/2019,Ambrosia,89.14
02/09/2019,Romulan Ale,114.28
02/09/2019,Astro Boys,1901.25
02/09/2019,Marvins,98.94
02/09/2019,K-9s,89.82
02/09/2019,Autobots,38.39
02/09/2019,Decepticons,52.97
02/09/2019,Golems,8.79
02/09/2019,Master Balls,47.77
02/09/2019,Ultra Balls,46.21
02/09/2019,T-800s,233.72
02/09/2019,T-1000s,31.58
02/09/2019,Flubbers,166.36
02/09/2019,Spyders,308.15
02/09/2019,B-4s,42.73
02/09/2019,Ultrons,148.43
02/09/2019,Ruby Slippers,47.51
02/09/2019,Catbuses,633.18
02/09/2019,Evangelions,757.88
02/09/2019,Behelits,423.11
02/09/2019,Lightsabres,10.06
02/09/2019,Devil Fruits,179.74
02/09/2019,SMILEs,165.8
02/09/2019,Cornballers,189.69
02/09/2019,Sabor de Soledad Chips,123.49
02/09/2019,Red Apple Cigarettes,302.0
02/09/2019,Wonka Bars,241.08
02/09/2019,Bags of Holding,199.53
02/09/2019,Sending Stones,829.99
02/09/2019,Elder Wands,222.54
02/09/2019,Dornish Red,118.98
02/09/2019,Valaryian Steel Bars,311.08
02/09/2019,Dragon Eggs,497.69
02/09/2019,Cranium Inflolinks,66.36
02/09/2019,LiDAR Mark-Trackers,179.36
02/09/2019,Arm Nanoblades,236.66
02/09/2019,Replicants,5.19
02/09/2019,Venom Canisters,75.25
02/09/2019,Atium Bars,272.0
02/09/2019,Otataral Bars,21.12
02/09/2019,Night Dust,154.96
02/09/2019,Dragon Scales,245.59
02/09/2019,Teeth of the Dragon,419.05
02/09/2019,Chunin Headband,277.42
02/09/2019,Djinns,178.2
02/09/2019,Flying Brooms,6.41
02/09/2019,Flying Carpets,115.2
02/09/2019,Mjolnirs,713.09
02/09/2019,Infinity Stones,109.32
02/09/2019,Infinity Gauntlets,17.18
02/09/2019,Repulsor Beams,461.04
02/09/2019,Super Soldier Serums,86.96
02/09/2019,Vibranium Bars,485.2
02/09/2019,Adamantium Bars,544.62
02/09/2019,Mithril Bars,4.01
02/09/2019,Rune Bars,163.41
02/09/2019,True Names,71.19
02/09/2019,Sigils,162.45
02/09/2019,Strongest Potions,53.3
02/09/2019,Knightmare Frames,556.91
02/09/2019,Mirrors of Erised,234.91
02/09/2019,Pensieves,70.48
02/09/2019,Veritaserums,254.09
02/09/2019,Felix Felicis,282.86
02/09/2019,Horcuxes,145.01
02/09/2019,Philosopher Stones,115.63
02/09/2019,Sorceror Stones,6.86
02/09/2019,Dragon Balls,71.68
02/09/2019,Wind Shurikens,113.98
02/09/2019,Time Turners,329.96
02/09/2019,Moranth Burners,348.43
02/09/2019,Moranth Crackers,75.17
02/09/2019,Moranth Cussers,211.09
02/09/2019,Moranth Flamers,127.29
02/09/2019,Moranth Melters,260.52
02/09/2019,Moranth Shapers,65.07
02/09/2019,Moranth Smokers,75.97
02/09/2019,Finnests,172.72
02/09/2019,Terondais,123.92
02/09/2019,White Gold Rings,90.53
02/09/2019,Hurtloam,236.96
02/09/2019,Rare Candies,119.98
02/09/2019,PP Ups,514.27
02/09/2019,Phoenix Downs,18.1
02/09/2019,Zanpakutos,17.41
02/09/2019,Sensu Beans,176.86
02/09/2019,Namekian Spring Water,20.43
02/09/2019,Australium Bars,44.5
02/09/2019,Aether Tanks,36.86
02/09/2019,Mana Ore,69.06
02/09/2019,Dilithium Crystals,145.11
02/09/2019,Dust Cannisters,561.82
02/09/2019,Energon Cubes,1066.16
02/09/2019,Jumbonium Atoms,125.2
02/09/2019,Katchin Bars,9.77
02/09/2019,Krytonite Ore,346.44
02/09/2019,Nanomachines,204.94
02/09/2019,Octiron Bars,241.72
02/09/2019,Redstone Blocks,510.08
02/09/2019,Seastone Cuffs,152.39
02/09/2019,Z-crystals,197.31
02/09/2019,Digivices,78.65
02/09/2019,Pym Particles,17.07
02/09/2019,Wild Card Virus Vials,55.65
02/09/2019,Tachyons,107.32
02/09/2019,Hope,95.73
02/09/2019,Decks of Many Things,431.72
02/09/2019,Golden Fleeces,179.53
02/09/2019,Argonaughts,469.34
02/09/2019,Vestiges,794.16
02/09/2019,Tricorders,216.73
02/09/2019,Replicators,74.22
02/09/2019,Transporters,189.8
02/09/2019,Sonic Screwdrivers,359.96
02/09/2019,Holy Grails,670.19
02/09/2019,Nails of Helena,372.23
02/09/2019,Shrouds of Turin,226.12
02/09/2019,Hoverboards,32.4
02/09/2019,Holodecks,171.9
02/09/2019,Neuralizers,127.39
02/09/2019,Symbiotes,208.9
02/09/2019,Meow Meow Beans,282.32
02/09/2019,6IV Shiny Dittos,528.96
02/09/2019,Holy Hand Grenades,241.21
02/09/2019,Alpha-Omega Bombs,1007.77
02/09/2019,Fatmans,104.43
02/09/2019,BFG 9000s,84.67
02/09/2019,Noisy Crickets,100.63
02/09/2019,Lawgivers,46.22
02/09/2019,Phasers,115.28
