dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
14/06/2013 00:00,NTGFJGPU12904418,Cell Cells,LIIS96,AGBH66,318880.0,USD,4000,03/08/2015,79.72,USD,72.12
14/06/2013 00:00,OMRQJNZS80700893,Triforces,CQPJ57,SFEO61,3603021.08,MYR,500,02/02/2016,134.16,USD,6573.75
14/06/2013 00:00,KBCCDSTC59514593,Amulet Coins,NGBA40,ESPL27,64581675.27,ISK,70000,05/08/2018,295.77,USD,1036.8
14/06/2013 00:00,BUMVFVAF91860365,Stocks,ZXVX98,PKBF70,1369100.0,USD,5000,26/07/2016,273.82,USD,232.38
14/06/2013 00:00,CXEQCTCR68581816,B-4s,IZTD25,ESPL27,23371612.74,PKR,60000,22/11/2014,37.47,USD,385.04
14/06/2013 00:00,KDPMQTUX26349168,Cainhurst Badges,YWMD69,UIKN63,6416271.36,PLN,90000,30/11/2018,353.28,USD,68.08
14/06/2013 00:01,IYLUHUHP29506644,Stocks,IIZF28,DGTY64,26209.5,NZD,800,15/07/2015,15.84,USD,31.47
14/06/2013 00:01,MOZWLBLZ09155139,Stocks,EWUY52,FGVK43,126960.0,USD,4000,03/04/2016,31.74,USD,33.31
14/06/2013 00:01,ENVCECIN28661190,Stocks,YOQG45,KKGY69,37731.0,USD,300,22/07/2018,125.77,USD,102.47
14/06/2013 00:01,UHGRAJAL95785049,Stocks,TKVF94,UIKN63,71172.0,USD,400,24/02/2015,177.93,USD,173.49
14/06/2013 00:02,STTDDHAV63291787,Stocks,ERHJ34,TYAE14,269360.0,USD,4000,16/08/2017,67.34,USD,71.91
14/06/2013 00:02,VWNYLKUT58972220,Black Sludges,WYFO79,HFLM11,13729442.67,ZWD,9000,06/12/2017,315.1,USD,1207.19
14/06/2013 00:02,ODHUOOLT83714577,Stocks,ESPL27,FORM54,9246.0,USD,600,07/11/2016,15.41,USD,12.4
14/06/2013 00:02,JRZCKFCX51017150,Rune Bars,RDBE21,ZNQA84,6316000.0,USD,20000,08/08/2015,315.8,USD,350.94
14/06/2013 00:03,QPZPAOIK18141718,Stocks,EKXA24,GZED20,1238672.8,BWP,2000,09/08/2018,199.4,USD,528.65
14/06/2013 00:03,OCCSBXXA69648171,Stocks,QBAP68,DOGG07,27661500.0,GHS,90000,17/06/2017,30.0,USD,281.51
14/06/2013 00:03,UCDUOVJG39506532,Assault Vests,YCZA59,LIIS96,121629.0,USD,300,17/11/2017,405.43,USD,381.83
