date,product,marketPrice
27/01/2018,Moloko Plus,39.53
27/01/2018,Pan-Galactic Gargle Blaster,1307.2
27/01/2018,Victory Gin,38.98
27/01/2018,Vesper,195.21
27/01/2018,Duff,302.9
27/01/2018,Dark Planet Cola,107.35
27/01/2018,Slurm,90.94
27/01/2018,Nuka-cola,35.06
27/01/2018,Ent-draught,21.25
27/01/2018,Ambrosia,78.04
27/01/2018,Romulan Ale,100.29
27/01/2018,Astro Boys,1784.9
27/01/2018,Marvins,51.15
27/01/2018,K-9s,69.64
27/01/2018,Autobots,32.04
27/01/2018,Decepticons,42.05
27/01/2018,Golems,8.53
27/01/2018,Master Balls,43.31
27/01/2018,Ultra Balls,34.28
27/01/2018,T-800s,280.77
27/01/2018,T-1000s,28.89
27/01/2018,Flubbers,226.25
27/01/2018,Spyders,163.84
27/01/2018,B-4s,41.39
27/01/2018,Ultrons,169.67
27/01/2018,Ruby Slippers,41.3
27/01/2018,Catbuses,871.44
27/01/2018,Evangelions,534.19
27/01/2018,Behelits,506.39
27/01/2018,Lightsabres,7.64
27/01/2018,Devil Fruits,147.94
27/01/2018,SMILEs,198.51
27/01/2018,Cornballers,246.66
27/01/2018,Sabor de Soledad Chips,108.71
27/01/2018,Red Apple Cigarettes,481.3
27/01/2018,Wonka Bars,324.73
27/01/2018,Bags of Holding,180.96
27/01/2018,Sending Stones,794.16
27/01/2018,Elder Wands,144.26
27/01/2018,Dornish Red,127.51
27/01/2018,Valaryian Steel Bars,230.85
27/01/2018,Dragon Eggs,284.0
27/01/2018,Cranium Inflolinks,77.28
27/01/2018,LiDAR Mark-Trackers,150.3
27/01/2018,Arm Nanoblades,348.46
27/01/2018,Replicants,6.27
27/01/2018,Venom Canisters,125.06
27/01/2018,Atium Bars,165.3
27/01/2018,Otataral Bars,18.62
27/01/2018,Night Dust,152.75
27/01/2018,Dragon Scales,212.66
27/01/2018,Teeth of the Dragon,519.01
27/01/2018,Chunin Headband,208.45
27/01/2018,Djinns,175.3
27/01/2018,Flying Brooms,9.52
27/01/2018,Flying Carpets,96.64
27/01/2018,Mjolnirs,344.67
27/01/2018,Infinity Stones,111.66
27/01/2018,Infinity Gauntlets,14.43
27/01/2018,Repulsor Beams,615.54
27/01/2018,Super Soldier Serums,93.31
27/01/2018,Vibranium Bars,660.31
27/01/2018,Adamantium Bars,433.25
27/01/2018,Mithril Bars,3.37
27/01/2018,Rune Bars,270.68
27/01/2018,True Names,83.25
27/01/2018,Sigils,179.17
27/01/2018,Strongest Potions,72.94
27/01/2018,Knightmare Frames,774.05
27/01/2018,Mirrors of Erised,221.48
27/01/2018,Pensieves,88.12
27/01/2018,Veritaserums,271.3
27/01/2018,Felix Felicis,270.07
27/01/2018,Horcuxes,117.61
27/01/2018,Philosopher Stones,132.7
27/01/2018,Sorceror Stones,10.25
27/01/2018,Dragon Balls,60.95
27/01/2018,Wind Shurikens,168.89
27/01/2018,Time Turners,409.67
27/01/2018,Moranth Burners,332.3
27/01/2018,Moranth Crackers,121.9
27/01/2018,Moranth Cussers,160.06
27/01/2018,Moranth Flamers,138.14
27/01/2018,Moranth Melters,176.14
27/01/2018,Moranth Shapers,72.7
27/01/2018,Moranth Smokers,103.31
27/01/2018,Finnests,158.46
27/01/2018,Terondais,155.58
27/01/2018,White Gold Rings,86.68
27/01/2018,Hurtloam,276.27
27/01/2018,Rare Candies,133.99
27/01/2018,PP Ups,598.62
27/01/2018,Phoenix Downs,18.96
27/01/2018,Zanpakutos,18.38
27/01/2018,Sensu Beans,168.98
27/01/2018,Namekian Spring Water,16.79
27/01/2018,Australium Bars,46.92
27/01/2018,Aether Tanks,24.47
27/01/2018,Mana Ore,46.61
27/01/2018,Dilithium Crystals,157.01
27/01/2018,Dust Cannisters,462.51
27/01/2018,Energon Cubes,703.72
27/01/2018,Jumbonium Atoms,170.35
27/01/2018,Katchin Bars,10.25
27/01/2018,Krytonite Ore,293.31
27/01/2018,Nanomachines,214.22
27/01/2018,Octiron Bars,198.85
27/01/2018,Redstone Blocks,386.68
27/01/2018,Seastone Cuffs,95.25
27/01/2018,Z-crystals,155.19
27/01/2018,Digivices,83.5
27/01/2018,Pym Particles,13.31
27/01/2018,Wild Card Virus Vials,67.12
27/01/2018,Tachyons,129.73
27/01/2018,Hope,154.02
27/01/2018,Decks of Many Things,419.94
27/01/2018,Golden Fleeces,166.72
27/01/2018,Argonaughts,493.01
27/01/2018,Vestiges,706.73
27/01/2018,Tricorders,183.22
27/01/2018,Replicators,61.11
27/01/2018,Transporters,201.72
27/01/2018,Sonic Screwdrivers,519.76
27/01/2018,Holy Grails,749.99
27/01/2018,Nails of Helena,265.15
27/01/2018,Shrouds of Turin,250.92
27/01/2018,Hoverboards,23.62
27/01/2018,Holodecks,176.92
27/01/2018,Neuralizers,111.3
27/01/2018,Symbiotes,262.1
27/01/2018,Meow Meow Beans,346.13
27/01/2018,6IV Shiny Dittos,479.51
27/01/2018,Holy Hand Grenades,309.13
27/01/2018,Alpha-Omega Bombs,1188.76
27/01/2018,Fatmans,98.01
27/01/2018,BFG 9000s,54.51
27/01/2018,Noisy Crickets,97.27
27/01/2018,Lawgivers,52.94
27/01/2018,Phasers,163.33
27/01/2018,Pulse Rifles,12.9
27/01/2018,Vorpal Swords,371.92
27/01/2018,Sausages inna bun,15.71
27/01/2018,Gundams,224.57
27/01/2018,HALs,438.21
27/01/2018,Agents,165.13
27/01/2018,Pipboys,220.31
27/01/2018,Scouters,43.72
27/01/2018,Daemons,152.2
