date,currency,valueInUSD
30/10/2017,AFN,15.0983
30/10/2017,ALL,1.6995
30/10/2017,DZD,4.4389
30/10/2017,AOA,6.0145
30/10/2017,ARS,15.5655
30/10/2017,AMD,8.5035
30/10/2017,AWG,4.2797
30/10/2017,AUD,54.9961
30/10/2017,AZN,4.4526
30/10/2017,BSD,4.9644
30/10/2017,BHD,3.5036
30/10/2017,BDT,6.3055
30/10/2017,BBD,57.1409
30/10/2017,BYR,6.8954
30/10/2017,BZD,7.0502
30/10/2017,BMD,1.1733
30/10/2017,BTN,8.4652
30/10/2017,BOB,28.2046
30/10/2017,BAM,0.2985
30/10/2017,BWP,3.6739
30/10/2017,BRL,11.4144
30/10/2017,GBP,13.2627
30/10/2017,BND,0.3271
30/10/2017,BGN,0.0764
30/10/2017,BIF,1.0447
30/10/2017,XOF,5.7946
30/10/2017,XAF,2.8601
30/10/2017,XPF,0.2788
30/10/2017,KHR,1.4844
30/10/2017,CAD,17.7878
30/10/2017,CVE,8.4156
30/10/2017,KYD,9.5504
30/10/2017,CLP,7.207
30/10/2017,CNY,8.1164
30/10/2017,COP,53.0132
30/10/2017,KMF,3.935
30/10/2017,CDF,0.2042
30/10/2017,CRC,0.7464
30/10/2017,HRK,184.164
30/10/2017,CUC,6.4889
30/10/2017,CUP,1.9673
30/10/2017,CZK,2.7276
30/10/2017,DKK,1.0266
30/10/2017,DJF,7.3436
30/10/2017,DOP,7.1206
30/10/2017,XCD,25.8203
30/10/2017,EGP,3.4824
30/10/2017,SVC,3.458
30/10/2017,ETB,9.9726
30/10/2017,FKP,5.9864
30/10/2017,FJD,8.2027
30/10/2017,GMD,9.8079
30/10/2017,GEL,5.0361
30/10/2017,GHS,7.0747
30/10/2017,GIP,9.2079
30/10/2017,GTQ,0.4976
30/10/2017,GNF,136.0854
30/10/2017,GYD,4.0689
30/10/2017,HTG,18.1364
30/10/2017,HNL,2.5117
30/10/2017,HKD,3.4561
30/10/2017,HUF,3.6965
30/10/2017,ISK,1.9567
30/10/2017,INR,31.5036
30/10/2017,IDR,4.1134
30/10/2017,IRR,14.2915
30/10/2017,IQD,13.4657
30/10/2017,ILS,6.9261
30/10/2017,JMD,0.7898
30/10/2017,JPY,0.04
30/10/2017,JOD,2.2856
30/10/2017,KZT,3.0944
30/10/2017,KES,6.7219
30/10/2017,KWD,4.9628
30/10/2017,KGS,5.2695
30/10/2017,LAK,2.3285
30/10/2017,LBP,10.1631
30/10/2017,LSL,3.1809
30/10/2017,LRD,4.1505
30/10/2017,LYD,16.2852
30/10/2017,MOP,0.9536
30/10/2017,MKD,4.5863
30/10/2017,MGA,5.2181
30/10/2017,MWK,6.6929
30/10/2017,MYR,31.0642
30/10/2017,MVR,5.5033
30/10/2017,MRO,2.9388
30/10/2017,MUR,66.6314
30/10/2017,MXN,6.6586
30/10/2017,MDL,6.1476
30/10/2017,MNT,0.0918
30/10/2017,MAD,2.0713
30/10/2017,MZN,5.6284
30/10/2017,MMK,4.0819
30/10/2017,ANG,7.0366
30/10/2017,NAD,1.345
30/10/2017,NPR,0.7997
30/10/2017,NZD,2.2925
30/10/2017,NIO,2.1046
30/10/2017,NGN,0.1581
30/10/2017,KPW,1.6598
30/10/2017,NOK,0.9223
30/10/2017,OMR,5.1102
30/10/2017,PKR,12.1244
30/10/2017,PAB,10.5262
30/10/2017,PGK,3.5669
30/10/2017,PYG,6.273
30/10/2017,PEN,0.3638
30/10/2017,PHP,109.1923
30/10/2017,PLN,0.2607
30/10/2017,QAR,2.1897
30/10/2017,RON,1.7266
30/10/2017,RUB,12.9415
30/10/2017,RWF,5.0013
30/10/2017,WST,2.4996
30/10/2017,STD,4.1812
30/10/2017,SAR,5.5199
30/10/2017,RSD,0.7257
30/10/2017,SCR,3.7365
30/10/2017,SLL,2.266
30/10/2017,SGD,7.2061
30/10/2017,SBD,7.4703
30/10/2017,SOS,2.52
30/10/2017,ZAR,5.3372
30/10/2017,KRW,0.1874
30/10/2017,LKR,2.1355
30/10/2017,SHP,4.0024
30/10/2017,SDG,6.8964
30/10/2017,SRD,3.1138
30/10/2017,SZL,4.4009
30/10/2017,SEK,3.7672
30/10/2017,CHF,8.619
30/10/2017,SYP,4.8048
30/10/2017,TWD,389.9921
30/10/2017,TZS,9.4826
30/10/2017,THB,1.0783
30/10/2017,TOP,8.1974
30/10/2017,TTD,4.5677
30/10/2017,TND,3.5689
30/10/2017,TRY,0.4658
30/10/2017,TMM,4.4009
30/10/2017,USD,1
30/10/2017,UGX,6.3888
30/10/2017,UAH,39.0638
30/10/2017,UYU,33.2759
30/10/2017,AED,1.2107
30/10/2017,VUV,27.6774
30/10/2017,VEB,1.0759
30/10/2017,VND,5.5846
30/10/2017,YER,8.1445
30/10/2017,ZMK,5.2421
30/10/2017,ZWD,4.0746
