date,currency,valueInUSD
06/04/2010,AFN,10.2768
06/04/2010,ALL,2.0263
06/04/2010,DZD,4.1382
06/04/2010,AOA,7.322
06/04/2010,ARS,28.577
06/04/2010,AMD,8.5553
06/04/2010,AWG,8.8189
06/04/2010,AUD,67.4066
06/04/2010,AZN,5.4522
06/04/2010,BSD,5.8279
06/04/2010,BHD,2.8612
06/04/2010,BDT,7.2289
06/04/2010,BBD,83.5772
06/04/2010,BYR,7.0801
06/04/2010,BZD,4.876
06/04/2010,BMD,1.1166
06/04/2010,BTN,7.1158
06/04/2010,BOB,35.8884
06/04/2010,BAM,0.3417
06/04/2010,BWP,2.831
06/04/2010,BRL,10.6766
06/04/2010,GBP,9.3124
06/04/2010,BND,0.2908
06/04/2010,BGN,0.1098
06/04/2010,BIF,2.2089
06/04/2010,XOF,6.0365
06/04/2010,XAF,5.0341
06/04/2010,XPF,0.4074
06/04/2010,KHR,4.1845
06/04/2010,CAD,27.9736
06/04/2010,CVE,9.3777
06/04/2010,KYD,8.0279
06/04/2010,CLP,8.2243
06/04/2010,CNY,8.5958
06/04/2010,COP,56.3556
06/04/2010,KMF,5.7768
06/04/2010,CDF,0.207
06/04/2010,CRC,1.3978
06/04/2010,HRK,112.6192
06/04/2010,CUC,5.6602
06/04/2010,CUP,2.4248
06/04/2010,CZK,4.9927
06/04/2010,DKK,1.2629
06/04/2010,DJF,8.2244
06/04/2010,DOP,7.9501
06/04/2010,XCD,49.2455
06/04/2010,EGP,5.9502
06/04/2010,SVC,4.2485
06/04/2010,ETB,13.1591
06/04/2010,FKP,9.4173
06/04/2010,FJD,9.4038
06/04/2010,GMD,9.2384
06/04/2010,GEL,4.8203
06/04/2010,GHS,8.7443
06/04/2010,GIP,7.0298
06/04/2010,GTQ,0.7205
06/04/2010,GNF,89.2916
06/04/2010,GYD,3.7576
06/04/2010,HTG,26.8172
06/04/2010,HNL,3.1573
06/04/2010,HKD,4.0513
06/04/2010,HUF,3.0017
06/04/2010,ISK,3.1905
06/04/2010,INR,37.0036
06/04/2010,IDR,5.4443
06/04/2010,IRR,9.204
06/04/2010,IQD,9.8943
06/04/2010,ILS,9.4345
06/04/2010,JMD,0.7771
06/04/2010,JPY,0.0535
06/04/2010,JOD,2.8056
06/04/2010,KZT,3.929
06/04/2010,KES,5.6811
06/04/2010,KWD,7.117
06/04/2010,KGS,7.9074
06/04/2010,LAK,8.3224
06/04/2010,LBP,9.9444
06/04/2010,LSL,2.1057
06/04/2010,LRD,5.9571
06/04/2010,LYD,12.7307
06/04/2010,MOP,1.1406
06/04/2010,MKD,6.3997
06/04/2010,MGA,5.8138
06/04/2010,MWK,9.4095
06/04/2010,MYR,49.6407
06/04/2010,MVR,7.2834
06/04/2010,MRO,2.5408
06/04/2010,MUR,89.6508
06/04/2010,MXN,5.1043
06/04/2010,MDL,8.4064
06/04/2010,MNT,0.2129
06/04/2010,MAD,2.2836
06/04/2010,MZN,8.1841
06/04/2010,MMK,2.9584
06/04/2010,ANG,7.7677
06/04/2010,NAD,3.3072
06/04/2010,NPR,1.3733
06/04/2010,NZD,2.6023
06/04/2010,NIO,1.6126
06/04/2010,NGN,0.1498
06/04/2010,KPW,3.0325
06/04/2010,NOK,1.1571
06/04/2010,OMR,3.8286
06/04/2010,PKR,8.5342
06/04/2010,PAB,11.8358
06/04/2010,PGK,2.4097
06/04/2010,PYG,8.4588
06/04/2010,PEN,0.3295
06/04/2010,PHP,64.8454
06/04/2010,PLN,0.2302
06/04/2010,QAR,3.0456
06/04/2010,RON,1.3409
06/04/2010,RUB,11.2438
06/04/2010,RWF,6.7892
06/04/2010,WST,1.9248
06/04/2010,STD,4.7338
06/04/2010,SAR,6.673
06/04/2010,RSD,1.322
06/04/2010,SCR,3.4361
06/04/2010,SLL,3.6717
06/04/2010,SGD,4.3283
06/04/2010,SBD,8.4455
06/04/2010,SOS,3.1929
06/04/2010,ZAR,6.8612
06/04/2010,KRW,0.3688
06/04/2010,LKR,1.8337
06/04/2010,SHP,5.0527
06/04/2010,SDG,6.522
06/04/2010,SRD,6.6782
06/04/2010,SZL,4.7735
06/04/2010,SEK,4.4818
06/04/2010,CHF,7.9203
06/04/2010,SYP,5.6009
06/04/2010,TWD,463.2369
06/04/2010,TZS,8.9438
06/04/2010,THB,1.1299
06/04/2010,TOP,6.2897
06/04/2010,TTD,4.0145
06/04/2010,TND,6.9571
06/04/2010,TRY,0.9307
06/04/2010,TMM,3.9903
06/04/2010,USD,1
06/04/2010,UGX,9.9266
06/04/2010,UAH,35.6153
06/04/2010,UYU,45.8938
06/04/2010,AED,1.1845
06/04/2010,VUV,26.8508
06/04/2010,VEB,1.7233
06/04/2010,VND,7.7446
06/04/2010,YER,6.627
06/04/2010,ZMK,6.7223
06/04/2010,ZWD,5.6702
