date,product,marketPrice
13/09/2018,Moloko Plus,29.63
13/09/2018,Pan-Galactic Gargle Blaster,1407.93
13/09/2018,Victory Gin,33.57
13/09/2018,Vesper,211.47
13/09/2018,Duff,237.53
13/09/2018,Dark Planet Cola,80.39
13/09/2018,Slurm,79.14
13/09/2018,Nuka-cola,34.91
13/09/2018,Ent-draught,21.19
13/09/2018,Ambrosia,76.37
13/09/2018,Romulan Ale,99.63
13/09/2018,Astro Boys,1954.18
13/09/2018,Marvins,75.15
13/09/2018,K-9s,77.65
13/09/2018,Autobots,31.36
13/09/2018,Decepticons,50.65
13/09/2018,Golems,7.84
13/09/2018,Master Balls,39.95
13/09/2018,Ultra Balls,36.07
13/09/2018,T-800s,253.14
13/09/2018,T-1000s,31.98
13/09/2018,Flubbers,175.34
13/09/2018,Spyders,231.13
13/09/2018,B-4s,52.93
13/09/2018,Ultrons,137.07
13/09/2018,Ruby Slippers,52.91
13/09/2018,Catbuses,664.15
13/09/2018,Evangelions,700.54
13/09/2018,Behelits,479.54
13/09/2018,Lightsabres,8.17
13/09/2018,Devil Fruits,167.59
13/09/2018,SMILEs,202.71
13/09/2018,Cornballers,186.2
13/09/2018,Sabor de Soledad Chips,104.77
13/09/2018,Red Apple Cigarettes,301.01
13/09/2018,Wonka Bars,344.57
13/09/2018,Bags of Holding,163.78
13/09/2018,Sending Stones,939.86
13/09/2018,Elder Wands,189.07
13/09/2018,Dornish Red,112.36
13/09/2018,Valaryian Steel Bars,278.64
13/09/2018,Dragon Eggs,303.86
13/09/2018,Cranium Inflolinks,73.58
13/09/2018,LiDAR Mark-Trackers,181.32
13/09/2018,Arm Nanoblades,295.51
13/09/2018,Replicants,5.78
13/09/2018,Venom Canisters,100.45
13/09/2018,Atium Bars,219.97
13/09/2018,Otataral Bars,21.69
13/09/2018,Night Dust,156.47
13/09/2018,Dragon Scales,196.68
13/09/2018,Teeth of the Dragon,436.66
13/09/2018,Chunin Headband,250.29
13/09/2018,Djinns,203.19
13/09/2018,Flying Brooms,10.06
13/09/2018,Flying Carpets,96.01
13/09/2018,Mjolnirs,462.08
13/09/2018,Infinity Stones,102.45
13/09/2018,Infinity Gauntlets,14.71
13/09/2018,Repulsor Beams,517.96
13/09/2018,Super Soldier Serums,90.46
13/09/2018,Vibranium Bars,693.6
13/09/2018,Adamantium Bars,525.22
13/09/2018,Mithril Bars,3.66
13/09/2018,Rune Bars,235.55
13/09/2018,True Names,109.14
13/09/2018,Sigils,143.32
13/09/2018,Strongest Potions,74.17
13/09/2018,Knightmare Frames,465.61
13/09/2018,Mirrors of Erised,261.43
13/09/2018,Pensieves,89.59
13/09/2018,Veritaserums,213.44
13/09/2018,Felix Felicis,312.04
13/09/2018,Horcuxes,165.6
13/09/2018,Philosopher Stones,109.62
13/09/2018,Sorceror Stones,8.72
13/09/2018,Dragon Balls,83.21
13/09/2018,Wind Shurikens,117.14
13/09/2018,Time Turners,367.58
13/09/2018,Moranth Burners,359.02
13/09/2018,Moranth Crackers,89.95
13/09/2018,Moranth Cussers,153.74
13/09/2018,Moranth Flamers,151.69
13/09/2018,Moranth Melters,218.82
13/09/2018,Moranth Shapers,75.95
13/09/2018,Moranth Smokers,83.68
13/09/2018,Finnests,147.89
13/09/2018,Terondais,158.13
13/09/2018,White Gold Rings,82.49
13/09/2018,Hurtloam,258.31
13/09/2018,Rare Candies,125.91
13/09/2018,PP Ups,556.16
13/09/2018,Phoenix Downs,18.68
13/09/2018,Zanpakutos,14.81
13/09/2018,Sensu Beans,163.13
13/09/2018,Namekian Spring Water,19.77
13/09/2018,Australium Bars,42.5
13/09/2018,Aether Tanks,36.51
13/09/2018,Mana Ore,52.72
13/09/2018,Dilithium Crystals,129.46
13/09/2018,Dust Cannisters,443.76
13/09/2018,Energon Cubes,983.42
13/09/2018,Jumbonium Atoms,219.76
13/09/2018,Katchin Bars,8.58
13/09/2018,Krytonite Ore,321.23
13/09/2018,Nanomachines,195.25
13/09/2018,Octiron Bars,188.45
13/09/2018,Redstone Blocks,483.01
13/09/2018,Seastone Cuffs,97.8
13/09/2018,Z-crystals,178.7
13/09/2018,Digivices,81.74
13/09/2018,Pym Particles,12.83
13/09/2018,Wild Card Virus Vials,54.17
13/09/2018,Tachyons,124.96
13/09/2018,Hope,139.37
13/09/2018,Decks of Many Things,441.87
13/09/2018,Golden Fleeces,190.87
13/09/2018,Argonaughts,444.78
13/09/2018,Vestiges,592.97
13/09/2018,Tricorders,206.34
13/09/2018,Replicators,64.75
13/09/2018,Transporters,226.09
13/09/2018,Sonic Screwdrivers,621.69
13/09/2018,Holy Grails,724.98
13/09/2018,Nails of Helena,348.75
13/09/2018,Shrouds of Turin,235.29
13/09/2018,Hoverboards,25.31
13/09/2018,Holodecks,168.4
13/09/2018,Neuralizers,91.54
13/09/2018,Symbiotes,250.64
13/09/2018,Meow Meow Beans,306.2
13/09/2018,6IV Shiny Dittos,374.68
13/09/2018,Holy Hand Grenades,233.03
13/09/2018,Alpha-Omega Bombs,1082.75
13/09/2018,Fatmans,104.45
13/09/2018,BFG 9000s,58.95
13/09/2018,Noisy Crickets,87.89
13/09/2018,Lawgivers,53.12
13/09/2018,Phasers,134.95
13/09/2018,Pulse Rifles,15.47
13/09/2018,Vorpal Swords,364.11
13/09/2018,Sausages inna bun,13.18
13/09/2018,Gundams,209.16
13/09/2018,HALs,537.37
13/09/2018,Agents,184.29
13/09/2018,Pipboys,170.13
13/09/2018,Scouters,45.14
13/09/2018,Daemons,173.91
13/09/2018,Pacts,114.9
13/09/2018,Souls,67.17
13/09/2018,Key of Kings,120.43
13/09/2018,Horns of Gondor,540.65
13/09/2018,Excalibers,17.62
13/09/2018,Thousand Sunnys,188.27
13/09/2018,Ampules,160.5
13/09/2018,Badgers,743.09
13/09/2018,Blinds,144.91
13/09/2018,Butterflys,107.95
13/09/2018,Cancellers,153.92
13/09/2018,Carpenters,299.96
13/09/2018,Centipedes,113.63
13/09/2018,Chainsaws,70.21
13/09/2018,Cocoons,68.89
13/09/2018,Drops,333.93
13/09/2018,Diverseys,95.45
13/09/2018,Fridays,78.37
13/09/2018,Full Faces,407.41
13/09/2018,Fumbles,191.82
13/09/2018,Gauntlets,338.31
13/09/2018,Javelins,209.14
13/09/2018,Lavenders,236.36
13/09/2018,Beams,18.3
13/09/2018,Pressures,405.75
13/09/2018,Rapids,59.95
13/09/2018,Reflectors,252.2
13/09/2018,Scripts,66.14
