dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
27/09/2011 00:00,ODLKKXQN49811147,Stocks,QXFF29,GZED20,48620.0,USD,200,25/05/2012,243.1,USD,288.89
27/09/2011 00:00,NAYZBZCP17090934,Hoverboards,KRXZ15,MFZY76,1862664.08,VUV,2000,01/10/2016,32.07,USD,998.47
27/09/2011 00:00,SOMFZJVX82239064,Choice Scarfs,QWOA67,PVAZ61,67548.0,USD,600,13/09/2012,112.58,USD,124.8
27/09/2011 00:00,EHLTNIDA06573536,Vestiges,DJNE62,SZRJ90,341288.0,USD,800,14/06/2014,426.61,USD,398.88
27/09/2011 00:00,AWKMYMCJ87613545,Stocks,ZEHM52,NXTO39,1550160.0,USD,8000,17/10/2016,193.77,USD,165.79
27/09/2011 00:01,PVRWYXBJ91047748,Stocks,DVVB31,PNFK78,72402.0,USD,600,26/06/2014,120.67,USD,133.61
27/09/2011 00:01,JDLNNBBU82899989,Stocks,FTFI87,DILF10,7465661.52,PYG,4000,02/10/2013,75.76,BAM,1831.86
27/09/2011 00:01,EATWETPT47915099,Zoni Vessels,MEOQ86,WVEI17,2923400.0,USD,20000,01/04/2015,146.17,USD,159.93
27/09/2011 00:01,FJLJTRBU85826599,Crystal Balls,PKBF70,QETH27,107814.0,USD,200,08/02/2013,539.07,USD,499.93
27/09/2011 00:02,MNZPFTHC34091599,Stocks,SZRJ90,AHMZ79,682480.0,USD,4000,25/01/2015,170.62,USD,191.34
27/09/2011 00:02,TJKUZTNQ56215051,Millennium Necklaces,CUVZ50,ZXVX98,355707.05,ZMK,300,26/07/2014,210.49,USD,1114.38
27/09/2011 00:02,VKDXVYEA63937870,Thermal Regulation Suppositories,UFAY59,ZVEN26,176784.0,USD,600,26/06/2013,294.64,USD,327.15
27/09/2011 00:02,KFNYNUWV72196544,Stocks,HXDA52,SFZS08,203930.0,USD,1000,30/01/2015,203.93,USD,166.96
27/09/2011 00:02,OPECUEXY72130240,Digivices,PJKH65,HWJF09,5180700.0,USD,70000,07/09/2013,74.01,USD,64.8
27/09/2011 00:03,AATQZMFB06644918,Stringers,LKPN86,ZELV96,49994.0,USD,100,09/04/2014,499.94,USD,465.46
27/09/2011 00:03,RFRYIYPF47518119,Dragon Scale Mail,ZXVX98,CAVR54,2051867.19,LRD,700,26/06/2013,640.82,USD,2770.34
27/09/2011 00:04,LNJDQOYE59983031,Snowballs,VVBY18,YSSR29,46773.36,JOD,300,12/04/2014,81.68,NPR,138.25
