dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
18/10/2019 00:00,LUPSXBUU74688759,Stocks,CQPJ57,BBAX06,157057.21,SRD,900,14/07/2023,51.94,USD,183.54
18/10/2019 00:00,ORLEGPWA24069850,War Gongs,AHMZ79,ZSXF19,2246500.0,USD,10000,29/03/2023,753.84,EGP,216.91
18/10/2019 00:00,EJWLPRXI91824808,Gantz Balls,QODV38,TBVE46,139136.0,USD,800,16/04/2020,173.92,USD,159.68
18/10/2019 00:00,HOYCLHRG48751491,Ultrons,VPTI00,RDBE21,3794867.47,MDL,4000,03/02/2023,149.01,USD,1108.41
18/10/2019 00:00,NVFDKTXL70308924,Stocks,MRAH32,ZDAI73,103032.0,USD,400,08/10/2020,257.58,USD,280.43
18/10/2019 00:00,CKZVZUJN69898715,Stocks,MRAH32,YTAI13,101635.0,USD,500,28/06/2024,203.27,USD,226.71
18/10/2019 00:00,AUXGUKFI86700227,Stocks,THJF58,JVHD93,2749691.88,NZD,90000,13/10/2023,18.12,USD,34.33
18/10/2019 00:01,JKHOQCDF72697646,Stocks,WIZJ73,DILF10,94581.0,USD,300,08/05/2020,315.27,USD,293.77
18/10/2019 00:01,AZLBOSZV32691947,Stocks,HWJF09,MRAH32,483937.21,RWF,800,11/05/2020,104.83,USD,666.24
18/10/2019 00:01,PSWZGLKQ28484107,Stocks,GGLV00,MFJJ99,59584.0,USD,700,27/09/2021,85.12,USD,80.12
18/10/2019 00:01,PEUGJNAW56002022,Stocks,TRFG21,QMZU44,50125463.22,BRL,70000,27/08/2020,77.02,USD,719.67
18/10/2019 00:01,NFXXCTKW21407972,Horns of Plenty,LKPN86,ZNQA84,51133117.97,VUV,5000,04/06/2020,270.82,USD,11097.13
18/10/2019 00:02,VYCPJLFI47911161,Box Basher 2000s,CAVR54,LWGE44,1416200.0,USD,5000,25/10/2022,283.24,USD,277.68
18/10/2019 00:02,FCMMPPJY67205774,Stocks,UHOG52,YFAM59,3504070.07,BTN,7000,30/08/2023,94.22,USD,436.05
18/10/2019 00:02,MHMWIKWV82288848,Blinds,QBVN33,ZEHM52,10807.0,USD,100,27/02/2024,108.07,USD,94.78
18/10/2019 00:02,FEENKUTV15772941,Water Tablets,RDBE21,CVMG22,16022.1,NGN,2000,26/05/2022,51.32,USD,6.57
18/10/2019 00:02,AMBMMEUB65142498,Lavenders,MEOQ86,KTLA69,73221622.32,ETB,40000,27/10/2024,2101.04,SBD,2027.79
18/10/2019 00:02,JSDSANNL77056223,Reflectors,VTKE98,VIMV38,444331.35,LSL,600,10/04/2023,223.84,USD,617.94
18/10/2019 00:02,GBZVEXNA96058020,Blue Flutes,WHPS18,TYAE14,12230.0,USD,200,28/06/2024,61.15,USD,50.45
18/10/2019 00:03,NJIQQZUH78420649,Stocks,QAZT26,NGBA40,109555.0,USD,500,19/08/2023,219.11,USD,194.23
18/10/2019 00:03,NXLUMECH23558048,Stocks,TQSJ85,XRBV61,792140008.32,CAD,90000,14/08/2024,474.14,USD,8104.93
