date,currency,valueInUSD
30/03/2017,AFN,12.5998
30/03/2017,ALL,1.9909
30/03/2017,DZD,5.8469
30/03/2017,AOA,5.7713
30/03/2017,ARS,14.9075
30/03/2017,AMD,8.5436
30/03/2017,AWG,5.2725
30/03/2017,AUD,50.3057
30/03/2017,AZN,4.3778
30/03/2017,BSD,5.5145
30/03/2017,BHD,3.1965
30/03/2017,BDT,6.4601
30/03/2017,BBD,57.1951
30/03/2017,BYR,6.1439
30/03/2017,BZD,6.952
30/03/2017,BMD,1.2056
30/03/2017,BTN,7.6831
30/03/2017,BOB,30.3446
30/03/2017,BAM,0.2659
30/03/2017,BWP,3.8041
30/03/2017,BRL,12.9855
30/03/2017,GBP,12.1535
30/03/2017,BND,0.2883
30/03/2017,BGN,0.0903
30/03/2017,BIF,1.0588
30/03/2017,XOF,5.7663
30/03/2017,XAF,2.6316
30/03/2017,XPF,0.2567
30/03/2017,KHR,1.7439
30/03/2017,CAD,16.7643
30/03/2017,CVE,10.1187
30/03/2017,KYD,8.7687
30/03/2017,CLP,6.7864
30/03/2017,CNY,7.0529
30/03/2017,COP,50.375
30/03/2017,KMF,3.8193
30/03/2017,CDF,0.2359
30/03/2017,CRC,0.7794
30/03/2017,HRK,191.7554
30/03/2017,CUC,6.5905
30/03/2017,CUP,1.9868
30/03/2017,CZK,3.2821
30/03/2017,DKK,1.1641
30/03/2017,DJF,7.2791
30/03/2017,DOP,6.4477
30/03/2017,XCD,24.4254
30/03/2017,EGP,4.1779
30/03/2017,SVC,2.8209
30/03/2017,ETB,9.9466
30/03/2017,FKP,5.5206
30/03/2017,FJD,8.9651
30/03/2017,GMD,11.1419
30/03/2017,GEL,5.1526
30/03/2017,GHS,7.4981
30/03/2017,GIP,9.351
30/03/2017,GTQ,0.533
30/03/2017,GNF,141.6749
30/03/2017,GYD,3.6764
30/03/2017,HTG,20.8613
30/03/2017,HNL,2.4704
30/03/2017,HKD,3.7305
30/03/2017,HUF,3.5423
30/03/2017,ISK,2.0149
30/03/2017,INR,27.4223
30/03/2017,IDR,5.0852
30/03/2017,IRR,10.9054
30/03/2017,IQD,12.5944
30/03/2017,ILS,8.0935
30/03/2017,JMD,0.7524
30/03/2017,JPY,0.0393
30/03/2017,JOD,2.192
30/03/2017,KZT,3.1503
30/03/2017,KES,6.6912
30/03/2017,KWD,4.8615
30/03/2017,KGS,5.9198
30/03/2017,LAK,2.758
30/03/2017,LBP,10.8724
30/03/2017,LSL,3.082
30/03/2017,LRD,3.5602
30/03/2017,LYD,13.4031
30/03/2017,MOP,1.0509
30/03/2017,MKD,4.1687
30/03/2017,MGA,5.3237
30/03/2017,MWK,5.9014
30/03/2017,MYR,31.054
30/03/2017,MVR,6.1452
30/03/2017,MRO,3.0224
30/03/2017,MUR,63.1762
30/03/2017,MXN,5.775
30/03/2017,MDL,6.8586
30/03/2017,MNT,0.1029
30/03/2017,MAD,2.0257
30/03/2017,MZN,5.8085
30/03/2017,MMK,3.6791
30/03/2017,ANG,7.5506
30/03/2017,NAD,1.5356
30/03/2017,NPR,0.7105
30/03/2017,NZD,2.6332
30/03/2017,NIO,1.8061
30/03/2017,NGN,0.143
30/03/2017,KPW,1.7297
30/03/2017,NOK,1.0209
30/03/2017,OMR,5.1815
30/03/2017,PKR,11.4844
30/03/2017,PAB,10.7965
30/03/2017,PGK,3.313
30/03/2017,PYG,6.3132
30/03/2017,PEN,0.2837
30/03/2017,PHP,103.5496
30/03/2017,PLN,0.2877
30/03/2017,QAR,2.0648
30/03/2017,RON,1.7631
30/03/2017,RUB,12.97
30/03/2017,RWF,4.6237
30/03/2017,WST,2.2464
30/03/2017,STD,3.8508
30/03/2017,SAR,6.1952
30/03/2017,RSD,0.8327
30/03/2017,SCR,4.4849
30/03/2017,SLL,2.827
30/03/2017,SGD,7.2924
30/03/2017,SBD,7.9617
30/03/2017,SOS,2.0111
30/03/2017,ZAR,5.4091
30/03/2017,KRW,0.1918
30/03/2017,LKR,1.7413
30/03/2017,SHP,3.3491
30/03/2017,SDG,6.9226
30/03/2017,SRD,3.3269
30/03/2017,SZL,4.453
30/03/2017,SEK,3.8131
30/03/2017,CHF,10.6068
30/03/2017,SYP,5.2815
30/03/2017,TWD,413.4256
30/03/2017,TZS,10.027
30/03/2017,THB,0.86
30/03/2017,TOP,7.9801
30/03/2017,TTD,3.9033
30/03/2017,TND,4.1861
30/03/2017,TRY,0.422
30/03/2017,TMM,3.668
30/03/2017,USD,1
30/03/2017,UGX,6.7856
30/03/2017,UAH,35.7717
30/03/2017,UYU,29.2898
30/03/2017,AED,1.2017
30/03/2017,VUV,30.4027
30/03/2017,VEB,1.1795
30/03/2017,VND,6.0142
30/03/2017,YER,8.1546
30/03/2017,ZMK,4.6455
30/03/2017,ZWD,4.3774
