date,currency,valueInUSD
28/05/2014,AFN,16.5311
28/05/2014,ALL,2.0122
28/05/2014,DZD,4.7771
28/05/2014,AOA,7.1176
28/05/2014,ARS,18.6437
28/05/2014,AMD,12.6585
28/05/2014,AWG,8.9477
28/05/2014,AUD,65.3551
28/05/2014,AZN,7.6576
28/05/2014,BSD,7.8801
28/05/2014,BHD,4.4397
28/05/2014,BDT,7.1268
28/05/2014,BBD,87.6095
28/05/2014,BYR,7.2714
28/05/2014,BZD,7.3278
28/05/2014,BMD,0.8834
28/05/2014,BTN,6.635
28/05/2014,BOB,34.6916
28/05/2014,BAM,0.3777
28/05/2014,BWP,3.0332
28/05/2014,BRL,11.2621
28/05/2014,GBP,10.3433
28/05/2014,BND,0.3377
28/05/2014,BGN,0.1011
28/05/2014,BIF,1.2111
28/05/2014,XOF,6.974
28/05/2014,XAF,3.283
28/05/2014,XPF,0.228
28/05/2014,KHR,2.275
28/05/2014,CAD,15.9355
28/05/2014,CVE,9.2393
28/05/2014,KYD,7.7414
28/05/2014,CLP,6.9675
28/05/2014,CNY,7.9646
28/05/2014,COP,73.0046
28/05/2014,KMF,5.2409
28/05/2014,CDF,0.2616
28/05/2014,CRC,0.9858
28/05/2014,HRK,108.2191
28/05/2014,CUC,5.3093
28/05/2014,CUP,2.6881
28/05/2014,CZK,4.7956
28/05/2014,DKK,1.2418
28/05/2014,DJF,7.9663
28/05/2014,DOP,6.8221
28/05/2014,XCD,20.7841
28/05/2014,EGP,4.3991
28/05/2014,SVC,3.7608
28/05/2014,ETB,9.5122
28/05/2014,FKP,7.3786
28/05/2014,FJD,10.9752
28/05/2014,GMD,9.2219
28/05/2014,GEL,5.6165
28/05/2014,GHS,8.7317
28/05/2014,GIP,7.2283
28/05/2014,GTQ,0.5999
28/05/2014,GNF,118.1722
28/05/2014,GYD,4.3324
28/05/2014,HTG,15.765
28/05/2014,HNL,2.0478
28/05/2014,HKD,5.5229
28/05/2014,HUF,3.4213
28/05/2014,ISK,2.5997
28/05/2014,INR,26.6618
28/05/2014,IDR,4.353
28/05/2014,IRR,14.1501
28/05/2014,IQD,12.6616
28/05/2014,ILS,7.4361
28/05/2014,JMD,0.8804
28/05/2014,JPY,0.0326
28/05/2014,JOD,2.6
28/05/2014,KZT,3.5719
28/05/2014,KES,7.0737
28/05/2014,KWD,5.9162
28/05/2014,KGS,7.78
28/05/2014,LAK,3.0042
28/05/2014,LBP,8.412
28/05/2014,LSL,2.2963
28/05/2014,LRD,4.8392
28/05/2014,LYD,11.198
28/05/2014,MOP,0.8775
28/05/2014,MKD,4.0565
28/05/2014,MGA,4.2137
28/05/2014,MWK,5.7288
28/05/2014,MYR,40.505
28/05/2014,MVR,6.1708
28/05/2014,MRO,3.1832
28/05/2014,MUR,52.0911
28/05/2014,MXN,6.9066
28/05/2014,MDL,7.6797
28/05/2014,MNT,0.1657
28/05/2014,MAD,2.8389
28/05/2014,MZN,6.105
28/05/2014,MMK,3.4
28/05/2014,ANG,10.6162
28/05/2014,NAD,2.1602
28/05/2014,NPR,0.8231
28/05/2014,NZD,2.0031
28/05/2014,NIO,1.8982
28/05/2014,NGN,0.1528
28/05/2014,KPW,2.1531
28/05/2014,NOK,1.2909
28/05/2014,OMR,4.4206
28/05/2014,PKR,9.1522
28/05/2014,PAB,11.7364
28/05/2014,PGK,2.918
28/05/2014,PYG,6.8994
28/05/2014,PEN,0.207
28/05/2014,PHP,59.9613
28/05/2014,PLN,0.205
28/05/2014,QAR,3.1107
28/05/2014,RON,1.7572
28/05/2014,RUB,16.4213
28/05/2014,RWF,6.6836
28/05/2014,WST,2.7472
28/05/2014,STD,4.1547
28/05/2014,SAR,6.8679
28/05/2014,RSD,0.9974
28/05/2014,SCR,4.7215
28/05/2014,SLL,3.6941
28/05/2014,SGD,7.0594
28/05/2014,SBD,9.0477
28/05/2014,SOS,3.4059
28/05/2014,ZAR,5.2754
28/05/2014,KRW,0.2781
28/05/2014,LKR,1.2828
28/05/2014,SHP,4.0711
28/05/2014,SDG,6.7249
28/05/2014,SRD,4.6223
28/05/2014,SZL,3.6578
28/05/2014,SEK,3.6272
28/05/2014,CHF,9.6672
28/05/2014,SYP,4.8882
28/05/2014,TWD,583.0582
28/05/2014,TZS,9.0087
28/05/2014,THB,0.8027
28/05/2014,TOP,8.3341
28/05/2014,TTD,4.6106
28/05/2014,TND,5.3339
28/05/2014,TRY,0.5231
28/05/2014,TMM,4.0626
28/05/2014,USD,1
28/05/2014,UGX,9.5417
28/05/2014,UAH,36.8743
28/05/2014,UYU,33.2636
28/05/2014,AED,1.4136
28/05/2014,VUV,29.8975
28/05/2014,VEB,1.3782
28/05/2014,VND,6.6121
28/05/2014,YER,6.8917
28/05/2014,ZMK,4.242
28/05/2014,ZWD,4.7232
