date,currency,valueInUSD
24/02/2013,AFN,13.0891
24/02/2013,ALL,1.932
24/02/2013,DZD,3.2688
24/02/2013,AOA,6.4047
24/02/2013,ARS,19.5213
24/02/2013,AMD,11.6414
24/02/2013,AWG,9.0666
24/02/2013,AUD,95.0286
24/02/2013,AZN,7.2264
24/02/2013,BSD,7.3002
24/02/2013,BHD,3.1439
24/02/2013,BDT,7.1951
24/02/2013,BBD,83.1718
24/02/2013,BYR,8.392
24/02/2013,BZD,6.1661
24/02/2013,BMD,0.9188
24/02/2013,BTN,6.856
24/02/2013,BOB,37.6121
24/02/2013,BAM,0.3592
24/02/2013,BWP,3.2527
24/02/2013,BRL,10.4842
24/02/2013,GBP,11.2213
24/02/2013,BND,0.3416
24/02/2013,BGN,0.0906
24/02/2013,BIF,1.6711
24/02/2013,XOF,6.0161
24/02/2013,XAF,3.8807
24/02/2013,XPF,0.3644
24/02/2013,KHR,2.0642
24/02/2013,CAD,17.821
24/02/2013,CVE,13.1054
24/02/2013,KYD,7.7019
24/02/2013,CLP,7.7327
24/02/2013,CNY,6.7169
24/02/2013,COP,77.5804
24/02/2013,KMF,7.3199
24/02/2013,CDF,0.2268
24/02/2013,CRC,1.1404
24/02/2013,HRK,107.1374
24/02/2013,CUC,5.2527
24/02/2013,CUP,2.4262
24/02/2013,CZK,4.5662
24/02/2013,DKK,1.3671
24/02/2013,DJF,8.4117
24/02/2013,DOP,7.4833
24/02/2013,XCD,26.5843
24/02/2013,EGP,4.3578
24/02/2013,SVC,3.7584
24/02/2013,ETB,9.4349
24/02/2013,FKP,7.5381
24/02/2013,FJD,9.5179
24/02/2013,GMD,8.4176
24/02/2013,GEL,4.3018
24/02/2013,GHS,10.7414
24/02/2013,GIP,7.084
24/02/2013,GTQ,0.4903
24/02/2013,GNF,125.5305
24/02/2013,GYD,3.9192
24/02/2013,HTG,17.9298
24/02/2013,HNL,2.0356
24/02/2013,HKD,4.5901
24/02/2013,HUF,3.5126
24/02/2013,ISK,3.1542
24/02/2013,INR,34.7453
24/02/2013,IDR,5.4404
24/02/2013,IRR,11.4829
24/02/2013,IQD,12.03
24/02/2013,ILS,7.8799
24/02/2013,JMD,0.8079
24/02/2013,JPY,0.047
24/02/2013,JOD,2.8079
24/02/2013,KZT,3.5993
24/02/2013,KES,5.9222
24/02/2013,KWD,8.0391
24/02/2013,KGS,8.1545
24/02/2013,LAK,4.1203
24/02/2013,LBP,10.0641
24/02/2013,LSL,1.8251
24/02/2013,LRD,3.9492
24/02/2013,LYD,9.2379
24/02/2013,MOP,0.9231
24/02/2013,MKD,4.1403
24/02/2013,MGA,4.1878
24/02/2013,MWK,6.2444
24/02/2013,MYR,55.8852
24/02/2013,MVR,6.7403
24/02/2013,MRO,2.4784
24/02/2013,MUR,57.1364
24/02/2013,MXN,5.7498
24/02/2013,MDL,7.3921
24/02/2013,MNT,0.1733
24/02/2013,MAD,2.6806
24/02/2013,MZN,5.1561
24/02/2013,MMK,3.25
24/02/2013,ANG,9.2047
24/02/2013,NAD,2.2377
24/02/2013,NPR,1.1354
24/02/2013,NZD,2.0955
24/02/2013,NIO,1.632
24/02/2013,NGN,0.1606
24/02/2013,KPW,2.3781
24/02/2013,NOK,1.1767
24/02/2013,OMR,4.3327
24/02/2013,PKR,10.2917
24/02/2013,PAB,11.7488
24/02/2013,PGK,2.8882
24/02/2013,PYG,7.2343
24/02/2013,PEN,0.2132
24/02/2013,PHP,56.4824
24/02/2013,PLN,0.1986
24/02/2013,QAR,3.6101
24/02/2013,RON,1.4525
24/02/2013,RUB,16.8782
24/02/2013,RWF,6.5632
24/02/2013,WST,2.9681
24/02/2013,STD,4.9496
24/02/2013,SAR,6.9583
24/02/2013,RSD,0.9658
24/02/2013,SCR,4.7116
24/02/2013,SLL,3.5666
24/02/2013,SGD,7.548
24/02/2013,SBD,9.2948
24/02/2013,SOS,3.0213
24/02/2013,ZAR,4.9148
24/02/2013,KRW,0.2452
24/02/2013,LKR,1.3908
24/02/2013,SHP,3.5628
24/02/2013,SDG,8.8573
24/02/2013,SRD,5.7617
24/02/2013,SZL,3.9746
24/02/2013,SEK,3.1922
24/02/2013,CHF,8.636
24/02/2013,SYP,5.0878
24/02/2013,TWD,465.2147
24/02/2013,TZS,10.0107
24/02/2013,THB,0.9249
24/02/2013,TOP,8.8697
24/02/2013,TTD,5.0251
24/02/2013,TND,5.6381
24/02/2013,TRY,0.6658
24/02/2013,TMM,3.8125
24/02/2013,USD,1
24/02/2013,UGX,9.5928
24/02/2013,UAH,30.3161
24/02/2013,UYU,38.9816
24/02/2013,AED,1.1778
24/02/2013,VUV,28.4511
24/02/2013,VEB,1.3346
24/02/2013,VND,6.2693
24/02/2013,YER,7.2476
24/02/2013,ZMK,4.8515
24/02/2013,ZWD,4.3408
