date,product,marketPrice
28/10/2014,Moloko Plus,41.22
28/10/2014,Pan-Galactic Gargle Blaster,717.05
28/10/2014,Victory Gin,55.64
28/10/2014,Vesper,350.6
28/10/2014,Duff,394.12
28/10/2014,Dark Planet Cola,77.65
28/10/2014,Slurm,153.94
28/10/2014,Nuka-cola,36.72
28/10/2014,Ent-draught,25.57
28/10/2014,Ambrosia,46.84
28/10/2014,Romulan Ale,120.96
28/10/2014,Astro Boys,2201.65
28/10/2014,Marvins,51.3
28/10/2014,K-9s,79.6
28/10/2014,Autobots,47.38
28/10/2014,Decepticons,66.01
28/10/2014,Golems,16.39
28/10/2014,Master Balls,112.38
28/10/2014,Ultra Balls,60.62
28/10/2014,T-800s,257.25
28/10/2014,T-1000s,71.76
28/10/2014,Flubbers,369.37
28/10/2014,Spyders,128.33
28/10/2014,B-4s,54.14
28/10/2014,Ultrons,181.79
28/10/2014,Ruby Slippers,46.25
28/10/2014,Catbuses,895.19
28/10/2014,Evangelions,435.75
28/10/2014,Behelits,745.92
28/10/2014,Lightsabres,16.41
28/10/2014,Devil Fruits,179.48
28/10/2014,SMILEs,241.29
28/10/2014,Cornballers,241.1
28/10/2014,Sabor de Soledad Chips,170.06
28/10/2014,Red Apple Cigarettes,294.52
28/10/2014,Wonka Bars,224.73
28/10/2014,Bags of Holding,347.1
28/10/2014,Sending Stones,1112.33
28/10/2014,Elder Wands,253.98
28/10/2014,Dornish Red,235.74
28/10/2014,Valaryian Steel Bars,192.95
28/10/2014,Dragon Eggs,559.47
28/10/2014,Cranium Inflolinks,83.11
28/10/2014,LiDAR Mark-Trackers,324.27
28/10/2014,Arm Nanoblades,451.66
28/10/2014,Replicants,8.02
28/10/2014,Venom Canisters,159.84
28/10/2014,Atium Bars,158.09
28/10/2014,Otataral Bars,18.31
28/10/2014,Night Dust,225.28
28/10/2014,Dragon Scales,262.35
28/10/2014,Teeth of the Dragon,341.4
28/10/2014,Chunin Headband,168.17
28/10/2014,Djinns,235.96
28/10/2014,Flying Brooms,11.76
28/10/2014,Flying Carpets,165.91
28/10/2014,Mjolnirs,715.75
28/10/2014,Infinity Stones,118.13
28/10/2014,Infinity Gauntlets,11.31
28/10/2014,Repulsor Beams,430.97
28/10/2014,Super Soldier Serums,148.15
28/10/2014,Vibranium Bars,468.22
28/10/2014,Adamantium Bars,192.06
28/10/2014,Mithril Bars,2.29
28/10/2014,Rune Bars,274.89
28/10/2014,True Names,69.73
28/10/2014,Sigils,97.42
28/10/2014,Strongest Potions,81.76
28/10/2014,Knightmare Frames,562.1
28/10/2014,Mirrors of Erised,478.92
28/10/2014,Pensieves,71.27
28/10/2014,Veritaserums,420.18
28/10/2014,Felix Felicis,306.46
28/10/2014,Horcuxes,224.51
28/10/2014,Philosopher Stones,85.73
28/10/2014,Sorceror Stones,23.45
28/10/2014,Dragon Balls,67.8
28/10/2014,Wind Shurikens,94.89
28/10/2014,Time Turners,431.37
28/10/2014,Moranth Burners,411.55
28/10/2014,Moranth Crackers,155.89
28/10/2014,Moranth Cussers,271.9
28/10/2014,Moranth Flamers,243.2
28/10/2014,Moranth Melters,150.72
28/10/2014,Moranth Shapers,104.13
