date,currency,valueInUSD
09/01/2013,AFN,12.4741
09/01/2013,ALL,2.0024
09/01/2013,DZD,3.0517
09/01/2013,AOA,6.253
09/01/2013,ARS,20.9203
09/01/2013,AMD,11.3294
09/01/2013,AWG,9.2719
09/01/2013,AUD,92.0273
09/01/2013,AZN,6.3806
09/01/2013,BSD,7.6764
09/01/2013,BHD,3.4839
09/01/2013,BDT,7.3521
09/01/2013,BBD,85.5717
09/01/2013,BYR,7.3884
09/01/2013,BZD,5.5807
09/01/2013,BMD,0.9531
09/01/2013,BTN,7.3121
09/01/2013,BOB,36.5364
09/01/2013,BAM,0.3543
09/01/2013,BWP,3.2767
09/01/2013,BRL,10.7864
09/01/2013,GBP,11.2202
09/01/2013,BND,0.3379
09/01/2013,BGN,0.0999
09/01/2013,BIF,1.7777
09/01/2013,XOF,5.8725
09/01/2013,XAF,3.9378
09/01/2013,XPF,0.3642
09/01/2013,KHR,2.1179
09/01/2013,CAD,19.6114
09/01/2013,CVE,11.8774
09/01/2013,KYD,8.4262
09/01/2013,CLP,7.6207
09/01/2013,CNY,6.707
09/01/2013,COP,77.9005
09/01/2013,KMF,7.3439
09/01/2013,CDF,0.2173
09/01/2013,CRC,1.1959
09/01/2013,HRK,106.5554
09/01/2013,CUC,5.9217
09/01/2013,CUP,2.393
09/01/2013,CZK,4.5314
09/01/2013,DKK,1.4007
09/01/2013,DJF,8.8376
09/01/2013,DOP,7.2416
09/01/2013,XCD,29.5178
09/01/2013,EGP,3.8989
09/01/2013,SVC,3.784
09/01/2013,ETB,10.6786
09/01/2013,FKP,7.4355
09/01/2013,FJD,9.0655
09/01/2013,GMD,8.9506
09/01/2013,GEL,3.941
09/01/2013,GHS,9.6617
09/01/2013,GIP,7.0404
09/01/2013,GTQ,0.5079
09/01/2013,GNF,121.0545
09/01/2013,GYD,3.8241
09/01/2013,HTG,18.0037
09/01/2013,HNL,2.1527
09/01/2013,HKD,4.6703
09/01/2013,HUF,3.3433
09/01/2013,ISK,3.2181
09/01/2013,INR,35.4074
09/01/2013,IDR,5.5656
09/01/2013,IRR,11.0904
09/01/2013,IQD,10.885
09/01/2013,ILS,8.6785
09/01/2013,JMD,0.7954
09/01/2013,JPY,0.043
09/01/2013,JOD,2.7287
09/01/2013,KZT,3.9948
09/01/2013,KES,6.1246
09/01/2013,KWD,7.4833
09/01/2013,KGS,8.2925
09/01/2013,LAK,4.321
09/01/2013,LBP,9.4762
09/01/2013,LSL,1.8904
09/01/2013,LRD,4.094
09/01/2013,LYD,9.311
09/01/2013,MOP,0.849
09/01/2013,MKD,3.9326
09/01/2013,MGA,4.1837
09/01/2013,MWK,6.1353
09/01/2013,MYR,53.6287
09/01/2013,MVR,7.4701
09/01/2013,MRO,2.6437
09/01/2013,MUR,61.0164
09/01/2013,MXN,6.0521
09/01/2013,MDL,7.7731
09/01/2013,MNT,0.1623
09/01/2013,MAD,2.529
09/01/2013,MZN,5.7917
09/01/2013,MMK,3.0752
09/01/2013,ANG,8.9098
09/01/2013,NAD,2.3775
09/01/2013,NPR,1.2387
09/01/2013,NZD,2.0643
09/01/2013,NIO,1.5783
09/01/2013,NGN,0.1672
09/01/2013,KPW,2.2284
09/01/2013,NOK,1.1488
09/01/2013,OMR,4.5655
09/01/2013,PKR,9.507
09/01/2013,PAB,11.4757
09/01/2013,PGK,2.8368
09/01/2013,PYG,7.4702
09/01/2013,PEN,0.2153
09/01/2013,PHP,54.2315
09/01/2013,PLN,0.2234
09/01/2013,QAR,3.512
09/01/2013,RON,1.3844
09/01/2013,RUB,17.7462
09/01/2013,RWF,6.6169
09/01/2013,WST,3.0076
09/01/2013,STD,5.2556
09/01/2013,SAR,6.963
09/01/2013,RSD,1.0995
09/01/2013,SCR,4.5942
09/01/2013,SLL,3.0012
09/01/2013,SGD,7.4804
09/01/2013,SBD,9.1914
09/01/2013,SOS,2.9662
09/01/2013,ZAR,5.3036
09/01/2013,KRW,0.2371
09/01/2013,LKR,1.4813
09/01/2013,SHP,3.5988
09/01/2013,SDG,9.2551
09/01/2013,SRD,5.9806
09/01/2013,SZL,3.6638
09/01/2013,SEK,3.446
09/01/2013,CHF,8.493
09/01/2013,SYP,5.1433
09/01/2013,TWD,448.3969
09/01/2013,TZS,10.0053
09/01/2013,THB,0.9336
09/01/2013,TOP,8.4338
09/01/2013,TTD,4.8222
09/01/2013,TND,5.8015
09/01/2013,TRY,0.6727
09/01/2013,TMM,3.6698
09/01/2013,USD,1
09/01/2013,UGX,9.5512
09/01/2013,UAH,26.9837
09/01/2013,UYU,38.9319
09/01/2013,AED,1.1794
09/01/2013,VUV,27.3385
09/01/2013,VEB,1.4071
09/01/2013,VND,6.4275
09/01/2013,YER,7.5475
09/01/2013,ZMK,5.0376
09/01/2013,ZWD,4.1809
