date,companyID,stockPrice
30/09/2010,QETH27,2.16
30/09/2010,DVVB31,216.31
30/09/2010,EMNK67,183.15
30/09/2010,KTLA69,142.91
30/09/2010,EIWJ22,110.43
30/09/2010,SFZS08,193.09
30/09/2010,YSSR29,64.06
30/09/2010,SWGF93,38.58
30/09/2010,YTAI13,143.44
30/09/2010,NGBA40,143.15
30/09/2010,CMZC67,63.46
30/09/2010,PJKH65,23.92
30/09/2010,HWHS51,191.65
30/09/2010,ZBIO05,22.51
30/09/2010,YWMD69,265.19
30/09/2010,EPZN28,81.19
30/09/2010,VAHJ53,63.36
30/09/2010,HWJF09,187.78
30/09/2010,AGBH66,165.31
30/09/2010,TFLS35,23.82
30/09/2010,VPTI00,79.36
30/09/2010,FORM54,33.71
30/09/2010,QLCE04,84.57
30/09/2010,WIZJ73,10.17
30/09/2010,UFAY59,90.27
30/09/2010,DJNE62,129.04
30/09/2010,GBEZ65,60.29
30/09/2010,SXHU74,146.79
30/09/2010,DOGG07,47.88
30/09/2010,HPTP65,198.3
30/09/2010,GIWG34,4.65
30/09/2010,QHXJ50,115.03
30/09/2010,ERHJ34,200.0
30/09/2010,ZEHM52,119.01
30/09/2010,TBVE46,140.43
30/09/2010,RJUD59,8.04
30/09/2010,PKBF70,133.39
30/09/2010,BPLN25,87.73
30/09/2010,WVEI17,144.35
30/09/2010,VESX21,222.26
30/09/2010,UWUK72,114.14
30/09/2010,SHXQ48,115.53
30/09/2010,TRFG21,3.12
30/09/2010,SEKK26,168.26
30/09/2010,EKXA24,133.05
30/09/2010,PNFK78,123.68
30/09/2010,HFLM11,147.55
30/09/2010,VIMV38,171.19
30/09/2010,DDIB11,8.74
30/09/2010,LBKT00,9.93
30/09/2010,WVHK10,113.37
30/09/2010,EWUY52,248.24
30/09/2010,UHOG52,39.06
30/09/2010,GYWU23,18.46
30/09/2010,THJF58,23.83
30/09/2010,QAZT26,214.97
30/09/2010,MEOQ86,4.9
30/09/2010,KKZA87,46.07
30/09/2010,CQPJ57,54.95
30/09/2010,SAAM06,231.17
30/09/2010,QOKP03,341.82
30/09/2010,LKPN86,71.15
30/09/2010,SFEO61,4.03
30/09/2010,OKYS51,16.4
30/09/2010,MHFC34,127.66
30/09/2010,UIKN63,155.38
30/09/2010,CIXF70,129.47
30/09/2010,WYFO79,45.27
30/09/2010,SBUT62,68.15
30/09/2010,DREA89,64.16
30/09/2010,RNZB01,9.06
30/09/2010,ZFHD93,77.23
30/09/2010,NFAH30,207.98
30/09/2010,KUWI70,4.93
30/09/2010,CVMG22,72.02
30/09/2010,HSWX88,19.95
