dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
09/12/2014 00:00,CNNWNAQR29771350,Power Herbs,WHPS18,SFZS08,500880.0,USD,3000,18/11/2019,166.96,USD,155.37
09/12/2014 00:00,ZMTDNKJI39903731,Dry Ethers,QXFF29,CMZC67,205326.0,USD,900,18/11/2017,228.14,USD,200.11
09/12/2014 00:00,BCJNZPQZ70640344,Stocks,HFLM11,YWMD69,6049600.0,USD,40000,04/01/2015,151.24,USD,173.77
09/12/2014 00:00,YFSNUZMB00326762,Stocks,PBFW95,ISWT83,119624.0,USD,800,31/07/2017,1328.33,SBD,152.39
09/12/2014 00:01,PECMSOEA16843298,Stocks,CMOI26,CVMG22,542213.05,PAB,1000,27/12/2017,48.21,USD,488.54
09/12/2014 00:01,XRVFLXJT68005926,Stocks,MHFC34,QXFF29,80920.0,USD,7000,02/10/2018,11.56,USD,12.94
09/12/2014 00:01,GOIYTWCE61056132,Stocks,WVHK10,YWMD69,30248.0,USD,200,27/12/2015,151.24,USD,176.32
09/12/2014 00:01,VWTMVXYI13392544,Stocks,ZVEN26,LBKT00,50000.0,USD,8000,16/04/2019,6.25,USD,6.92
09/12/2014 00:01,OSBARIRV11779487,Dark Planet Cola,QODV38,HWHS51,75768.0,USD,800,06/07/2015,94.71,USD,89.58
09/12/2014 00:01,NBADPFCY22471615,Adrenaline Orbs,TBVE46,MKHA46,12983463.47,IRR,5000,10/07/2016,207.98,USD,2171.96
09/12/2014 00:02,HFPRZITH37641612,Thousand Sunnys,WWNS72,WVHK10,7196571.36,YER,5000,24/02/2015,187.44,USD,1590.49
09/12/2014 00:02,BQJIRSEY75131595,Potions of Oil,QLCE04,TKVF94,5314.0,USD,200,23/05/2016,26.57,USD,28.59
09/12/2014 00:02,SQLVZJUF41410851,Stocks,LIJW00,FGQR22,126828.17,GBP,1000,03/11/2015,10.7,USD,105.39
09/12/2014 00:02,YJXMMQYA35065118,Stocks,UWUK72,MFJJ99,107310.0,USD,3000,10/02/2019,35.77,USD,30.71
09/12/2014 00:02,BSKSGZJI25902499,Unicorn Horns,ERHJ34,TGZI54,4275490.86,PLN,90000,31/08/2018,178.19,USD,43.24
09/12/2014 00:02,FILLCZEK17340423,Stocks,LIJW00,TFLS35,14845.0,USD,500,06/03/2019,29.69,USD,28.03
09/12/2014 00:03,ZPLYUKKZ67948993,Wonka Bars,VGYT30,AWYB85,182232.0,USD,800,04/05/2018,227.79,USD,236.25
09/12/2014 00:03,IXPWGZGY73304131,Stocks,KRRO64,SAAM06,101752.0,USD,800,09/04/2019,127.19,USD,141.92
09/12/2014 00:04,MQOSGCXN93158512,Owls of Athena,DILF10,WIZJ73,123764417.14,SBD,70000,29/08/2017,199.03,USD,1650.58
09/12/2014 00:04,XLUWSORL87332458,Stocks,OKYS51,QLCE04,478680.0,USD,4000,20/02/2018,119.67,USD,107.93
09/12/2014 00:04,ISBPRKCI46252934,Stocks,NCYN50,HNLV68,217880.0,USD,4000,30/06/2015,54.47,USD,52.3
09/12/2014 00:04,SSFECYIQ85297554,Stocks,SAAM06,INIL60,236707.16,TND,1000,30/12/2017,48.86,USD,215.98
09/12/2014 00:04,DMFEPNKA91901608,Clank Model Robots,CAVR54,QETH27,13402291.36,AMD,10000,13/01/2019,128.69,USD,1319.09
09/12/2014 00:04,DOGAQEBX55520054,Scouters,SHXQ48,GGLV00,34848.0,USD,800,18/07/2015,43.56,USD,47.42
09/12/2014 00:04,BTDXIRBG90353947,Stocks,LAUA80,YCZA59,48200.0,USD,500,14/02/2016,96.4,USD,108.25
09/12/2014 00:05,UKLOVBHU69745427,Float Stones,NCXS33,SXTM39,71429.81,BGN,2000,26/07/2016,337.57,USD,38.91
09/12/2014 00:05,CZTAUKWX28867420,Stocks,AYIH50,HWHS51,85474.5,RSD,300,23/05/2017,294.76,USD,315.16
09/12/2014 00:05,TRFZZHZH82151040,Persuaders,WWNS72,FDWI64,3628509.84,BMD,8000,01/09/2017,547.65,USD,393.68
09/12/2014 00:05,VHXHWTJI15133559,Stocks,AMBT33,FAWI50,89510.0,USD,500,14/05/2019,179.02,USD,192.94
09/12/2014 00:05,JIYADNWO24271445,Flubbers,NCYN50,HWHS51,1140058920.15,HRK,30000,23/06/2017,311.93,USD,37293.57
09/12/2014 00:05,NZCLHGHL54339335,Zoni Vessels,HHFP66,WVEI17,16789600.0,USD,80000,20/01/2018,209.87,USD,229.98
09/12/2014 00:06,ODLYBGSE70876268,Stocks,KRXZ15,QAZT26,25446600.0,USD,90000,21/12/2019,282.74,USD,294.16
09/12/2014 00:06,ADKGLDJK59110146,Stocks,NCYN50,SXTM39,495660.0,USD,6000,02/12/2015,82.61,USD,83.1
09/12/2014 00:06,FEDLSYIQ55532755,Stocks,KRXZ15,UACN81,7446.0,USD,300,01/06/2017,24.82,USD,25.74
09/12/2014 00:06,KPQCHZUN79108223,Bold Hunter's Marks,IZLM67,MFJJ99,93220.0,USD,500,09/08/2019,186.44,USD,157.96
09/12/2014 00:06,CHWEUUHF39091392,Stocks,LWGE44,NFAH30,220008.0,USD,800,19/03/2015,474.23,NAD,293.5
09/12/2014 00:06,ANWNSNPR90216202,Life Orbs,IZLM67,QBVN33,69300.0,USD,5000,25/02/2019,13.86,USD,14.77
09/12/2014 00:06,IQIHKZTT66894839,Stocks,MFJJ99,RJUD59,5755.0,USD,500,13/05/2015,11.51,USD,10.06
09/12/2014 00:06,JZTBWFWE15569201,Stamina Pluses,UFAY59,EMNK67,323600.0,USD,8000,10/06/2015,40.45,USD,43.87
09/12/2014 00:06,HCIXADFR78840734,Stocks,OPZI26,NCCX02,249088.0,USD,800,03/11/2015,311.36,USD,333.34
09/12/2014 00:07,IXQZTFVG54071524,Mjolnirs,PKBF70,FORM54,425340.0,USD,600,26/03/2016,708.9,USD,643.47
09/12/2014 00:07,UNOVFCSQ78710473,Stocks,ZMLP81,YWMD69,13611600.0,USD,90000,03/05/2019,151.24,USD,127.18
09/12/2014 00:07,LXLGEJOW49758043,Stocks,VVBY18,SFEO61,4077.0,USD,900,19/09/2018,4.53,USD,4.94
09/12/2014 00:07,IRORZQSY46647598,Shed Shells,TGZI54,DBCS17,93060.0,USD,2000,21/03/2017,46.53,USD,39.41
09/12/2014 00:07,BHWBEHPE27946897,Stocks,ZELV96,CQPJ57,21316.0,USD,400,25/05/2015,53.29,USD,46.9
09/12/2014 00:08,YBODVMEM36908881,Stocks,TBVE46,ZVEN26,11041812.32,TND,70000,10/05/2019,32.56,USD,170.48
09/12/2014 00:08,BENOXIKC12687545,Stocks,TBVE46,OKYS51,5208.0,USD,400,13/01/2015,59.68,EGP,13.34
09/12/2014 00:08,OHKNZXLY54923112,Ring Targets,VTKE98,MYXF05,2093700.0,USD,7000,18/08/2017,299.1,USD,296.66
09/12/2014 00:08,EXXFBECB49745105,Flubbers,RJUD59,HWHS51,249544.0,USD,800,02/09/2018,311.93,USD,356.22
09/12/2014 00:08,VSZTXPSH31995348,Garu Disks,QETH27,KUWI70,929600.0,USD,80000,25/02/2015,11.62,USD,13.18
09/12/2014 00:08,FKMPURXJ57075390,Stocks,LWGE44,TYAE14,1967200.0,USD,40000,26/05/2016,49.18,USD,43.32
09/12/2014 00:08,QCUQGWIY66969079,Stocks,CUVZ50,OQXV70,117000.0,USD,20000,15/11/2018,5.85,USD,6.57
09/12/2014 00:08,ZKZJDEBL66959915,Stocks,WHPS18,IZLM67,7887200.0,USD,80000,24/05/2015,98.59,USD,82.06
09/12/2014 00:09,UIYFVNDZ47364487,Stocks,WVEI17,QMZU44,925710.0,USD,3000,26/08/2016,308.57,USD,274.24
09/12/2014 00:09,DDPJAXCL65112730,Phoenix Downs,NXTO39,ORQH73,12768.0,USD,800,04/08/2017,15.96,USD,17.09
09/12/2014 00:09,MPWNJFVO87540107,Kunais,QMZU44,SUOX82,2497110.0,USD,7000,23/02/2016,356.73,USD,395.8
09/12/2014 00:10,QZBRMFWS83213779,Stocks,CQPJ57,EMNK67,277182.22,RSD,2000,15/07/2018,143.38,USD,156.42
09/12/2014 00:10,PHJXAXDT13422164,Stocks,DREA89,HWHS51,2358080.0,USD,8000,19/04/2015,294.76,USD,349.27
09/12/2014 00:10,DXOIKBOR36649650,Cranium Inflolinks,SAAM06,ZVEN26,7428873.72,GNF,800,17/04/2015,85.46,USD,9096.93
09/12/2014 00:10,DNJAHDTG57486187,Stocks,MDEQ10,SBUT62,309930.58,AWG,700,18/09/2016,67.22,USD,391.73
09/12/2014 00:10,NZGKTCXM57746199,Stocks,QLMY86,SRYE59,72059.46,AOA,4000,04/12/2018,17.38,PYG,15.98
09/12/2014 00:10,QXZDPJLO49152252,Red Shells,ZELV96,THJF58,1198817.57,CVE,900,04/07/2018,126.1,USD,1260.02
09/12/2014 00:10,BBJVOAAI53820707,Stocks,UHOG52,SBUT62,20166.0,USD,300,17/10/2015,67.22,USD,70.28
09/12/2014 00:11,QBGEWDVS64087626,Stocks,TGZI54,DREA89,9258.0,USD,200,30/05/2019,46.29,USD,51.43
09/12/2014 00:11,QRGQRKFF13321820,Stocks,FAWI50,PBFW95,54989.78,TRY,900,04/04/2018,125.41,USD,59.89
09/12/2014 00:11,QFUHHMSA55412792,Stocks,WIZJ73,ESPL27,491760.0,USD,8000,02/02/2017,61.47,USD,69.96
09/12/2014 00:11,FWDHGNPE20243997,Meow Meow Beans,ITTS26,UEVD88,270272.0,USD,800,30/12/2019,337.84,USD,359.57
09/12/2014 00:11,RCPQAODY50289005,Heart Containers,FDWI64,OCQF34,53127.0,USD,100,10/06/2015,531.27,USD,417.92
09/12/2014 00:11,FFYRCPCJ03726018,Stocks,QBVN33,UIKN63,1209040.0,USD,8000,27/11/2018,151.13,USD,135.0
09/12/2014 00:11,PPBXGOQM14190443,Stocks,FGVK43,IZLM67,88731.0,USD,900,30/09/2015,98.59,USD,86.94
09/12/2014 00:12,WTQNFPUK47169834,Zoni Vessels,CBOX52,WVEI17,1469090.0,USD,7000,29/03/2015,209.87,USD,191.84
09/12/2014 00:12,ZFJFBSOE91832933,Stocks,DVVB31,RJCA92,17091.0,USD,900,26/09/2016,18.99,USD,17.56
09/12/2014 00:12,MVGZLWEJ08215431,Adrenaline Orbs,WVEI17,MKHA46,187182.0,USD,900,05/01/2019,207.98,USD,189.49
09/12/2014 00:12,UASQUGOW14850757,Stocks,PKBF70,AHMZ79,525497186.4,AUD,50000,15/09/2016,161.68,USD,11726.68
09/12/2014 00:12,FIDUNTYA65070629,Stocks,GYWU23,MFZY76,18249.0,USD,100,01/09/2016,182.49,USD,182.44
09/12/2014 00:12,THHXDTPY83135619,Madman's Knowledges,PBFW95,CAVR54,1302238.53,VND,700,17/06/2017,24845.24,BBD,1704.86
09/12/2014 00:12,ASZMYJAL34356340,Teeth of the Dragon,SFZS08,HWJF09,260435.0,USD,700,23/07/2019,372.05,USD,328.38
09/12/2014 00:12,BEHDYBNI04880816,Bablefish,SFZS08,TFLS35,143892.0,USD,900,19/12/2017,159.88,USD,157.77
09/12/2014 00:13,VGELOYGT13239615,Stocks,VKMV12,CMZC67,568000.0,USD,10000,17/02/2017,139.1,LSL,66.48
09/12/2014 00:13,WQELSNLZ28116185,Books of Vishanti,ZMLP81,QAZT26,20368325.52,XCD,6000,30/04/2017,149.97,USD,3126.9
09/12/2014 00:13,HWBQGYIL67450021,Golden Lucky Cats,HFLM11,KRRO64,11097500.0,USD,50000,14/10/2015,221.95,USD,251.04
09/12/2014 00:13,ZKYIQCBB43623359,Stocks,DVVB31,QHXJ50,4680544.77,PHP,600,07/10/2016,112.47,USD,9057.93
09/12/2014 00:13,SCIIWMTL31907389,Stocks,SAAM06,SUOX82,43032.0,USD,300,06/08/2018,143.44,USD,166.19
09/12/2014 00:13,IUUIIDLC18971995,Stocks,AHMZ79,WWNS72,2339600.0,USD,8000,30/03/2019,292.45,USD,266.49
09/12/2014 00:13,FSFNVRDG74005985,Stocks,AYIH50,WVEI17,4152863.19,ANG,5000,22/05/2019,93.97,USD,707.03
09/12/2014 00:13,EZYNLSXF23177717,Millennium Rods,SXTM39,TYAE14,1266900.0,USD,5000,30/12/2016,253.38,USD,235.71
09/12/2014 00:14,DBIPHYLG53715275,Gold Pendants,ESPL27,NQJL85,4611200.0,USD,8000,12/06/2018,3057.17,MGA,649.28
09/12/2014 00:14,XGMZGWAH44987294,Stocks,YFAM59,GGLV00,326000.0,USD,20000,16/04/2017,16.3,USD,13.89
09/12/2014 00:14,XLRUCIRA27699799,Wands of Watoomb,SEKK26,VKMV12,137333.9,SLL,100,01/02/2016,99.29,XPF,1477.87
09/12/2014 00:14,MQIOCONW58860991,Stocks,UIKN63,FORM54,264195.8,BMD,20000,23/02/2015,15.95,USD,14.74
09/12/2014 00:14,PTKFNJIZ54671801,Stocks,HHFP66,AWYB85,69656.0,USD,400,14/06/2017,174.14,USD,143.07
09/12/2014 00:14,ATYFCZBA71015257,Scouters,IIZF28,GGLV00,17085103.2,MVR,60000,17/04/2017,43.56,USD,257.66
09/12/2014 00:15,SRLZPZUI29946939,Blood Dregs,ZFHD93,MDEQ10,31516.0,USD,200,25/02/2016,157.58,USD,166.62
09/12/2014 00:15,FQZKIYMQ69781047,Stocks,OQXV70,WWNS72,1462250.0,USD,5000,27/10/2016,292.45,USD,308.65
09/12/2014 00:15,ONVOVZGW07058833,Stocks,SHXQ48,NFAH30,9466559.23,PYG,6000,25/07/2017,275.01,USD,1767.58
09/12/2014 00:15,GRBLYQTD08917309,Stocks,CVMG22,RJCA92,17091.0,USD,900,27/06/2017,1199.67,COP,16.78
09/12/2014 00:15,GOJHTGTB30956372,Stocks,GYWU23,HXDA52,15843090.52,GBP,6000,27/01/2019,222.77,USD,2424.73
09/12/2014 00:15,GKPUMHTP31775628,Amulets of Strangulation,UWUK72,ERHJ34,7232400.0,USD,90000,16/01/2015,80.36,USD,84.1
09/12/2014 00:15,QODDFOJJ84191107,Stocks,HWJF09,LAUA80,143916.0,USD,600,19/05/2019,239.86,USD,264.73
09/12/2014 00:15,SBERNOZQ91193977,Stocks,QXFF29,FGVK43,18216.0,USD,800,21/04/2016,22.77,USD,24.87
09/12/2014 00:16,PRRMDMWY76180865,Iron Spiders,MEOQ86,ZFHD93,236889.0,USD,900,22/04/2015,263.21,USD,282.6
09/12/2014 00:16,KGLPFRAH45132278,Stocks,THJF58,AMRO66,4599.0,USD,100,01/03/2017,45.99,USD,41.87
09/12/2014 00:16,NDQRQAJV94125865,Spears of Destiny,OPZI26,YLGZ72,3364796.16,RON,80000,28/08/2015,26.72,USD,39.65
09/12/2014 00:16,KWCOPYRK11676261,Ent-draught,VLJL11,LIJW00,548600.0,USD,20000,28/12/2017,27.43,USD,22.23
09/12/2014 00:16,KWCFTTTG45135509,Drops,DREA89,MEOQ86,11949629.04,RWF,8000,09/03/2015,226.7,USD,1274.1
09/12/2014 00:16,PELLWZKP61006032,Golden Apples,PNFK78,NCCX02,43160.0,USD,400,10/09/2018,107.9,USD,95.54
09/12/2014 00:16,TISGVGOT99020147,Scrolls of Seals,QCRG59,WWNS72,73064649.42,DZD,70000,19/06/2016,194.34,USD,1041.67
09/12/2014 00:16,DOWFNNTT32051405,Vagyrisk Claws,EPZN28,SHXQ48,369840.0,USD,6000,23/06/2015,61.64,USD,56.07
