date,product,marketPrice
31/12/2010,Moloko Plus,55.08
31/12/2010,Pan-Galactic Gargle Blaster,560.31
31/12/2010,Victory Gin,45.93
31/12/2010,Vesper,465.69
31/12/2010,Duff,343.33
31/12/2010,Dark Planet Cola,136.93
31/12/2010,Slurm,154.57
31/12/2010,Nuka-cola,38.59
31/12/2010,Ent-draught,30.86
31/12/2010,Ambrosia,43.16
31/12/2010,Romulan Ale,141.78
31/12/2010,Astro Boys,732.67
31/12/2010,Marvins,65.29
31/12/2010,K-9s,275.11
31/12/2010,Autobots,54.36
31/12/2010,Decepticons,67.59
31/12/2010,Golems,20.71
31/12/2010,Master Balls,144.32
31/12/2010,Ultra Balls,123.09
31/12/2010,T-800s,304.97
31/12/2010,T-1000s,124.73
31/12/2010,Flubbers,417.8
31/12/2010,Spyders,173.51
31/12/2010,B-4s,43.82
31/12/2010,Ultrons,199.34
31/12/2010,Ruby Slippers,62.08
31/12/2010,Catbuses,686.04
31/12/2010,Evangelions,296.01
31/12/2010,Behelits,572.6
31/12/2010,Lightsabres,11.04
31/12/2010,Devil Fruits,259.22
31/12/2010,SMILEs,380.76
31/12/2010,Cornballers,228.68
31/12/2010,Sabor de Soledad Chips,108.07
31/12/2010,Red Apple Cigarettes,326.22
31/12/2010,Wonka Bars,359.2
31/12/2010,Bags of Holding,271.59
31/12/2010,Sending Stones,507.89
31/12/2010,Elder Wands,293.3
31/12/2010,Dornish Red,381.19
31/12/2010,Valaryian Steel Bars,394.59
31/12/2010,Dragon Eggs,324.28
31/12/2010,Cranium Inflolinks,201.04
31/12/2010,LiDAR Mark-Trackers,413.43
31/12/2010,Arm Nanoblades,459.79
31/12/2010,Replicants,20.45
31/12/2010,Venom Canisters,110.57
31/12/2010,Atium Bars,161.14
31/12/2010,Otataral Bars,16.63
31/12/2010,Night Dust,355.44
31/12/2010,Dragon Scales,277.14
31/12/2010,Teeth of the Dragon,613.22
31/12/2010,Chunin Headband,213.17
31/12/2010,Djinns,324.79
31/12/2010,Flying Brooms,7.64
31/12/2010,Flying Carpets,202.68
31/12/2010,Mjolnirs,625.87
31/12/2010,Infinity Stones,239.51
31/12/2010,Infinity Gauntlets,10.01
31/12/2010,Repulsor Beams,459.0
31/12/2010,Super Soldier Serums,194.13
31/12/2010,Vibranium Bars,331.72
31/12/2010,Adamantium Bars,226.74
31/12/2010,Mithril Bars,2.46
31/12/2010,Rune Bars,348.33
31/12/2010,True Names,95.55
31/12/2010,Sigils,190.64
31/12/2010,Strongest Potions,109.32
31/12/2010,Knightmare Frames,351.41
31/12/2010,Mirrors of Erised,481.03
31/12/2010,Pensieves,84.46
31/12/2010,Veritaserums,546.33
31/12/2010,Felix Felicis,337.01
31/12/2010,Horcuxes,358.15
31/12/2010,Philosopher Stones,156.95
31/12/2010,Sorceror Stones,23.74
31/12/2010,Dragon Balls,111.97
31/12/2010,Wind Shurikens,108.69
31/12/2010,Time Turners,432.75
31/12/2010,Moranth Burners,379.33
31/12/2010,Moranth Crackers,152.0
31/12/2010,Moranth Cussers,238.3
31/12/2010,Moranth Flamers,307.1
31/12/2010,Moranth Melters,346.99
31/12/2010,Moranth Shapers,94.41
31/12/2010,Moranth Smokers,138.35
31/12/2010,Finnests,142.94
31/12/2010,Terondais,279.25
31/12/2010,White Gold Rings,110.58
31/12/2010,Hurtloam,278.2
31/12/2010,Rare Candies,162.4
31/12/2010,PP Ups,492.55
31/12/2010,Phoenix Downs,27.64
31/12/2010,Zanpakutos,8.38
31/12/2010,Sensu Beans,256.66
31/12/2010,Namekian Spring Water,12.55
31/12/2010,Australium Bars,202.33
31/12/2010,Aether Tanks,31.22
31/12/2010,Mana Ore,123.81
31/12/2010,Dilithium Crystals,478.43
31/12/2010,Dust Cannisters,380.86
31/12/2010,Energon Cubes,369.93
31/12/2010,Jumbonium Atoms,139.55
31/12/2010,Katchin Bars,19.81
31/12/2010,Krytonite Ore,243.72
31/12/2010,Nanomachines,259.84
31/12/2010,Octiron Bars,271.36
31/12/2010,Redstone Blocks,442.61
31/12/2010,Seastone Cuffs,68.32
31/12/2010,Z-crystals,217.15
31/12/2010,Digivices,73.39
31/12/2010,Pym Particles,8.64
31/12/2010,Wild Card Virus Vials,61.67
31/12/2010,Tachyons,270.57
31/12/2010,Hope,190.75
31/12/2010,Decks of Many Things,274.23
31/12/2010,Golden Fleeces,210.85
31/12/2010,Argonaughts,277.8
31/12/2010,Vestiges,359.08
31/12/2010,Tricorders,159.32
31/12/2010,Replicators,98.51
31/12/2010,Transporters,369.01
31/12/2010,Sonic Screwdrivers,159.08
31/12/2010,Holy Grails,207.83
31/12/2010,Nails of Helena,474.96
31/12/2010,Shrouds of Turin,253.92
31/12/2010,Hoverboards,47.41
31/12/2010,Holodecks,137.07
31/12/2010,Neuralizers,395.75
31/12/2010,Symbiotes,211.95
31/12/2010,Meow Meow Beans,409.72
31/12/2010,6IV Shiny Dittos,506.78
31/12/2010,Holy Hand Grenades,122.24
31/12/2010,Alpha-Omega Bombs,390.37
31/12/2010,Fatmans,142.43
31/12/2010,BFG 9000s,138.03
31/12/2010,Noisy Crickets,252.77
31/12/2010,Lawgivers,85.67
31/12/2010,Phasers,196.4
31/12/2010,Pulse Rifles,38.28
31/12/2010,Vorpal Swords,292.66
31/12/2010,Sausages inna bun,8.06
31/12/2010,Gundams,437.83
31/12/2010,HALs,639.22
31/12/2010,Agents,105.57
31/12/2010,Pipboys,187.06
31/12/2010,Scouters,69.38
31/12/2010,Daemons,369.58
31/12/2010,Pacts,78.05
31/12/2010,Souls,130.44
31/12/2010,Key of Kings,220.6
31/12/2010,Horns of Gondor,400.14
31/12/2010,Excalibers,39.62
31/12/2010,Thousand Sunnys,275.02
31/12/2010,Ampules,400.42
31/12/2010,Badgers,358.89
31/12/2010,Blinds,126.9
31/12/2010,Butterflys,201.58
31/12/2010,Cancellers,433.8
31/12/2010,Carpenters,131.93
31/12/2010,Centipedes,385.62
31/12/2010,Chainsaws,72.78
31/12/2010,Cocoons,241.36
31/12/2010,Drops,392.84
31/12/2010,Diverseys,214.11
31/12/2010,Fridays,147.73
31/12/2010,Full Faces,549.24
31/12/2010,Fumbles,303.84
31/12/2010,Gauntlets,277.03
31/12/2010,Javelins,317.24
31/12/2010,Lavenders,369.0
31/12/2010,Beams,38.24
31/12/2010,Pressures,352.96
31/12/2010,Rapids,211.76
31/12/2010,Reflectors,527.53
31/12/2010,Scripts,37.64
31/12/2010,Shooters,45.75
31/12/2010,Stalkers,418.33
31/12/2010,Stations,256.51
31/12/2010,Stickers,277.25
31/12/2010,Stoles,334.8
31/12/2010,Stringers,405.12
31/12/2010,Surfacers,95.51
31/12/2010,Surrounders,69.85
31/12/2010,Tasters,441.07
31/12/2010,Tortures,46.74
31/12/2010,3D Maneuver Gears,3.01
31/12/2010,Red Orbs,470.21
31/12/2010,Blue Orbs,444.47
31/12/2010,Choice Bands,92.34
31/12/2010,Choice Scarfs,116.23
31/12/2010,Choice Specs,234.88
31/12/2010,Binding Bands,299.64
31/12/2010,Damp Rocks,56.72
31/12/2010,Grip Claws,487.84
31/12/2010,Heat Rocks,20.09
31/12/2010,Icy Rocks,263.2
31/12/2010,Light Clays,91.02
31/12/2010,Smooth Rocks,293.92
31/12/2010,Terrain Extenders,232.74
31/12/2010,Mental Herbs,342.11
31/12/2010,Power Herbs,208.3
31/12/2010,White Herbs,415.2
31/12/2010,Big Roots,267.95
31/12/2010,Leftovers,210.34
31/12/2010,Shell Bells,570.43
31/12/2010,Absorb Bulbs,225.91
31/12/2010,Assault Vests,270.9
31/12/2010,Berserk Genes,73.12
31/12/2010,Cell Batteries,44.85
31/12/2010,Electric Seeds,281.66
31/12/2010,Expert Belts,277.81
31/12/2010,Grassy Seeds,14.2
31/12/2010,Life Orbs,25.04
31/12/2010,Metronomes,83.01
31/12/2010,Misty Seeds,166.03
31/12/2010,Muscle Bands,247.56
31/12/2010,Psychic Seeds,169.89
31/12/2010,Scope Lens,19.58
31/12/2010,Snowballs,54.28
31/12/2010,Weakness Policies,342.46
31/12/2010,Wide Lenses,75.77
31/12/2010,Wise Glasses,235.98
31/12/2010,Zoom Lens,233.06
31/12/2010,Lagging Tails,135.35
31/12/2010,Quick Claws,82.75
