date,currency,valueInUSD
28/10/2016,AFN,13.7333
28/10/2016,ALL,1.9784
28/10/2016,DZD,5.9084
28/10/2016,AOA,6.2999
28/10/2016,ARS,15.4522
28/10/2016,AMD,7.6278
28/10/2016,AWG,5.031
28/10/2016,AUD,53.2257
28/10/2016,AZN,5.0652
28/10/2016,BSD,4.8324
28/10/2016,BHD,3.4196
28/10/2016,BDT,7.7136
28/10/2016,BBD,50.3499
28/10/2016,BYR,5.9471
28/10/2016,BZD,6.4973
28/10/2016,BMD,1.1761
28/10/2016,BTN,6.5093
28/10/2016,BOB,31.9543
28/10/2016,BAM,0.2931
28/10/2016,BWP,4.0635
28/10/2016,BRL,13.5895
28/10/2016,GBP,11.4324
28/10/2016,BND,0.2723
28/10/2016,BGN,0.0899
28/10/2016,BIF,0.9595
28/10/2016,XOF,6.9824
28/10/2016,XAF,2.4799
28/10/2016,XPF,0.2753
28/10/2016,KHR,1.7295
28/10/2016,CAD,13.4728
28/10/2016,CVE,8.7992
28/10/2016,KYD,8.6149
28/10/2016,CLP,8.0543
28/10/2016,CNY,7.7248
28/10/2016,COP,56.3927
28/10/2016,KMF,4.3613
28/10/2016,CDF,0.2438
28/10/2016,CRC,0.922
28/10/2016,HRK,199.363
28/10/2016,CUC,6.6994
28/10/2016,CUP,2.2748
28/10/2016,CZK,3.0527
28/10/2016,DKK,1.1518
28/10/2016,DJF,7.7795
28/10/2016,DOP,6.4896
28/10/2016,XCD,25.5683
28/10/2016,EGP,4.071
28/10/2016,SVC,2.8891
28/10/2016,ETB,9.6337
28/10/2016,FKP,6.0483
28/10/2016,FJD,10.3466
28/10/2016,GMD,9.7415
28/10/2016,GEL,6.0228
28/10/2016,GHS,6.2814
28/10/2016,GIP,9.1874
28/10/2016,GTQ,0.6302
28/10/2016,GNF,146.7278
28/10/2016,GYD,4.2932
28/10/2016,HTG,16.221
28/10/2016,HNL,2.3971
28/10/2016,HKD,4.035
28/10/2016,HUF,3.4616
28/10/2016,ISK,1.9962
28/10/2016,INR,29.6543
28/10/2016,IDR,5.1423
28/10/2016,IRR,11.4695
28/10/2016,IQD,12.8503
28/10/2016,ILS,7.4491
28/10/2016,JMD,0.7788
28/10/2016,JPY,0.0361
28/10/2016,JOD,2.0621
28/10/2016,KZT,3.5226
28/10/2016,KES,7.5359
28/10/2016,KWD,4.7924
28/10/2016,KGS,5.0682
28/10/2016,LAK,2.7911
28/10/2016,LBP,10.0801
28/10/2016,LSL,3.0563
28/10/2016,LRD,3.8872
28/10/2016,LYD,15.2357
28/10/2016,MOP,0.8377
28/10/2016,MKD,4.6555
28/10/2016,MGA,6.0945
28/10/2016,MWK,6.5677
28/10/2016,MYR,38.8461
28/10/2016,MVR,5.7366
28/10/2016,MRO,2.9222
28/10/2016,MUR,64.1207
28/10/2016,MXN,5.8254
28/10/2016,MDL,6.662
28/10/2016,MNT,0.1114
28/10/2016,MAD,1.9081
28/10/2016,MZN,5.3142
28/10/2016,MMK,3.5531
28/10/2016,ANG,7.2131
28/10/2016,NAD,1.482
28/10/2016,NPR,0.7515
28/10/2016,NZD,2.0912
28/10/2016,NIO,1.7318
28/10/2016,NGN,0.1866
28/10/2016,KPW,1.5328
28/10/2016,NOK,1.0465
28/10/2016,OMR,5.5843
28/10/2016,PKR,9.9272
28/10/2016,PAB,11.0125
28/10/2016,PGK,3.1125
28/10/2016,PYG,6.1864
28/10/2016,PEN,0.2574
28/10/2016,PHP,93.5283
28/10/2016,PLN,0.2832
28/10/2016,QAR,2.3508
28/10/2016,RON,1.8139
28/10/2016,RUB,12.717
28/10/2016,RWF,4.8438
28/10/2016,WST,2.7204
28/10/2016,STD,4.1399
28/10/2016,SAR,7.1306
28/10/2016,RSD,0.9612
28/10/2016,SCR,4.2764
28/10/2016,SLL,3.0091
28/10/2016,SGD,6.8499
28/10/2016,SBD,9.4299
28/10/2016,SOS,2.1514
28/10/2016,ZAR,4.9346
28/10/2016,KRW,0.1914
28/10/2016,LKR,1.7702
28/10/2016,SHP,3.151
28/10/2016,SDG,6.8132
28/10/2016,SRD,3.5341
28/10/2016,SZL,4.8817
28/10/2016,SEK,3.8708
28/10/2016,CHF,12.2398
28/10/2016,SYP,5.2114
28/10/2016,TWD,416.2876
28/10/2016,TZS,10.7894
28/10/2016,THB,0.815
28/10/2016,TOP,7.8262
28/10/2016,TTD,4.7013
28/10/2016,TND,4.515
28/10/2016,TRY,0.433
28/10/2016,TMM,3.6644
28/10/2016,USD,1
28/10/2016,UGX,8.0885
28/10/2016,UAH,36.1189
28/10/2016,UYU,32.2933
28/10/2016,AED,1.4934
28/10/2016,VUV,33.2382
28/10/2016,VEB,1.1398
28/10/2016,VND,6.9527
28/10/2016,YER,7.9942
28/10/2016,ZMK,4.2076
28/10/2016,ZWD,5.604
