date,currency,valueInUSD
04/12/2015,AFN,15.0743
04/12/2015,ALL,1.8352
04/12/2015,DZD,6.4365
04/12/2015,AOA,6.0935
04/12/2015,ARS,16.0343
04/12/2015,AMD,8.2624
04/12/2015,AWG,5.2386
04/12/2015,AUD,63.3683
04/12/2015,AZN,6.3189
04/12/2015,BSD,6.5089
04/12/2015,BHD,3.8228
04/12/2015,BDT,7.1271
04/12/2015,BBD,66.9504
04/12/2015,BYR,5.8395
04/12/2015,BZD,6.8004
04/12/2015,BMD,1.1746
04/12/2015,BTN,6.4677
04/12/2015,BOB,38.5531
04/12/2015,BAM,0.2972
04/12/2015,BWP,3.3461
04/12/2015,BRL,12.6903
04/12/2015,GBP,10.576
04/12/2015,BND,0.3203
04/12/2015,BGN,0.0841
04/12/2015,BIF,1.0888
04/12/2015,XOF,6.4843
04/12/2015,XAF,2.6118
04/12/2015,XPF,0.3002
04/12/2015,KHR,2.0325
04/12/2015,CAD,14.0747
04/12/2015,CVE,10.2821
04/12/2015,KYD,7.5115
04/12/2015,CLP,7.2495
04/12/2015,CNY,7.22
04/12/2015,COP,53.3111
04/12/2015,KMF,4.1862
04/12/2015,CDF,0.233
04/12/2015,CRC,0.9017
04/12/2015,HRK,179.586
04/12/2015,CUC,6.8706
04/12/2015,CUP,2.6661
04/12/2015,CZK,3.6358
04/12/2015,DKK,1.3676
04/12/2015,DJF,6.9685
04/12/2015,DOP,7.404
04/12/2015,XCD,22.6044
04/12/2015,EGP,4.241
04/12/2015,SVC,3.1062
04/12/2015,ETB,8.8389
04/12/2015,FKP,7.3469
04/12/2015,FJD,8.7304
04/12/2015,GMD,9.3213
04/12/2015,GEL,5.9759
04/12/2015,GHS,6.6397
04/12/2015,GIP,9.3316
04/12/2015,GTQ,0.6075
04/12/2015,GNF,133.9608
04/12/2015,GYD,4.5527
04/12/2015,HTG,15.3402
04/12/2015,HNL,2.2222
04/12/2015,HKD,4.8014
04/12/2015,HUF,3.7253
04/12/2015,ISK,2.2826
04/12/2015,INR,24.8429
04/12/2015,IDR,5.0783
04/12/2015,IRR,11.2961
04/12/2015,IQD,12.7141
04/12/2015,ILS,7.1187
04/12/2015,JMD,0.7669
04/12/2015,JPY,0.0363
04/12/2015,JOD,2.1908
04/12/2015,KZT,2.8429
04/12/2015,KES,8.485
04/12/2015,KWD,4.9256
04/12/2015,KGS,6.5025
04/12/2015,LAK,2.1681
04/12/2015,LBP,9.8198
04/12/2015,LSL,2.9377
04/12/2015,LRD,4.8713
04/12/2015,LYD,19.0279
04/12/2015,MOP,0.8004
04/12/2015,MKD,3.6385
04/12/2015,MGA,6.1226
04/12/2015,MWK,4.9946
04/12/2015,MYR,40.8154
04/12/2015,MVR,5.8021
04/12/2015,MRO,3.5342
04/12/2015,MUR,55.3418
04/12/2015,MXN,6.223
04/12/2015,MDL,6.7104
04/12/2015,MNT,0.1415
04/12/2015,MAD,2.254
04/12/2015,MZN,5.9221
04/12/2015,MMK,3.1705
04/12/2015,ANG,7.8347
04/12/2015,NAD,1.3268
04/12/2015,NPR,0.6767
04/12/2015,NZD,2.389
04/12/2015,NIO,1.737
04/12/2015,NGN,0.1724
04/12/2015,KPW,1.9165
04/12/2015,NOK,1.0106
04/12/2015,OMR,5.294
04/12/2015,PKR,10.0662
04/12/2015,PAB,11.1391
04/12/2015,PGK,2.9032
04/12/2015,PYG,7.1081
04/12/2015,PEN,0.2491
04/12/2015,PHP,89.3411
04/12/2015,PLN,0.2681
04/12/2015,QAR,2.8435
04/12/2015,RON,1.7017
04/12/2015,RUB,14.3511
04/12/2015,RWF,5.3353
04/12/2015,WST,2.4741
04/12/2015,STD,4.4643
04/12/2015,SAR,6.4954
04/12/2015,RSD,0.7744
04/12/2015,SCR,3.6131
04/12/2015,SLL,3.1566
04/12/2015,SGD,6.5545
04/12/2015,SBD,10.206
04/12/2015,SOS,2.505
04/12/2015,ZAR,3.8382
04/12/2015,KRW,0.2033
04/12/2015,LKR,1.5436
04/12/2015,SHP,3.1955
04/12/2015,SDG,7.2516
04/12/2015,SRD,3.9405
04/12/2015,SZL,5.2143
04/12/2015,SEK,3.9526
04/12/2015,CHF,12.0323
04/12/2015,SYP,4.863
04/12/2015,TWD,637.0887
04/12/2015,TZS,10.4118
04/12/2015,THB,0.7611
04/12/2015,TOP,8.1153
04/12/2015,TTD,4.2844
04/12/2015,TND,4.305
04/12/2015,TRY,0.4283
04/12/2015,TMM,4.0205
04/12/2015,USD,1
04/12/2015,UGX,9.0117
04/12/2015,UAH,40.7578
04/12/2015,UYU,35.0974
04/12/2015,AED,1.7736
04/12/2015,VUV,29.7579
04/12/2015,VEB,1.2681
04/12/2015,VND,6.7004
04/12/2015,YER,9.0281
04/12/2015,ZMK,4.2257
04/12/2015,ZWD,5.1331
