date,product,marketPrice
29/04/2015,Moloko Plus,39.09
29/04/2015,Pan-Galactic Gargle Blaster,683.87
29/04/2015,Victory Gin,71.93
29/04/2015,Vesper,328.06
29/04/2015,Duff,320.69
29/04/2015,Dark Planet Cola,89.11
29/04/2015,Slurm,158.23
29/04/2015,Nuka-cola,27.37
29/04/2015,Ent-draught,30.25
29/04/2015,Ambrosia,52.03
29/04/2015,Romulan Ale,118.96
29/04/2015,Astro Boys,2501.29
29/04/2015,Marvins,61.03
29/04/2015,K-9s,77.54
29/04/2015,Autobots,55.36
29/04/2015,Decepticons,67.16
29/04/2015,Golems,14.97
29/04/2015,Master Balls,91.49
29/04/2015,Ultra Balls,52.36
29/04/2015,T-800s,201.02
29/04/2015,T-1000s,70.18
29/04/2015,Flubbers,393.84
29/04/2015,Spyders,140.85
29/04/2015,B-4s,58.83
29/04/2015,Ultrons,216.07
29/04/2015,Ruby Slippers,55.66
29/04/2015,Catbuses,1009.76
29/04/2015,Evangelions,491.1
29/04/2015,Behelits,986.08
29/04/2015,Lightsabres,12.97
29/04/2015,Devil Fruits,190.39
29/04/2015,SMILEs,246.62
29/04/2015,Cornballers,204.38
29/04/2015,Sabor de Soledad Chips,170.46
29/04/2015,Red Apple Cigarettes,268.0
29/04/2015,Wonka Bars,271.38
29/04/2015,Bags of Holding,317.76
29/04/2015,Sending Stones,1072.82
29/04/2015,Elder Wands,202.51
29/04/2015,Dornish Red,301.76
29/04/2015,Valaryian Steel Bars,166.34
29/04/2015,Dragon Eggs,484.36
29/04/2015,Cranium Inflolinks,89.7
29/04/2015,LiDAR Mark-Trackers,285.67
29/04/2015,Arm Nanoblades,486.58
29/04/2015,Replicants,7.48
29/04/2015,Venom Canisters,117.44
29/04/2015,Atium Bars,142.94
29/04/2015,Otataral Bars,19.45
29/04/2015,Night Dust,275.46
29/04/2015,Dragon Scales,232.12
29/04/2015,Teeth of the Dragon,299.73
29/04/2015,Chunin Headband,171.46
29/04/2015,Djinns,237.82
29/04/2015,Flying Brooms,10.35
29/04/2015,Flying Carpets,121.75
29/04/2015,Mjolnirs,682.44
29/04/2015,Infinity Stones,139.07
29/04/2015,Infinity Gauntlets,11.4
29/04/2015,Repulsor Beams,582.94
29/04/2015,Super Soldier Serums,176.17
29/04/2015,Vibranium Bars,461.19
29/04/2015,Adamantium Bars,195.8
29/04/2015,Mithril Bars,2.55
29/04/2015,Rune Bars,287.86
29/04/2015,True Names,106.84
29/04/2015,Sigils,106.03
29/04/2015,Strongest Potions,90.65
29/04/2015,Knightmare Frames,576.79
29/04/2015,Mirrors of Erised,422.69
29/04/2015,Pensieves,78.65
29/04/2015,Veritaserums,479.24
29/04/2015,Felix Felicis,273.91
29/04/2015,Horcuxes,175.71
29/04/2015,Philosopher Stones,91.52
29/04/2015,Sorceror Stones,23.57
29/04/2015,Dragon Balls,69.85
29/04/2015,Wind Shurikens,96.16
29/04/2015,Time Turners,360.69
29/04/2015,Moranth Burners,475.0
29/04/2015,Moranth Crackers,110.88
29/04/2015,Moranth Cussers,206.6
29/04/2015,Moranth Flamers,221.66
29/04/2015,Moranth Melters,145.13
29/04/2015,Moranth Shapers,126.32
29/04/2015,Moranth Smokers,95.78
29/04/2015,Finnests,169.03
29/04/2015,Terondais,197.91
29/04/2015,White Gold Rings,87.5
29/04/2015,Hurtloam,274.83
29/04/2015,Rare Candies,109.66
29/04/2015,PP Ups,427.06
29/04/2015,Phoenix Downs,16.95
29/04/2015,Zanpakutos,12.77
29/04/2015,Sensu Beans,270.6
29/04/2015,Namekian Spring Water,13.49
29/04/2015,Australium Bars,89.38
29/04/2015,Aether Tanks,20.45
29/04/2015,Mana Ore,76.18
29/04/2015,Dilithium Crystals,244.59
29/04/2015,Dust Cannisters,446.25
29/04/2015,Energon Cubes,759.28
29/04/2015,Jumbonium Atoms,157.0
29/04/2015,Katchin Bars,20.84
29/04/2015,Krytonite Ore,271.51
29/04/2015,Nanomachines,213.31
29/04/2015,Octiron Bars,163.99
29/04/2015,Redstone Blocks,489.0
29/04/2015,Seastone Cuffs,82.15
29/04/2015,Z-crystals,190.52
29/04/2015,Digivices,82.46
29/04/2015,Pym Particles,18.32
29/04/2015,Wild Card Virus Vials,55.98
29/04/2015,Tachyons,277.66
29/04/2015,Hope,273.97
29/04/2015,Decks of Many Things,314.79
29/04/2015,Golden Fleeces,126.36
29/04/2015,Argonaughts,437.2
29/04/2015,Vestiges,541.87
29/04/2015,Tricorders,140.38
29/04/2015,Replicators,81.61
29/04/2015,Transporters,309.0
29/04/2015,Sonic Screwdrivers,242.21
29/04/2015,Holy Grails,373.37
29/04/2015,Nails of Helena,431.35
29/04/2015,Shrouds of Turin,320.08
29/04/2015,Hoverboards,28.88
29/04/2015,Holodecks,221.54
29/04/2015,Neuralizers,157.53
29/04/2015,Symbiotes,254.47
29/04/2015,Meow Meow Beans,314.81
29/04/2015,6IV Shiny Dittos,712.91
29/04/2015,Holy Hand Grenades,200.63
29/04/2015,Alpha-Omega Bombs,951.69
29/04/2015,Fatmans,79.64
29/04/2015,BFG 9000s,94.43
29/04/2015,Noisy Crickets,107.4
29/04/2015,Lawgivers,94.24
29/04/2015,Phasers,317.89
29/04/2015,Pulse Rifles,17.77
29/04/2015,Vorpal Swords,297.38
29/04/2015,Sausages inna bun,11.64
29/04/2015,Gundams,494.48
29/04/2015,HALs,431.69
29/04/2015,Agents,204.1
29/04/2015,Pipboys,194.38
29/04/2015,Scouters,44.78
29/04/2015,Daemons,208.7
29/04/2015,Pacts,108.44
29/04/2015,Souls,61.62
29/04/2015,Key of Kings,174.31
29/04/2015,Horns of Gondor,292.71
29/04/2015,Excalibers,30.45
29/04/2015,Thousand Sunnys,193.41
29/04/2015,Ampules,152.26
29/04/2015,Badgers,431.3
29/04/2015,Blinds,195.67
29/04/2015,Butterflys,152.92
29/04/2015,Cancellers,234.84
29/04/2015,Carpenters,224.02
29/04/2015,Centipedes,144.56
29/04/2015,Chainsaws,66.62
29/04/2015,Cocoons,222.66
29/04/2015,Drops,293.1
29/04/2015,Diverseys,101.74
29/04/2015,Fridays,118.09
29/04/2015,Full Faces,518.23
29/04/2015,Fumbles,222.02
29/04/2015,Gauntlets,353.56
29/04/2015,Javelins,281.51
29/04/2015,Lavenders,268.29
29/04/2015,Beams,13.36
29/04/2015,Pressures,493.6
29/04/2015,Rapids,134.68
29/04/2015,Reflectors,440.48
29/04/2015,Scripts,60.88
29/04/2015,Shooters,20.28
29/04/2015,Stalkers,172.03
29/04/2015,Stations,253.35
29/04/2015,Stickers,155.62
29/04/2015,Stoles,344.27
29/04/2015,Stringers,666.27
29/04/2015,Surfacers,62.08
29/04/2015,Surrounders,68.88
29/04/2015,Tasters,301.32
29/04/2015,Tortures,38.23
29/04/2015,3D Maneuver Gears,3.01
29/04/2015,Red Orbs,613.08
29/04/2015,Blue Orbs,267.99
29/04/2015,Choice Bands,109.2
29/04/2015,Choice Scarfs,36.1
29/04/2015,Choice Specs,141.8
29/04/2015,Binding Bands,181.2
29/04/2015,Damp Rocks,39.75
29/04/2015,Grip Claws,277.43
29/04/2015,Heat Rocks,10.89
29/04/2015,Icy Rocks,329.65
29/04/2015,Light Clays,47.96
29/04/2015,Smooth Rocks,496.55
29/04/2015,Terrain Extenders,247.74
29/04/2015,Mental Herbs,225.29
29/04/2015,Power Herbs,105.39
29/04/2015,White Herbs,348.27
29/04/2015,Big Roots,223.75
29/04/2015,Leftovers,275.23
29/04/2015,Shell Bells,722.65
29/04/2015,Absorb Bulbs,234.4
29/04/2015,Assault Vests,305.11
29/04/2015,Berserk Genes,69.2
29/04/2015,Cell Batteries,29.34
29/04/2015,Electric Seeds,289.1
29/04/2015,Expert Belts,360.46
29/04/2015,Grassy Seeds,11.51
29/04/2015,Life Orbs,13.87
29/04/2015,Metronomes,158.29
29/04/2015,Misty Seeds,270.56
29/04/2015,Muscle Bands,272.23
29/04/2015,Psychic Seeds,217.55
29/04/2015,Scope Lens,8.73
29/04/2015,Snowballs,68.63
29/04/2015,Weakness Policies,209.7
29/04/2015,Wide Lenses,53.79
29/04/2015,Wise Glasses,293.88
29/04/2015,Zoom Lens,179.81
29/04/2015,Lagging Tails,127.46
29/04/2015,Quick Claws,57.24
29/04/2015,Focus Bands,644.54
29/04/2015,Focus Sashes,30.1
29/04/2015,Flame Orbs,139.48
29/04/2015,Toxic Orbs,35.5
29/04/2015,Sticky Barbs,150.77
29/04/2015,Iron Balls,121.12
29/04/2015,Black Sludges,351.56
29/04/2015,Ring Targets,343.19
29/04/2015,Adrenaline Orbs,185.31
29/04/2015,Air Balloons,54.26
29/04/2015,Amulet Coins,282.21
29/04/2015,Bright Powders,210.46
29/04/2015,Destiny Knots,23.95
29/04/2015,Eject Buttons,48.48
29/04/2015,Float Stones,385.98
29/04/2015,King Rocks,206.76
29/04/2015,Protective Pads,163.21
29/04/2015,Razor Claws,30.03
29/04/2015,Razor Fangs,18.52
29/04/2015,Red Cards,336.66
29/04/2015,Rocky Helmets,276.49
29/04/2015,Safety Goggles,472.98
29/04/2015,Shed Shells,44.19
29/04/2015,Smoke Balls,433.83
29/04/2015,Cainhurst Badges,420.4
29/04/2015,Blood Dregs,196.21
29/04/2015,Blue Elixirs,429.76
29/04/2015,Bold Hunter's Marks,201.98
29/04/2015,Bolt Papers,168.28
29/04/2015,Bone Marrow Ashes,48.97
29/04/2015,Coldblood Dews,203.14
29/04/2015,Fire Papers,149.27
29/04/2015,Frenzied Coldbloods,401.51
29/04/2015,Gold Pendants,588.62
29/04/2015,Great One's Wisdoms,484.66
29/04/2015,Hand Lanterns,707.37
29/04/2015,Lead Elixirs,115.57
29/04/2015,Madman's Knowledges,309.22
29/04/2015,Quicksilver Bullets,168.05
29/04/2015,Red Jewelled Brooches,101.02
29/04/2015,Shaman Bone Blades,239.46
29/04/2015,Deck of Dragons,261.91
29/04/2015,Shining Coins,349.24
29/04/2015,Tear Stones,216.48
29/04/2015,Cainhurt Summons,349.5
29/04/2015,Celestial Dials,120.42
29/04/2015,Old Hunter Bells,314.1
29/04/2015,Tonsil Stones,265.38
29/04/2015,Gorgon Heads,121.15
29/04/2015,Niflheim Alloy Bars,15.44
29/04/2015,Pandora Boxes,194.55
29/04/2015,Wings of Icarus,105.11
29/04/2015,Flames of Apollo,197.22
29/04/2015,Keys of the Ram,264.36
29/04/2015,Owls of Athena,192.25
29/04/2015,Nemean Cestuses,555.98
29/04/2015,Nemesis Whips,34.72
29/04/2015,Primordial Flames,25.69
29/04/2015,Spears of Destiny,25.58
29/04/2015,Gauntlets of Zeus,126.7
29/04/2015,Titan Horns,93.4
29/04/2015,Hades Helms,452.43
29/04/2015,Urns of Power,212.72
29/04/2015,Unity Stones,197.23
29/04/2015,Cerebros,298.42
29/04/2015,Radioactive Spiders,294.22
29/04/2015,Potora Earrings,8.95
29/04/2015,Rejuvenation Tanks,441.58
29/04/2015,Death Notes,557.02
29/04/2015,Shinigami Eyes,161.0
29/04/2015,Protopacks,381.38
29/04/2015,Scooby Snacks,98.6
29/04/2015,Blasting Rods,172.39
29/04/2015,Millennium Puzzles,12.52
29/04/2015,Millennium Eyes,333.03
29/04/2015,Millennium Rings,19.8
29/04/2015,Millennium Keys,595.96
29/04/2015,Millennium Rods,348.93
29/04/2015,Millennium Necklaces,371.65
29/04/2015,Millennium Scales,53.91
29/04/2015,Bolts,378.74
29/04/2015,Gadgetrons,21.37
29/04/2015,Raritanium Ore,386.56
29/04/2015,Nanotech Crates,352.68
29/04/2015,Armour Magnetizers,265.64
29/04/2015,Zoni Vessels,190.25
29/04/2015,Box Basher 2000s,281.43
29/04/2015,Nefarious Security Cards,276.58
29/04/2015,Omnigaskets,421.67
29/04/2015,Treasure Mappers,112.75
29/04/2015,Gold Bolts,310.1
29/04/2015,Qwark Statuettes,47.75
29/04/2015,Electrolyzers,653.52
29/04/2015,Levitators,78.75
29/04/2015,Infiltrators,501.28
29/04/2015,Megacorp Helmets,95.61
29/04/2015,Momentum Gliders,440.99
29/04/2015,Platinum Bolts,207.15
29/04/2015,Infobots,334.05
29/04/2015,Rift Crackers,100.33
29/04/2015,Clank Model Robots,119.09
29/04/2015,CodeBots,33.12
29/04/2015,Persuaders,649.2
