dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
21/12/2017 00:00,TONGIYTH59020495,Stocks,QETH27,IIZF28,38085.0,USD,500,29/06/2020,76.17,USD,64.18
21/12/2017 00:00,TZDLSQNJ67063775,Shining Coins,HNLV68,NCCX02,630479.54,SOS,1000,13/04/2019,242.95,USD,638.66
21/12/2017 00:00,XXMPCCNP40014929,Limit Break Manuals,AYIH50,HSWX88,76258.0,USD,700,20/04/2022,22.14,CDF,99.89
21/12/2017 00:00,DHOTHPYD12061419,Stocks,FGVK43,TBVE46,129527.97,XAF,300,16/07/2019,152.35,USD,402.62
21/12/2017 00:00,TGKCHJPL23881347,Stocks,QBAP68,JCWS17,247420.0,USD,2000,19/07/2019,123.71,USD,112.77
21/12/2017 00:00,PUEXMGOW60446416,Stocks,DOGG07,NCYN50,16967.04,BIF,900,02/12/2021,16.92,USD,17.51
21/12/2017 00:01,XMNVOMGQ74861187,Stocks,EIWJ22,TFLS35,816500.0,USD,50000,21/11/2022,16.33,USD,17.91
21/12/2017 00:01,ZKIEWNRF91507292,Stocks,LKPN86,HNLV68,1463100.0,USD,30000,21/07/2019,48.77,USD,51.28
21/12/2017 00:01,CBKXPTAU65177953,Jumbonium Atoms,LIJW00,MYXF05,349420.0,USD,2000,30/11/2021,174.71,USD,148.26
21/12/2017 00:01,OKMHRJEB81962669,Stocks,RDBE21,EDYH00,661250.0,USD,5000,24/01/2022,132.25,USD,145.23
21/12/2017 00:01,ZWFPDVBR47585877,Stocks,AHMZ79,OCQF34,213834.34,DZD,800,15/09/2022,59.54,USD,298.04
21/12/2017 00:01,RLDUURGW80846078,Cornballers,MEOQ86,HYSJ42,246357.0,USD,900,10/09/2018,273.73,USD,300.31
21/12/2017 00:02,OEGFOQMW50873943,Stocks,CMOI26,IZLM67,75201.79,AMD,100,15/07/2020,86.64,USD,599.38
21/12/2017 00:02,QUYDHITB72701778,Stocks,TFLS35,BPLN25,1807650.0,USD,9000,10/05/2020,200.85,USD,198.2
21/12/2017 00:02,RDFPSUNF62088886,Stocks,KKZA87,OHKH76,22248.0,USD,900,27/10/2021,24.72,USD,27.67
